"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires"
"Horacio Rodríguez Larreta por Cambiemos",0.259,0.217,0.3,0.169,0.249,0.286,0.346,0.252,0.245,0.286,0.249,0.246,0.251,0.275
"Alberto Fernández por el Frente de Todos",0.255,0.227,0.282,0.221,0.258,0.265,0.271,0.299,0.242,0.228,0.252,0.201,0.246,0.281
"Javier Milei por los liberales",0.25,0.322,0.181,0.43,0.256,0.195,0.116,0.238,0.269,0.237,0.252,0.326,0.246,0.218
"Nicolás del Caño por la izquierda",0.027,0.03,0.024,0.036,0.028,0.019,0.025,0.02,0.029,0.031,0.029,0.016,0.024,0.03
"Otro candidato",0.209,0.204,0.213,0.144,0.209,0.235,0.242,0.191,0.215,0.218,0.218,0.211,0.233,0.196
