"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires"
"Derecha",0.204,0.251,0.158,0.199,0.23,0.2,0.156,0.238,0.194,0.184,0.203,0.255,0.175,0.188
"Centro derecha",0.172,0.197,0.146,0.128,0.145,0.205,0.236,0.124,0.156,0.242,0.177,0.191,0.13,0.165
"Centro izquierda",0.17,0.177,0.163,0.14,0.178,0.19,0.157,0.093,0.169,0.25,0.186,0.123,0.161,0.177
"Izquierda",0.097,0.099,0.096,0.094,0.076,0.074,0.184,0.114,0.094,0.084,0.101,0.057,0.111,0.109
"No sabe",0.357,0.276,0.437,0.439,0.371,0.331,0.267,0.431,0.387,0.24,0.333,0.374,0.423,0.361
