"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Fernandez","Macri","Lavagna"
"A Malena Galmarini por el Frente de Todos",0.309,0.244,0.373,0.231,0.394,0.245,0.297,0.336,0.356,0.195,0.344,0.22,0.31,0.505,0.195,0.203
"A Segundo Cernadas por Cambiemos",0.299,0.324,0.274,0.257,0.23,0.393,0.435,0.3,0.214,0.439,0.282,0.294,0.317,0.116,0.488,0.537
"Al candidato de los liberales libertarios",0.147,0.223,0.074,0.301,0.116,0.089,0.051,0.162,0.134,0.149,0.094,0.271,0.152,0.102,0.164,0
"A Paula Akerfeld por el Frente de Izquierda",0.058,0.069,0.048,0.049,0.067,0.063,0.042,0.045,0.065,0.064,0.09,0.036,0.035,0.053,0.025,0.037
"No sabe",0.187,0.14,0.231,0.162,0.193,0.21,0.175,0.157,0.231,0.153,0.19,0.179,0.186,0.224,0.128,0.223
