"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Fernandez","Macri","Lavagna"
"Al candidato del Frente de Todos",0.355,0.343,0.367,0.236,0.418,0.342,0.396,0.41,0.375,0.247,0.376,0.367,0.331,0.575,0.268,0.198
"Al candidato de Juntos por el Cambio",0.304,0.287,0.32,0.321,0.238,0.37,0.368,0.271,0.283,0.383,0.268,0.242,0.362,0.151,0.5,0.285
"Al candidato de los liberales - libertarios",0.122,0.199,0.048,0.245,0.091,0.081,0.063,0.132,0.104,0.137,0.1,0.18,0.12,0.062,0.153,0
"Al candidato de la Izquierda",0.056,0.044,0.067,0.099,0.054,0.025,0.033,0.02,0.064,0.091,0.077,0.031,0.045,0.041,0.005,0.257
"A otro candidato",0.058,0.057,0.059,0.036,0.077,0.06,0.037,0.053,0.063,0.057,0.058,0.074,0.052,0.056,0.032,0.175
"No sabe",0.105,0.07,0.139,0.063,0.122,0.122,0.103,0.114,0.111,0.085,0.121,0.106,0.09,0.115,0.042,0.085
