"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Fernandez","Macri","Lavagna"
"A Horacio Rodriguez Larreta",0.254,0.208,0.297,0.142,0.344,0.22,0.259,0.144,0.316,0.275,0.303,0.129,0.254,0.19,0.314,0.638
"A Mauricio Macri",0.204,0.192,0.216,0.213,0.106,0.334,0.245,0.22,0.195,0.202,0.21,0.184,0.207,0.088,0.347,0
"A Patricia Bullrich",0.273,0.396,0.157,0.386,0.233,0.25,0.223,0.342,0.232,0.264,0.203,0.557,0.236,0.258,0.222,0.342
"A Facundo Manes",0.174,0.148,0.199,0.168,0.244,0.117,0.096,0.114,0.178,0.234,0.161,0.126,0.202,0.274,0.093,0
"A Gerardo Morales",0.095,0.056,0.131,0.091,0.073,0.079,0.177,0.18,0.079,0.025,0.123,0.004,0.101,0.19,0.024,0.02
