"var","categoria","La seguridad","El tránsito","El arreglo de las calles","El estado de las escuelas y la educación","El sistema de salud","El deporte y la cultura","La obra pública","La luminaria","No sabe"
"P16","Muy buena",0.261,0.19,0.193,0.128,0.068,0.033,0.105,0.118,0.095
"P16","Buena",0.152,0.157,0.092,0.213,0.247,0.097,0.301,0.053,0.068
"P16","Ni buena ni mala",0.3,0.321,0.261,0.284,0.319,0.386,0.318,0.23,0.442
"P16","Mala",0.101,0.138,0.109,0.141,0.183,0.007,0.017,0,0.047
"P16","Muy mala",0.14,0.179,0.203,0.177,0.104,0.035,0.259,0.152,0.12
"P16","No sabe",0.046,0.015,0.142,0.057,0.079,0.442,0,0.447,0.228
"P17","Muy buena",0.131,0.005,0.222,0.026,0.028,0,0,0,0
"P17","Buena",0.108,0.021,0.012,0.004,0.024,0.277,0.085,0,0
"P17","Ni buena ni mala",0.298,0.355,0.276,0.333,0.35,0.389,0.254,0.241,0.408
"P17","Mala",0.095,0.198,0.046,0.127,0.079,0,0.09,0,0.057
"P17","Muy mala",0.071,0.052,0.106,0.077,0.047,0.017,0.03,0.118,0.041
"P17","No sabe",0.297,0.369,0.338,0.433,0.472,0.317,0.541,0.641,0.494
"P18","Muy buena",0.177,0.156,0.168,0.028,0.03,0,0.126,0.016,0.032
"P18","Buena",0.094,0.054,0.077,0.175,0.101,0.104,0.048,0,0.067
"P18","Ni buena ni mala",0.362,0.333,0.376,0.495,0.414,0.563,0.326,0.282,0.325
"P18","Mala",0.024,0.075,0.073,0.086,0.145,0.033,0.245,0.025,0.15
"P18","Muy mala",0.126,0.197,0.16,0.077,0.117,0.035,0.098,0.195,0.092
"P18","No sabe",0.217,0.185,0.146,0.139,0.193,0.265,0.157,0.482,0.334
"P19","Muy buena",0.272,0.198,0.207,0.186,0.137,0.275,0.114,0.101,0.321
"P19","Buena",0.179,0.208,0.157,0.331,0.278,0.055,0.204,0.096,0.265
"P19","Ni buena ni mala",0.169,0.116,0.286,0.19,0.268,0.336,0.343,0.168,0.261
"P19","Mala",0.166,0.117,0.201,0.159,0.168,0.228,0.267,0.556,0.073
"P19","Muy mala",0.131,0.361,0.102,0.097,0.139,0.106,0.072,0.079,0.041
"P19","No sabe",0.083,0,0.047,0.037,0.01,0,0,0,0.039
"P20","Que continúe el intendente Julio Zamora",0.114,0.221,0.17,0.176,0.161,0.253,0.107,0.27,0.369
"P20","Que continúe Julio Zamora pero con mejoras",0.331,0.213,0.264,0.311,0.346,0.399,0.244,0.064,0.22
"P20","Que cambie Julio Zamora pero que se mantengan los avances",0.167,0.092,0.153,0.171,0.188,0.03,0.128,0.048,0.14
"P20","Que cambie el intendente Julio Zamora",0.388,0.474,0.413,0.342,0.305,0.318,0.521,0.618,0.271
"P21","Es kirchnerista",0.196,0.152,0.097,0.144,0.073,0.102,0.241,0.229,0.273
"P21","Forma parte del Frente de Todos",0.219,0.321,0.156,0.362,0.249,0.386,0.356,0.138,0.256
"P21","Es un hombre de Massa",0.105,0.027,0.287,0.142,0.299,0.228,0.176,0.467,0.078
"P21","Es un peronista independiente de centro",0.054,0.125,0.149,0.152,0.136,0.195,0.036,0.118,0.172
"P21","Es un oportunista y está donde le conviene",0.224,0.355,0.182,0.118,0.167,0.017,0.191,0.016,0.099
"P21","No sabe",0.202,0.02,0.129,0.082,0.076,0.072,0,0.032,0.122
"P22","Son lo mismo aunque estén en espacios politoca diferentes",0.187,0.242,0.147,0.256,0.145,0,0.133,0,0.229
"P22","Son aliados tácticos pero lo ocultan",0.086,0.057,0.156,0.174,0.194,0.123,0.224,0.048,0.067
"P22","Son adversarios políticos",0.439,0.385,0.428,0.288,0.48,0.53,0.478,0.812,0.26
"P22","No sabe",0.288,0.316,0.269,0.282,0.181,0.347,0.165,0.14,0.444
"P23","Son lo mismo, ambos son de Massa",0.303,0.292,0.202,0.324,0.254,0.137,0.283,0.545,0.085
"P23","Son aliados en el Frente de Todos pero compiten",0.37,0.369,0.418,0.327,0.423,0.084,0.439,0.122,0.325
"P23","Son enemigos porque Zamora traicionó a Massa",0.106,0.121,0.184,0.155,0.16,0.283,0.186,0.301,0.152
"P23","No sabe",0.221,0.218,0.196,0.194,0.163,0.496,0.092,0.032,0.438
"P24","La seguridad",0.338,0.48,0.292,0.258,0.261,0.089,0.246,0.449,0.183
"P24","El tránsito",0.165,0.042,0.138,0.052,0.089,0,0.208,0.032,0.025
"P24","El arreglo de las calles",0.052,0.076,0.068,0.226,0.11,0.215,0.058,0.062,0.047
"P24","El estado de las escuelas y la educación",0.002,0.018,0.055,0.062,0.015,0.003,0,0,0.11
"P24","El sistema de salud",0.032,0.059,0.061,0.027,0.095,0.033,0.049,0.055,0.054
"P24","El deporte y la cultura",0.135,0.081,0.066,0.092,0.18,0.606,0.06,0,0.065
"P24","La obra pública",0.002,0.013,0.019,0.056,0.04,0.006,0,0,0.055
"P24","La luminaria",0.029,0.03,0.162,0.103,0.13,0,0.075,0.285,0.017
"P24","No sabe",0.245,0.201,0.139,0.124,0.08,0.048,0.304,0.117,0.444
"P26","Agua corriente y cloacas",0.434,0.432,0.397,0.406,0.426,0.662,0.469,0.655,0.233
"P26","Energía eléctrica",0.085,0.191,0.122,0.171,0.186,0.078,0.155,0.165,0.082
"P26","Red de gas natural",0.081,0.016,0.165,0.102,0.07,0.089,0.022,0.034,0.013
"P26","Recolección de residuos",0.164,0.111,0.204,0.172,0.058,0,0.08,0.054,0.102
"P26","Ninguno",0.236,0.25,0.112,0.149,0.26,0.171,0.274,0.092,0.57
"P27","Los robos",0.427,0.263,0.231,0.173,0.194,0.259,0.155,0.646,0.239
"P27","El narcotráfico",0.167,0.19,0.283,0.441,0.366,0.209,0.33,0.219,0.197
"P27","La ausencia de patrulleros y personal policial",0.296,0.156,0.139,0.131,0.167,0.099,0.092,0.015,0.098
"P27","Otro",0.018,0.197,0.237,0.106,0.123,0.201,0.251,0.06,0.171
"P27","Ninguno",0.092,0.194,0.11,0.149,0.15,0.232,0.172,0.06,0.295
"P28","Frente de Todos y el peronismo",0.276,0.228,0.327,0.396,0.382,0.383,0.215,0.258,0.478
"P28","Cambiemos",0.312,0.37,0.26,0.284,0.233,0.058,0.35,0.184,0.128
"P28","Liberales Libertarios",0.229,0.348,0.302,0.19,0.217,0.182,0.325,0,0.016
"P28","Izquierda",0.016,0.003,0.04,0.086,0.019,0.182,0,0.385,0.065
"P28","No sabe",0.167,0.051,0.071,0.044,0.149,0.195,0.11,0.173,0.313
"P30","A Alberto Fernández",0.183,0.004,0.282,0.269,0.15,0,0,1,0
"P30","A Sergio Massa",0.299,0.268,0.563,0.051,0.064,0,0,0,0.516
"P30","A algún candidato del peronismo",0.364,0.479,0.136,0.343,0.546,1,1,0,0.419
"P30","A algún candidato del kirchnerismo",0.154,0.249,0.019,0.337,0.24,0,0,0,0.065
"P31","A Alberto Fernández",0.328,0,0.108,0.308,0.073,0,0,1,0.262
"P31","A Sergio Massa",0.224,0.295,0.603,0.064,0.09,0.898,0,0,0.234
"P31","A algún candidato del peronismo",0.242,0.487,0.133,0.454,0.481,0.102,0,0,0.446
"P31","A Cristina Fernández de Kirchner",0.206,0.218,0.156,0.174,0.356,0,0,0,0.058
"P32","A Horacio Rodriguez Larreta",0.213,0.227,0.19,0.433,0.437,0,0.289,0,0.169
"P32","A Mauricio Macri",0.186,0.115,0.324,0.152,0.213,0,0.292,0.744,0.177
"P32","A Patricia Bullrich",0.332,0.5,0.26,0.327,0.109,0.087,0.31,0,0.123
"P32","A Facundo Manes",0.025,0.089,0.155,0.088,0.21,0.609,0.109,0.256,0.401
"P32","A Gerardo Morales",0.244,0.069,0.071,0,0.031,0.304,0,0,0.13
"P33","Seguro lo votaria",0.348,0.341,0.21,0.351,0.082,0,0.365,0.713,0.11
"P33","Quizás lo votaría",0.108,0.247,0.375,0.395,0.235,0.026,0.132,0.031,0.104
"P33","Nunca lo votaría",0.544,0.412,0.415,0.254,0.683,0.974,0.503,0.256,0.786
"P34","Muy buena",0.175,0,0.151,0.062,0.052,0.051,0.029,0.563,0.236
"P34","Buena",0.128,0.113,0.082,0.284,0.203,0.184,0.095,0.181,0.097
"P34","Ni buena ni mala",0.351,0.161,0.122,0.146,0.217,0.548,0.112,0.094,0.144
"P34","Mala",0.05,0.02,0.153,0.088,0.222,0.007,0.151,0.04,0.171
"P34","Muy mala",0.296,0.706,0.49,0.404,0.292,0.21,0.613,0.122,0.312
"P34","No sabe",0,0,0.002,0.016,0.014,0,0,0,0.04
"P35","Muy buena",0.17,0.152,0.246,0.128,0.191,0.029,0.173,0.501,0.074
"P35","Buena",0.104,0.319,0.148,0.171,0.25,0.022,0.146,0.061,0.058
"P35","Ni buena ni mala",0.224,0.184,0.189,0.192,0.062,0.198,0.138,0.027,0.208
"P35","Mala",0.203,0.047,0.175,0.192,0.106,0.19,0.164,0.149,0.257
"P35","Muy mala",0.299,0.284,0.237,0.308,0.382,0.493,0.379,0.262,0.359
"P35","No sabe",0,0.014,0.005,0.009,0.009,0.068,0,0,0.044
"P36","Muy buena",0.305,0.117,0.227,0.251,0.344,0.317,0.066,0.37,0.292
"P36","Buena",0.157,0.023,0.169,0.011,0.124,0,0.044,0.174,0.058
"P36","Ni buena ni mala",0.118,0.118,0.023,0.134,0.036,0.385,0.18,0,0.235
"P36","Mala",0.019,0.058,0.017,0.038,0.085,0.022,0.133,0,0.038
"P36","Muy mala",0.401,0.679,0.564,0.543,0.411,0.208,0.577,0.456,0.329
"P36","No sabe",0,0.005,0,0.023,0,0.068,0,0,0.048
"P37","Muy buena",0.164,0.102,0.129,0.03,0.081,0.256,0.101,0.337,0.019
"P37","Buena",0.11,0.144,0.318,0.175,0.161,0.233,0.257,0,0.131
"P37","Ni buena ni mala",0.322,0.326,0.185,0.327,0.217,0.081,0.236,0.033,0.304
"P37","Mala",0.165,0.099,0.084,0.156,0.142,0.177,0.068,0.174,0.093
"P37","Muy mala",0.239,0.329,0.282,0.279,0.378,0.036,0.247,0.456,0.263
"P37","No sabe",0,0,0.002,0.033,0.021,0.217,0.091,0,0.19
"P38","Muy buena",0.293,0.036,0.056,0.033,0.088,0.051,0.128,0.301,0.151
"P38","Buena",0.096,0.098,0.125,0.176,0.108,0.297,0.037,0.15,0.294
"P38","Ni buena ni mala",0.283,0.22,0.244,0.135,0.233,0.341,0.135,0.134,0.171
"P38","Mala",0.042,0.066,0.145,0.145,0.221,0.175,0.17,0.252,0.137
"P38","Muy mala",0.286,0.58,0.43,0.503,0.346,0.067,0.514,0.163,0.203
"P38","No sabe",0,0,0,0.008,0.004,0.069,0.016,0,0.044
"P39","Muy buena",0.274,0.31,0.292,0.225,0.175,0.043,0.254,0.338,0.153
"P39","Buena",0.127,0.298,0.121,0.139,0.172,0.086,0.179,0,0.066
"P39","Ni buena ni mala",0.217,0.113,0.277,0.205,0.201,0.213,0.061,0.061,0.107
"P39","Mala",0.049,0.025,0.071,0.037,0.082,0.209,0.204,0.339,0.268
"P39","Muy mala",0.254,0.254,0.232,0.375,0.37,0.38,0.302,0.262,0.329
"P39","No sabe",0.079,0,0.007,0.019,0,0.069,0,0,0.077
"P40","Muy buena",0.21,0.413,0.244,0.137,0.202,0,0.041,0.315,0.08
"P40","Buena",0.194,0.146,0.124,0.18,0.044,0.151,0.303,0.062,0.07
"P40","Ni buena ni mala",0.207,0.157,0.241,0.303,0.243,0.025,0.267,0.026,0.18
"P40","Mala",0.131,0.11,0.187,0.09,0.087,0.264,0.212,0.337,0.116
"P40","Muy mala",0.258,0.174,0.204,0.266,0.382,0.279,0.177,0.26,0.479
"P40","No sabe",0,0,0,0.024,0.042,0.281,0,0,0.075
