"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Fernandez","Macri","Lavagna"
"A Julio Zamora por el Frente de Todos",0.361,0.321,0.399,0.162,0.451,0.376,0.422,0.404,0.395,0.245,0.399,0.315,0.342,0.579,0.265,0.115
"A Segundo Cernadas por Cambiemos",0.257,0.241,0.272,0.262,0.202,0.31,0.332,0.229,0.223,0.354,0.212,0.262,0.299,0.077,0.435,0.508
"Al candidato de los liberales libertarios",0.163,0.224,0.106,0.286,0.131,0.142,0.076,0.169,0.146,0.185,0.149,0.221,0.156,0.137,0.16,0.194
"A Paula Akerfeld por el Frente de Izquierda",0.052,0.051,0.053,0.072,0.048,0.039,0.048,0.034,0.051,0.077,0.074,0.066,0.024,0.059,0.012,0
"No sabe",0.167,0.163,0.17,0.218,0.168,0.133,0.122,0.164,0.185,0.139,0.166,0.136,0.179,0.148,0.128,0.183
