"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Tiene Decidido que va a ir a votar",0.877,0.888,0.867,0.861,0.894,0.912,0.827,0.791,0.813,0.954,0.877,0.929,0.735,0.911,0.805,0.929,0.939,0.883
"Tiene dudas sobre si va a ir a  votar",0.084,0.073,0.094,0.105,0.075,0.057,0.109,0.135,0.138,0.027,0.095,0.056,0.138,0.072,0.142,0.046,0.049,0.081
"Tiene Decidido que no va a ir a votar",0.039,0.039,0.039,0.034,0.031,0.031,0.064,0.074,0.049,0.019,0.028,0.015,0.127,0.017,0.053,0.025,0.012,0.036
