"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.397,0.385,0.407,0.435,0.414,0.427,0.315,0.372,0.417,0.392,0.77,0.199,0.23,0.721,0.699,0.081,0.198,0.116
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.322,0.376,0.277,0.363,0.374,0.287,0.249,0.346,0.277,0.343,0.12,0.425,0.447,0.136,0.125,0.44,0.286,0.801
"En blanco",0.177,0.15,0.199,0.125,0.117,0.207,0.274,0.156,0.184,0.179,0.058,0.258,0.198,0.09,0.107,0.336,0.328,0.059
"No sabe",0.104,0.089,0.117,0.077,0.095,0.079,0.162,0.126,0.122,0.086,0.052,0.118,0.125,0.053,0.069,0.143,0.188,0.024
