"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Muy positivo",0.329,0.329,0.329,0.42,0.349,0.33,0.244,0.362,0.326,0.321,0.492,0.247,0.172,0.518,0.423,0.138,0.164,0.321
"Positivo",0.218,0.196,0.236,0.208,0.221,0.227,0.209,0.212,0.243,0.203,0.263,0.173,0.334,0.174,0.282,0.161,0.167,0.305
"Neutral",0.177,0.208,0.153,0.242,0.175,0.17,0.151,0.173,0.189,0.171,0.128,0.195,0.262,0.127,0.211,0.199,0.208,0.211
"Algo negativo",0.092,0.099,0.086,0.06,0.099,0.073,0.119,0.085,0.05,0.122,0.049,0.122,0.071,0.057,0.038,0.143,0.213,0.087
"Negativo",0.143,0.141,0.144,0.035,0.138,0.161,0.195,0.122,0.127,0.16,0.051,0.218,0.128,0.102,0.02,0.306,0.217,0.076
"No sabe",0.041,0.027,0.052,0.035,0.018,0.039,0.082,0.046,0.065,0.023,0.017,0.045,0.033,0.022,0.026,0.053,0.031,0
