"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Muy positivo",0.299,0.289,0.306,0.397,0.312,0.312,0.202,0.362,0.274,0.296,0.45,0.215,0.177,0.437,0.453,0.149,0.094,0.241
"Positivo",0.189,0.16,0.213,0.253,0.155,0.21,0.184,0.214,0.209,0.168,0.178,0.158,0.495,0.163,0.188,0.116,0.202,0.305
"Neutral",0.31,0.31,0.309,0.217,0.35,0.293,0.318,0.193,0.35,0.317,0.279,0.349,0.15,0.254,0.281,0.391,0.37,0.289
"Algo negativo",0.072,0.097,0.053,0.097,0.07,0.054,0.081,0.078,0.043,0.092,0.036,0.091,0.03,0.06,0.027,0.1,0.141,0.094
"Negativo",0.093,0.108,0.081,0,0.095,0.105,0.136,0.105,0.091,0.091,0.04,0.145,0.076,0.071,0.02,0.174,0.155,0.071
"No sabe",0.037,0.036,0.038,0.036,0.018,0.026,0.079,0.048,0.033,0.036,0.017,0.042,0.072,0.015,0.031,0.07,0.038,0
