"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Siempre",0.236,0.247,0.226,0.19,0.229,0.237,0.297,0.32,0.248,0.197,0.24,0.256,0.217,0.27,0.269,0.239,0.228,0.263
"Casi siempre",0.374,0.345,0.4,0.269,0.362,0.423,0.461,0.274,0.37,0.414,0.377,0.42,0.302,0.416,0.367,0.444,0.479,0.285
"Casi nunca",0.293,0.311,0.278,0.365,0.313,0.282,0.19,0.272,0.295,0.299,0.319,0.269,0.36,0.272,0.321,0.249,0.251,0.324
"Nunca, pero esta es una excepción",0.097,0.097,0.096,0.176,0.096,0.058,0.052,0.134,0.087,0.09,0.064,0.055,0.121,0.042,0.043,0.068,0.042,0.128
