"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Muy buena",0.069,0.068,0.07,0.089,0.093,0.044,0.047,0.114,0.084,0.045,0.079,0.055,0.04,0.098,0.132,0.025,0.027,0.059
"Buena",0.255,0.247,0.261,0.267,0.245,0.272,0.245,0.218,0.19,0.309,0.35,0.221,0.206,0.349,0.27,0.201,0.244,0.204
"Regular",0.434,0.434,0.433,0.376,0.403,0.466,0.482,0.301,0.475,0.45,0.414,0.437,0.576,0.399,0.447,0.475,0.486,0.342
"Mala",0.166,0.16,0.172,0.199,0.15,0.168,0.173,0.223,0.18,0.139,0.097,0.215,0.161,0.111,0.099,0.222,0.157,0.24
"Muy mala",0.076,0.091,0.064,0.069,0.109,0.05,0.053,0.144,0.071,0.057,0.06,0.072,0.017,0.043,0.052,0.077,0.086,0.155
