"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.342,0.321,0.36,0.333,0.395,0.351,0.253,0.314,0.349,0.347,0.743,0.134,0.153,0.687,0.65,0.035,0.147,0.087
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.341,0.323,0.356,0.227,0.247,0.389,0.52,0.272,0.332,0.37,0.078,0.555,0.273,0.158,0.117,0.837,0.512,0.108
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.205,0.238,0.177,0.3,0.242,0.17,0.119,0.229,0.191,0.207,0.106,0.238,0.286,0.122,0.126,0.106,0.158,0.751
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.026,0.034,0.019,0.055,0.017,0.021,0.028,0.05,0.026,0.018,0.015,0.017,0.13,0.006,0.026,0.008,0.097,0.004
"Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.027,0.027,0.027,0.014,0.031,0.03,0.026,0.026,0.029,0.026,0.021,0.014,0.008,0.011,0.033,0.004,0.021,0.021
"En blanco",0.031,0.038,0.024,0.057,0.029,0.019,0.026,0.084,0.024,0.016,0.018,0.019,0.108,0.007,0.035,0.004,0.017,0.016
"No sabe",0.028,0.019,0.037,0.014,0.039,0.02,0.028,0.025,0.049,0.016,0.019,0.023,0.042,0.009,0.013,0.006,0.048,0.013
