"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Muy positivo",0.152,0.139,0.163,0.209,0.156,0.162,0.103,0.157,0.169,0.139,0.241,0.1,0.081,0.304,0.235,0.019,0.053,0.079
"Positivo",0.185,0.17,0.198,0.347,0.151,0.151,0.181,0.211,0.215,0.157,0.321,0.116,0.255,0.191,0.368,0.066,0.186,0.155
"Neutral",0.332,0.32,0.342,0.129,0.379,0.384,0.32,0.268,0.302,0.372,0.313,0.358,0.269,0.28,0.267,0.434,0.322,0.304
"Algo negativo",0.106,0.128,0.087,0.065,0.113,0.094,0.129,0.097,0.125,0.095,0.049,0.154,0.03,0.099,0.025,0.147,0.131,0.144
"Negativo",0.152,0.164,0.142,0.13,0.141,0.149,0.186,0.157,0.128,0.167,0.043,0.2,0.156,0.09,0.034,0.252,0.239,0.223
"No sabe",0.073,0.079,0.068,0.12,0.06,0.06,0.081,0.11,0.061,0.07,0.033,0.072,0.209,0.036,0.071,0.082,0.069,0.095
