"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","GBA","Interior"
"Muy buena",0.071,0.073,0.069,0.116,0.067,0.08,0.026,0.034,0.072,0.108,0.115,0.044,0.014,0.128,0.113,0.013,0.061,0.022,0.078,0.058
"Buena",0.188,0.188,0.187,0.169,0.164,0.194,0.242,0.192,0.172,0.202,0.3,0.112,0.203,0.331,0.204,0.07,0.118,0.093,0.197,0.17
"Regular",0.316,0.323,0.31,0.282,0.333,0.313,0.319,0.357,0.285,0.313,0.343,0.305,0.219,0.33,0.394,0.256,0.395,0.304,0.287,0.368
"Mala",0.24,0.25,0.231,0.141,0.236,0.29,0.272,0.285,0.241,0.193,0.158,0.291,0.415,0.15,0.183,0.367,0.218,0.254,0.26,0.206
"Muy mala",0.185,0.166,0.203,0.292,0.2,0.123,0.141,0.132,0.23,0.184,0.084,0.248,0.149,0.061,0.106,0.294,0.208,0.327,0.178,0.198
