"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","GBA","Interior"
"Sergio Massa a presidente, Agustín Rossi a vicepresidente, Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por Unión por la Patria",0.101,0.117,0.086,0.228,0.093,0.053,0.079,0.131,0.093,0.08,0.391,0.048,0.06,0.368,0.289,0.021,0.13,0.128,0.094,0.112
"Javier Milei a presidente, Victoria Villarruel a vicepresidente, Carolina Piparo a gobernadora y Francisco Otero a vicegobernador por la Libertad Avanza",0.369,0.377,0.362,0.429,0.413,0.365,0.248,0.391,0.352,0.368,0.239,0.39,0.478,0.356,0.252,0.387,0.322,0.435,0.324,0.447
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.145,0.188,0.106,0.056,0.125,0.188,0.192,0.12,0.14,0.177,0.17,0.146,0.097,0.148,0.242,0.122,0.277,0.139,0.137,0.158
"Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda",0.016,0.015,0.018,0.007,0.024,0.017,0.012,0,0.036,0.009,0.011,0.014,0.009,0.003,0.013,0.016,0.022,0.035,0.015,0.019
"En blanco",0.224,0.206,0.24,0.204,0.211,0.226,0.259,0.181,0.248,0.236,0.116,0.261,0.08,0.08,0.179,0.289,0.138,0.075,0.282,0.123
"No sabe",0.145,0.097,0.188,0.076,0.134,0.151,0.21,0.177,0.131,0.13,0.073,0.141,0.276,0.045,0.025,0.165,0.111,0.188,0.148,0.141
