"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","GBA","Interior"
"Si",0.453,0.404,0.501,0.537,0.451,0.456,0.376,0.409,0.442,0.514,0.364,0.471,0.841,0.324,0.452,0.523,0.765,0.474,0.434,0.486
"No",0.547,0.596,0.499,0.463,0.549,0.544,0.624,0.591,0.558,0.486,0.636,0.529,0.159,0.676,0.548,0.477,0.235,0.526,0.566,0.514
