"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","GBA","Interior"
"Unión por la Patria",0.357,0.365,0.35,0.314,0.379,0.377,0.324,0.353,0.341,0.385,0.685,0.144,0.205,0.778,0.638,0.01,0.097,0.039,0.375,0.326
"Juntos por el Cambio ",0.257,0.218,0.294,0.185,0.184,0.329,0.375,0.24,0.247,0.288,0.095,0.446,0.232,0.097,0.17,0.709,0.484,0.056,0.267,0.238
"Liberales",0.182,0.248,0.118,0.245,0.208,0.126,0.148,0.156,0.2,0.184,0.079,0.252,0.218,0.049,0.076,0.223,0.068,0.592,0.168,0.207
"Izquierda",0.038,0.044,0.032,0.036,0.042,0.038,0.032,0.056,0.027,0.034,0.023,0.028,0.066,0.02,0.029,0.002,0.206,0.015,0.036,0.042
"Hacemos por Nuestro país",0.07,0.068,0.073,0.133,0.072,0.051,0.036,0.087,0.075,0.047,0.044,0.078,0.12,0.012,0.037,0.011,0.058,0.232,0.059,0.091
"No sabe",0.096,0.057,0.133,0.087,0.115,0.079,0.085,0.108,0.11,0.062,0.074,0.052,0.159,0.044,0.05,0.045,0.087,0.066,0.095,0.096
