"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","GBA","Interior"
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.368,0.336,0.399,0.331,0.305,0.407,0.474,0.381,0.34,0.391,0.179,0.556,0.469,0.234,0.199,0.816,0.607,0.119,0.362,0.377
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.225,0.279,0.172,0.357,0.242,0.168,0.149,0.208,0.249,0.211,0.123,0.275,0.305,0.104,0.12,0.127,0.146,0.759,0.208,0.254
"En blanco",0.254,0.245,0.263,0.243,0.283,0.249,0.213,0.207,0.267,0.285,0.454,0.106,0.108,0.427,0.501,0.023,0.117,0.08,0.258,0.248
"No sabe",0.153,0.14,0.166,0.069,0.17,0.176,0.164,0.204,0.144,0.113,0.244,0.063,0.118,0.235,0.18,0.034,0.13,0.042,0.172,0.121
