"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","GBA","Interior"
"Muy positiva",0.262,0.292,0.233,0.357,0.27,0.243,0.205,0.314,0.24,0.238,0.39,0.184,0.08,0.437,0.278,0.119,0.133,0.183,0.264,0.258
"Positiva",0.211,0.214,0.209,0.211,0.203,0.231,0.202,0.236,0.19,0.214,0.26,0.151,0.419,0.256,0.337,0.103,0.238,0.151,0.218,0.2
"Neutral",0.257,0.219,0.295,0.284,0.27,0.24,0.236,0.222,0.285,0.257,0.193,0.309,0.214,0.161,0.23,0.334,0.335,0.306,0.254,0.263
"Algo negativa",0.093,0.108,0.079,0.061,0.108,0.082,0.104,0.074,0.101,0.103,0.043,0.14,0.05,0.067,0.062,0.127,0.111,0.116,0.075,0.126
"Negativa",0.097,0.108,0.085,0.068,0.08,0.108,0.132,0.074,0.09,0.127,0.043,0.145,0.123,0.025,0.03,0.216,0.105,0.142,0.099,0.092
"No sabe",0.08,0.059,0.099,0.019,0.069,0.096,0.121,0.08,0.094,0.061,0.071,0.071,0.114,0.054,0.063,0.101,0.078,0.102,0.09,0.061
