"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","GBA","Interior"
"No, ninguna dificultad",0.303,0.34,0.268,0.37,0.27,0.289,0.329,0.272,0.258,0.393,0.378,0.247,0.378,0.4,0.32,0.215,0.363,0.213,0.295,0.318
"Alguna dificultad ocasional",0.319,0.307,0.329,0.286,0.341,0.325,0.295,0.308,0.318,0.33,0.299,0.334,0.254,0.28,0.334,0.353,0.34,0.312,0.321,0.314
"Sí, dificultades frecuentes",0.378,0.353,0.403,0.344,0.389,0.386,0.376,0.42,0.424,0.277,0.323,0.419,0.368,0.32,0.346,0.432,0.297,0.475,0.384,0.368
