"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","GBA","Interior"
"Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.435,0.433,0.437,0.425,0.431,0.465,0.411,0.465,0.399,0.452,0.764,0.192,0.342,0.809,0.708,0.091,0.21,0.064,0.461,0.389
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.316,0.354,0.278,0.446,0.33,0.265,0.238,0.269,0.336,0.335,0.12,0.466,0.417,0.099,0.116,0.442,0.359,0.815,0.29,0.36
"En blanco",0.138,0.133,0.143,0.079,0.129,0.16,0.18,0.132,0.148,0.132,0.059,0.207,0.101,0.037,0.125,0.295,0.26,0.061,0.14,0.135
"No sabe",0.111,0.08,0.142,0.05,0.11,0.11,0.171,0.134,0.117,0.081,0.057,0.135,0.14,0.055,0.051,0.172,0.171,0.06,0.109,0.116
