"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","GBA","Interior"
"Muy bajas",0.046,0.063,0.03,0.089,0.046,0.031,0.031,0.056,0.04,0.045,0.025,0.056,0.044,0.029,0.021,0.059,0.021,0.118,0.034,0.068
"Bajas",0.092,0.114,0.07,0.093,0.091,0.069,0.123,0.085,0.079,0.115,0.089,0.092,0.132,0.078,0.075,0.085,0.165,0.124,0.098,0.081
"Adecuadas",0.277,0.288,0.266,0.207,0.258,0.329,0.302,0.268,0.259,0.307,0.326,0.245,0.368,0.357,0.29,0.258,0.206,0.21,0.296,0.242
"Altas",0.326,0.29,0.362,0.307,0.329,0.332,0.332,0.32,0.317,0.345,0.359,0.305,0.357,0.352,0.378,0.32,0.285,0.227,0.324,0.332
"Muy altas",0.259,0.245,0.272,0.304,0.276,0.239,0.212,0.271,0.305,0.188,0.201,0.302,0.099,0.184,0.236,0.278,0.323,0.321,0.248,0.277
