"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","GBA","Interior"
"Patricia Bullrich a presidente, Luis Petri a vicepresidente, Néstor Grindetti a gobernador y Miguel Fernández a vicegobernador por Juntos por el Cambio",0.1,0.113,0.087,0.13,0.113,0.09,0.057,0.129,0.097,0.074,0.077,0.179,0.154,0.079,0.065,0.483,0.279,0.251,0.085,0.127
"Javier Milei a presidente, Victoria Villarruel a vicepresidente, Carolina Piparo a gobernadora y Francisco Otero a vicegobernador por la Libertad Avanza",0.076,0.099,0.053,0.078,0.089,0.058,0.071,0.118,0.079,0.028,0.055,0.152,0.064,0.071,0.057,0.103,0.221,0.131,0.059,0.108
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.248,0.258,0.239,0.212,0.29,0.256,0.179,0.232,0.26,0.248,0.266,0.216,0.181,0.265,0.218,0.158,0.144,0.382,0.267,0.213
"Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda",0.224,0.223,0.225,0.24,0.226,0.211,0.221,0.162,0.191,0.337,0.22,0.189,0.076,0.208,0.315,0.053,0.028,0.033,0.221,0.23
"En blanco",0.214,0.197,0.231,0.238,0.163,0.238,0.273,0.219,0.213,0.212,0.225,0.171,0.475,0.237,0.238,0.083,0.303,0.13,0.221,0.202
"No sabe",0.138,0.11,0.165,0.102,0.119,0.147,0.199,0.14,0.16,0.101,0.157,0.093,0.05,0.14,0.107,0.12,0.025,0.073,0.147,0.12
