"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","GBA","Interior"
"Si",0.568,0.568,0.568,0.574,0.539,0.589,0.589,0.637,0.551,0.517,0.617,0.549,0.422,0.607,0.56,0.522,0.615,0.527,0.581,0.546
"No",0.432,0.432,0.432,0.426,0.461,0.411,0.411,0.363,0.449,0.483,0.383,0.451,0.578,0.393,0.44,0.478,0.385,0.473,0.419,0.454
