"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","GBA","Interior"
"Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.337,0.334,0.34,0.355,0.321,0.388,0.28,0.358,0.344,0.306,0.519,0.262,0.34,0.987,0.176,0.176,0.075,0.023,0.362,0.294
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.193,0.155,0.227,0.206,0.165,0.185,0.245,0.207,0.17,0.208,0.098,0.26,0.205,0.008,0.019,0.315,0.821,0.046,0.184,0.206
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.341,0.388,0.298,0.346,0.37,0.305,0.326,0.311,0.356,0.35,0.236,0.408,0.374,0,0.232,0.492,0,0.929,0.308,0.399
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.081,0.081,0.081,0.09,0.088,0.07,0.073,0.041,0.084,0.118,0.119,0.022,0.063,0,0.465,0,0,0,0.092,0.062
"Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.016,0.01,0.022,0.003,0.02,0.007,0.036,0.022,0.019,0.007,0.009,0.005,0.018,0,0,0,0,0,0.02,0.01
"En blanco",0.013,0.009,0.016,0,0.025,0.01,0.004,0.009,0.021,0.006,0.008,0.02,0,0.005,0.023,0.005,0.067,0,0.015,0.009
"No sabe",0.019,0.023,0.016,0,0.011,0.035,0.036,0.052,0.006,0.005,0.011,0.023,0,0,0.085,0.012,0.037,0.002,0.019,0.02
