"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Moreira","Grosso","López Medrano","D Alessandro","Sardella","Zona 1","Zona 2","Zona 3"
"Axel Kicillof a gobernador por Unión por la Patria.",0.306,0.325,0.291,0.401,0.314,0.31,0.196,0.228,0.324,0.359,0.531,0.618,0.036,0.098,0.117,0.273,0.288,0.368
"Néstor Grindetti a gobernador por Juntos por el Cambio",0.295,0.269,0.318,0.199,0.237,0.319,0.466,0.297,0.306,0.276,0.194,0.159,0.779,0.591,0.103,0.314,0.351,0.207
"Carolina Piparo a gobernadora por la Libertad Avanza",0.251,0.274,0.231,0.278,0.299,0.194,0.207,0.293,0.271,0.173,0.166,0.176,0.15,0.249,0.76,0.246,0.235,0.275
"El candidato a gobernador de la Izquierda",0.046,0.055,0.038,0.099,0.049,0.025,0.013,0.048,0.028,0.074,0.024,0.015,0,0,0,0.04,0.017,0.087
"En blanco",0.024,0.025,0.023,0,0.03,0.028,0.03,0.033,0.015,0.028,0.04,0.019,0.005,0.004,0,0.019,0.008,0.048
"No sabe",0.078,0.052,0.099,0.023,0.071,0.124,0.088,0.101,0.056,0.09,0.045,0.013,0.03,0.058,0.02,0.108,0.101,0.015
