"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Moreira","Grosso","López Medrano","D Alessandro","Sardella","Zona 1","Zona 2","Zona 3"
"Tiene Decidido que va a ir a votar.",0.91,0.886,0.932,0.825,0.956,0.942,0.874,0.85,0.929,0.948,0.944,0.927,0.894,0.925,0.898,0.942,0.907,0.878
"Tiene dudas sobre si va a ir a  votar",0.063,0.079,0.049,0.133,0.026,0.048,0.078,0.088,0.061,0.037,0.038,0.07,0.098,0.048,0.057,0.043,0.056,0.092
"Tiene Decidido que no va a ir a votar",0.027,0.035,0.019,0.042,0.018,0.01,0.048,0.062,0.01,0.015,0.018,0.003,0.008,0.027,0.045,0.015,0.037,0.03
