"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Moreira","Grosso","López Medrano","D Alessandro","Sardella","Zona 1","Zona 2","Zona 3"
"Unión por la Patria",0.393,0.378,0.406,0.343,0.415,0.419,0.368,0.375,0.386,0.425,0.711,0.635,0.1,0.014,0.066,0.39,0.385,0.404
"Juntos por el Cambio",0.266,0.216,0.31,0.135,0.186,0.361,0.424,0.272,0.275,0.246,0.147,0.103,0.76,0.63,0.048,0.262,0.291,0.244
"De los Liberales libertarios",0.171,0.226,0.122,0.311,0.198,0.094,0.08,0.118,0.188,0.202,0.082,0.153,0.105,0.2,0.569,0.176,0.137,0.203
"De la Izquierda",0.051,0.048,0.054,0.063,0.068,0.035,0.027,0.05,0.048,0.057,0.013,0.06,0.016,0.09,0.038,0.045,0.054,0.055
"Hacemos por nuestro país",0.028,0.047,0.012,0.063,0.032,0.008,0.014,0.064,0.008,0.023,0.001,0.003,0,0.019,0.175,0.034,0.041,0.008
"En blanco",0.017,0.012,0.021,0,0.029,0.01,0.019,0.012,0.023,0.012,0.012,0.003,0.009,0.001,0,0.026,0.005,0.019
"No sabe",0.074,0.073,0.075,0.085,0.072,0.073,0.068,0.109,0.072,0.035,0.034,0.043,0.01,0.046,0.104,0.067,0.087,0.067
