"var","categoria","Si","No"
"P05","Mucho",0.573,0.338
"P05","Bastante",0.3,0.263
"P05","Poco",0.107,0.25
"P05","Nada",0.012,0.13
"P05","No sabe",0.008,0.019
"P06","Siempre",0.192,0.113
"P06","Casi siempre",0.343,0.291
"P06","Casi nunca",0.302,0.382
"P06","Nunca, pero esta es una excepción",0.163,0.214
"P10","Unión por la Patria",0.398,0.441
"P10","Juntos por el Cambio",0.288,0.237
"P10","De los Liberales libertarios",0.183,0.16
"P10","De la Izquierda",0.04,0.044
"P10","Hacemos por nuestro país",0.028,0.045
"P10","En blanco",0.012,0.008
"P10","No sabe",0.051,0.065
"P13","Sergio Massa a presidente, Axel Kicillof a gobernador y Fernando Moreira a intendente por Unión por la Patria.",0.37,0.428
"P13","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.27,0.175
"P13","Javier Milei a presidente, Carolina Piparo a gobernadora y Hernán Sardella a intendente por la Libertad Avanza",0.273,0.304
"P13","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.038,0.01
"P13","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.013,0.029
"P13","En blanco",0.007,0.011
"P13","No sabe",0.029,0.043
"P16","Si",0.343,0.291
"P16","No",0.657,0.709
"P17","Sergio Massa a presidente por Unión por la Patria.",0.302,0.419
"P17","Patricia Bullrich a presidenta por Juntos por el Cambio",0.344,0.268
"P17","Javier Milei a presidente por la Libertad Avanza",0.298,0.144
"P17","Los candidatos a presidente de la Izquierda",0.027,0.028
"P17","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.017,0.088
"P17","En blanco",0.001,0.019
"P17","No sabe",0.011,0.034
"P20","Axel Kicillof a gobernador por Unión por la Patria.",0.265,0.47
"P20","Néstor Grindetti a gobernador por Juntos por el Cambio",0.354,0.21
"P20","Carolina Piparo a gobernadora por la Libertad Avanza",0.269,0.133
"P20","El candidato a gobernador de la Izquierda",0.059,0.028
"P20","En blanco",0.008,0.08
"P20","No sabe",0.045,0.079
"P23","Fernando Moreira a intendente por Unión por la Patria.",0.292,0.368
"P23","Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.442,0.286
"P23","Hernán Sardella a intendente por la Libertad Avanza",0.092,0.158
"P23","El candidato del Frente de Izquierda",0.072,0.105
"P23","En blanco",0.02,0.021
"P23","No sabe",0.082,0.062
"P26","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.378,0.398
"P26","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.225,0.196
"P26","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.265,0.217
"P26","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.06,0.102
"P26","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.028,0.012
"P26","No sabe",0.044,0.075
"P27","Totalmente seguro.",0.758,0.643
"P27","Bastante seguro",0.131,0.187
"P27","Algo seguro",0.087,0.089
"P27","Para nada seguro",0.024,0.081
"P28","Tiene Decidido que va a ir a votar.",0.916,0.89
"P28","Tiene dudas sobre si va a ir a  votar",0.053,0.098
"P28","Tiene Decidido que no va a ir a votar",0.031,0.012
"P29","No estaba enterado del tema",0.164,0.2
"P29","Un tema de la vida privada de él",0.076,0.24
"P29","Un hecho vergonzoso de exclusiva responsabilidad de él",0.362,0.223
"P29","Un hecho vergonzoso del cual también es responsable el gobernador Kicillof",0.176,0.169
"P29","Un hecho vergonzoso que muestran como son los dirigentes que apoyan a Sergio Massa",0.201,0.165
"P29","No sabe",0.021,0.003
"P31","Sergio Massa",0.471,0.381
"P31","Patria Bullrich",0.216,0.305
"P31","Javier Milei",0.17,0.167
"P31","Myriam Bregman",0.076,0.084
"P31","Juan Schiaretti",0.067,0.063
"P32","Ha aumentado significativamente",0.098,0.201
"P32","Ha aumentado ligeramente",0.184,0.199
"P32","Se mantiene igual",0.276,0.235
"P32","Ha disminuido ligeramente",0.192,0.139
"P32","Ha disminuido significativamente",0.25,0.226
"P33","No, ninguna dificultad",0.317,0.337
"P33","Alguna dificultad ocasional",0.304,0.319
"P33","Sí, dificultades frecuentes",0.379,0.344
"P34","Sí, absolutamente",0.474,0.56
"P34","Sí, en cierta medida",0.329,0.273
"P34","No, en absoluto",0.197,0.167
"P35","Reducir la inflación",0.431,0.375
"P35","Implementar reformas fiscales",0.117,0.106
"P35","Establecer políticas de control de precios",0.147,0.205
"P35","Reducir el gasto público",0.259,0.265
"P35","Estimular la inversión extranjera",0.032,0.034
"P35","Aumentar los subsidios a los servicios públicos",0.014,0.015
"P36","Muy positiva",0.276,0.171
"P36","Positiva",0.188,0.169
"P36","Neutral",0.247,0.261
"P36","Algo negativa",0.087,0.15
"P36","Negativa",0.076,0.116
"P36","No sabe",0.126,0.133
"P37","Muy positiva",0.405,0.389
"P37","Positiva",0.178,0.263
"P37","Neutral",0.195,0.201
"P37","Algo negativa",0.1,0.058
"P37","Negativa",0.08,0.043
"P37","No sabe",0.042,0.046
"P38","Muy positiva",0.261,0.233
"P38","Positiva",0.182,0.253
"P38","Neutral",0.263,0.295
"P38","Algo negativa",0.073,0.079
"P38","Negativa",0.138,0.104
"P38","No sabe",0.083,0.036
"P39","Muy positiva",0.442,0.425
"P39","Positiva",0.208,0.186
"P39","Neutral",0.172,0.219
"P39","Algo negativa",0.089,0.065
"P39","Negativa",0.062,0.095
"P39","No sabe",0.027,0.01
"P40","Muy positiva",0.37,0.349
"P40","Positiva",0.219,0.165
"P40","Neutral",0.186,0.34
"P40","Algo negativa",0.102,0.023
"P40","Negativa",0.047,0.101
"P40","No sabe",0.076,0.022
"P41","Lo votaría",0.408,0.47
"P41","Puede que lo vote",0.071,0.085
"P41","Nunca lo votaría",0.486,0.441
"P41","No sabe",0.035,0.004
"P42","Lo votaría",0.329,0.164
"P42","Puede que lo vote",0.114,0.182
"P42","Nunca lo votaría",0.517,0.64
"P42","No sabe",0.04,0.014
"P43","Lo votaría",0.238,0.209
"P43","Puede que lo vote",0.118,0.137
"P43","Nunca lo votaría",0.617,0.634
