"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P05","Mucho",0.714,0.501,0.401,0.468
"P05","Bastante",0.181,0.358,0.252,0.225
"P05","Poco",0.046,0.108,0.28,0.133
"P05","Nada",0.047,0.027,0.056,0.134
"P05","No sabe",0.012,0.006,0.011,0.04
"P10","Unión por la Patria",0.418,0.429,0.369,0.315
"P10","Juntos por el Cambio",0.29,0.305,0.238,0.246
"P10","De los Liberales libertarios",0.166,0.129,0.233,0.173
"P10","De la Izquierda",0.039,0.049,0.053,0.053
"P10","Hacemos por nuestro país",0.029,0.017,0.034,0.034
"P10","En blanco",0.013,0.011,0.029,0.001
"P10","No sabe",0.045,0.06,0.044,0.178
"P13","Sergio Massa a presidente, Axel Kicillof a gobernador y Fernando Moreira a intendente por Unión por la Patria.",0.335,0.359,0.364,0.344
"P13","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.265,0.291,0.236,0.211
"P13","Javier Milei a presidente, Carolina Piparo a gobernadora y Hernán Sardella a intendente por la Libertad Avanza",0.347,0.26,0.255,0.239
"P13","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.018,0.024,0.057,0.057
"P13","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.008,0.011,0.023,0.032
"P13","En blanco",0.013,0.006,0.024,0.007
"P13","No sabe",0.014,0.049,0.041,0.11
"P16","Si",0.339,0.354,0.459,0.338
"P16","No",0.661,0.646,0.541,0.662
"P17","Sergio Massa a presidente por Unión por la Patria.",0.13,0.341,0.403,0.252
"P17","Patricia Bullrich a presidenta por Juntos por el Cambio",0.471,0.38,0.243,0.276
"P17","Javier Milei a presidente por la Libertad Avanza",0.35,0.197,0.246,0.238
"P17","Los candidatos a presidente de la Izquierda",0,0.014,0.044,0.076
"P17","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0,0.012,0.037,0.079
"P17","En blanco",0.027,0.004,0.009,0
"P17","No sabe",0.022,0.052,0.018,0.079
"P20","Axel Kicillof a gobernador por Unión por la Patria.",0.109,0.384,0.333,0.184
"P20","Néstor Grindetti a gobernador por Juntos por el Cambio",0.465,0.282,0.305,0.269
"P20","Carolina Piparo a gobernadora por la Libertad Avanza",0.322,0.18,0.208,0.356
"P20","El candidato a gobernador de la Izquierda",0.019,0.021,0.033,0.14
"P20","En blanco",0.026,0.059,0.004,0.036
"P20","No sabe",0.059,0.074,0.117,0.015
"P23","Fernando Moreira a intendente por Unión por la Patria.",0.194,0.377,0.277,0.275
"P23","Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.703,0.314,0.379,0.467
"P23","Hernán Sardella a intendente por la Libertad Avanza",0.054,0.136,0.106,0.129
"P23","El candidato del Frente de Izquierda",0.007,0.039,0.112,0.024
"P23","En blanco",0,0.023,0.022,0.005
"P23","No sabe",0.042,0.111,0.104,0.1
"P26","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.417,0.354,0.386,0.392
"P26","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.168,0.235,0.243,0.286
"P26","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.296,0.262,0.222,0.171
"P26","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.063,0.075,0.066,0.059
"P26","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.027,0.036,0.009,0.017
"P26","No sabe",0.029,0.038,0.074,0.075
"P27","Totalmente seguro.",0.853,0.761,0.659,0.681
"P27","Bastante seguro",0.064,0.12,0.176,0.122
"P27","Algo seguro",0.058,0.095,0.121,0.105
"P27","Para nada seguro",0.025,0.024,0.044,0.092
"P28","Tiene Decidido que va a ir a votar.",0.966,0.918,0.908,0.831
"P28","Tiene dudas sobre si va a ir a  votar",0.028,0.05,0.06,0.141
"P28","Tiene Decidido que no va a ir a votar",0.006,0.032,0.032,0.028
"P29","No estaba enterado del tema",0.14,0.15,0.198,0.18
"P29","Un tema de la vida privada de él",0.066,0.112,0.133,0.16
"P29","Un hecho vergonzoso de exclusiva responsabilidad de él",0.376,0.332,0.31,0.262
"P29","Un hecho vergonzoso del cual también es responsable el gobernador Kicillof",0.109,0.222,0.164,0.171
"P29","Un hecho vergonzoso que muestran como son los dirigentes que apoyan a Sergio Massa",0.284,0.165,0.182,0.211
"P29","No sabe",0.025,0.019,0.013,0.016
"P30","Si",0.846,0.792,0.72,0.712
"P30","No",0.154,0.208,0.28,0.288
"P31","Sergio Massa",0.479,0.491,0.424,0.412
"P31","Patria Bullrich",0.24,0.259,0.224,0.224
"P31","Javier Milei",0.211,0.124,0.197,0.172
"P31","Myriam Bregman",0.046,0.089,0.069,0.101
"P31","Juan Schiaretti",0.024,0.037,0.086,0.091
"P32","Ha aumentado significativamente",0.141,0.107,0.137,0.123
"P32","Ha aumentado ligeramente",0.152,0.219,0.212,0.139
"P32","Se mantiene igual",0.315,0.273,0.197,0.28
"P32","Ha disminuido ligeramente",0.15,0.183,0.236,0.139
"P32","Ha disminuido significativamente",0.242,0.218,0.218,0.319
"P33","No, ninguna dificultad",0.343,0.307,0.392,0.284
"P33","Alguna dificultad ocasional",0.238,0.364,0.282,0.287
"P33","Sí, dificultades frecuentes",0.419,0.329,0.326,0.429
"P34","Sí, absolutamente",0.519,0.49,0.485,0.494
"P34","Sí, en cierta medida",0.256,0.334,0.309,0.31
"P34","No, en absoluto",0.225,0.176,0.206,0.196
"P35","Reducir la inflación",0.428,0.423,0.442,0.381
"P35","Implementar reformas fiscales",0.075,0.158,0.084,0.09
"P35","Establecer políticas de control de precios",0.169,0.199,0.186,0.098
"P35","Reducir el gasto público",0.284,0.195,0.224,0.357
"P35","Estimular la inversión extranjera",0.032,0.023,0.048,0.037
"P35","Aumentar los subsidios a los servicios públicos",0.012,0.002,0.016,0.037
"P36","Muy positiva",0.325,0.277,0.27,0.177
"P36","Positiva",0.19,0.152,0.185,0.174
"P36","Neutral",0.295,0.272,0.246,0.221
"P36","Algo negativa",0.037,0.077,0.121,0.13
"P36","Negativa",0.082,0.063,0.114,0.092
"P36","No sabe",0.071,0.159,0.064,0.206
"P37","Muy positiva",0.461,0.401,0.345,0.367
"P37","Positiva",0.174,0.201,0.211,0.15
"P37","Neutral",0.208,0.24,0.217,0.227
"P37","Algo negativa",0.059,0.052,0.134,0.085
"P37","Negativa",0.089,0.054,0.083,0.072
"P37","No sabe",0.009,0.052,0.01,0.099
"P38","Muy positiva",0.276,0.304,0.234,0.192
"P38","Positiva",0.226,0.183,0.197,0.168
"P38","Neutral",0.199,0.236,0.282,0.317
"P38","Algo negativa",0.066,0.088,0.072,0.12
"P38","Negativa",0.167,0.131,0.18,0.074
"P38","No sabe",0.066,0.058,0.035,0.129
"P39","Muy positiva",0.533,0.439,0.409,0.314
"P39","Positiva",0.218,0.171,0.204,0.239
"P39","Neutral",0.131,0.185,0.195,0.246
"P39","Algo negativa",0.039,0.102,0.082,0.087
"P39","Negativa",0.073,0.083,0.097,0.049
"P39","No sabe",0.006,0.02,0.013,0.065
"P40","Muy positiva",0.437,0.424,0.336,0.279
"P40","Positiva",0.238,0.211,0.246,0.17
"P40","Neutral",0.187,0.174,0.202,0.313
"P40","Algo negativa",0.053,0.059,0.123,0.051
"P40","Negativa",0.052,0.065,0.07,0.074
"P40","No sabe",0.033,0.067,0.023,0.113
"P41","Lo votaría",0.382,0.485,0.367,0.435
"P41","Puede que lo vote",0.063,0.057,0.098,0.062
"P41","Nunca lo votaría",0.55,0.416,0.517,0.475
"P41","No sabe",0.005,0.042,0.018,0.028
"P42","Lo votaría",0.362,0.278,0.314,0.314
"P42","Puede que lo vote",0.1,0.163,0.106,0.153
"P42","Nunca lo votaría",0.527,0.496,0.571,0.507
"P42","No sabe",0.011,0.063,0.009,0.026
"P43","Lo votaría",0.25,0.18,0.272,0.203
"P43","Puede que lo vote",0.108,0.142,0.1,0.161
"P43","Nunca lo votaría",0.614,0.653,0.604,0.63
"P43","No sabe",0.028,0.025,0.024,0.006
"P44","Si",0.576,0.454,0.331,0.251
"P44","No",0.424,0.546,0.669,0.749
"PRESIDENTE","Sergio Massa a presidente por Unión por la Patria.",0.294,0.396,0.425,0.348
"PRESIDENTE","Patricia Bullrich a presidenta por Juntos por el Cambio",0.325,0.295,0.21,0.188
