"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Moreira","Grosso","López Medrano","D Alessandro","Sardella","Zona 1","Zona 2","Zona 3"
"Sergio Massa a presidente, Axel Kicillof a gobernador y Fernando Moreira a intendente por Unión por la Patria.",0.36,0.345,0.372,0.259,0.332,0.437,0.408,0.382,0.332,0.38,0.566,0.472,0.331,0.2,0.035,0.386,0.361,0.327
"Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.249,0.216,0.277,0.25,0.203,0.266,0.312,0.218,0.27,0.248,0.126,0.157,0.497,0.526,0.252,0.247,0.294,0.2
"Javier Milei a presidente, Carolina Piparo a gobernadora y Hernán Sardella a intendente por la Libertad Avanza",0.273,0.326,0.227,0.291,0.348,0.213,0.191,0.284,0.276,0.255,0.251,0.284,0.122,0.243,0.635,0.248,0.235,0.346
"A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.036,0.034,0.038,0.095,0.033,0.018,0.011,0.021,0.041,0.047,0.019,0.036,0.004,0.011,0.011,0.038,0.028,0.044
"Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.015,0.015,0.016,0.027,0.018,0.004,0.014,0.022,0.01,0.016,0.006,0.003,0,0.005,0.013,0.022,0.018,0.005
"En blanco",0.013,0.012,0.013,0.004,0.015,0.009,0.02,0.012,0.013,0.013,0.005,0,0.019,0,0,0.018,0.009,0.009
"No sabe",0.054,0.052,0.057,0.074,0.051,0.053,0.044,0.061,0.058,0.041,0.027,0.048,0.027,0.015,0.054,0.041,0.055,0.069
