"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Moreira","Grosso","López Medrano","D Alessandro","Sardella","Zona 1","Zona 2","Zona 3"
"No estaba enterado del tema",0.173,0.185,0.161,0.127,0.195,0.179,0.169,0.294,0.144,0.082,0.203,0.107,0.095,0.083,0.206,0.195,0.204,0.112
"Un tema de la vida privada de él",0.113,0.124,0.104,0.172,0.138,0.081,0.048,0.116,0.128,0.084,0.134,0.176,0.083,0.027,0.016,0.098,0.08,0.169
"Un hecho vergonzoso de exclusiva responsabilidad de él",0.336,0.336,0.337,0.274,0.341,0.338,0.387,0.272,0.322,0.435,0.504,0.419,0.207,0.168,0.129,0.295,0.329,0.393
"Un hecho vergonzoso del cual también es responsable el gobernador Kicillof",0.172,0.162,0.181,0.164,0.153,0.177,0.21,0.162,0.169,0.189,0.075,0.189,0.348,0.349,0.184,0.196,0.162,0.154
"Un hecho vergonzoso que muestran como son los dirigentes que apoyan a Sergio Massa",0.189,0.174,0.202,0.234,0.166,0.212,0.16,0.123,0.228,0.199,0.056,0.109,0.26,0.372,0.465,0.185,0.217,0.163
"No sabe",0.017,0.019,0.015,0.029,0.007,0.013,0.026,0.033,0.009,0.011,0.028,0,0.007,0.001,0,0.031,0.008,0.009
