"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"A Alberto Fernández",0.156,0.146,0.165,0.214,0.174,0.116,0.118,0.277,0.122,0.066,0.178,0.11,0.154,0.084,0.041
"A Sergio Massa",0.147,0.165,0.13,0.143,0.127,0.168,0.165,0.17,0.146,0.12,0.145,0.15,0.145,0.161,0.205
"A algún candidato del peronismo",0.098,0.106,0.09,0.102,0.114,0.083,0.079,0.09,0.087,0.125,0.087,0.121,0.079,0.249,0.476
"A Cristina Fernández de Kirchner",0.599,0.583,0.615,0.541,0.585,0.633,0.638,0.463,0.645,0.689,0.59,0.619,0.622,0.506,0.278
