"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P04","Tengo trabajo estable",0.378,0.416,0.447,0.283
"P04","Realizo changas o trabajos de vez en cuando",0.181,0.204,0.214,0.32
"P04","No tengo trabajo",0.159,0.177,0.175,0.208
"P04","Soy jubilado o pensionado",0.282,0.203,0.164,0.189
"P05","1",0.421,0.363,0.231,0.189
"P05","2",0.061,0.051,0.057,0.079
"P05","3",0.11,0.067,0.041,0.033
"P05","4",0.073,0.11,0.047,0.084
"P05","5",0.18,0.218,0.198,0.274
"P05","6",0.034,0.038,0.053,0.057
"P05","7",0.028,0.027,0.089,0.051
"P05","8",0.021,0.029,0.059,0.05
"P05","9",0.072,0.097,0.225,0.183
"P06","1",0.166,0.124,0.377,0.239
"P06","2",0.04,0.037,0.063,0.021
"P06","3",0.012,0.032,0.043,0.022
"P06","4",0.026,0.038,0.056,0.042
"P06","5",0.144,0.227,0.216,0.362
"P06","6",0.046,0.068,0.032,0.068
"P06","7",0.088,0.085,0.022,0.029
"P06","8",0.096,0.076,0.028,0.049
"P06","9",0.382,0.313,0.163,0.168
"P07","1",0.217,0.235,0.527,0.34
"P07","2",0.037,0.034,0.032,0.026
"P07","3",0.016,0.029,0.032,0.054
"P07","4",0.021,0.038,0.015,0.032
"P07","5",0.142,0.132,0.074,0.099
"P07","6",0.025,0.041,0.007,0.032
"P07","7",0.053,0.067,0.024,0.008
"P07","8",0.048,0.043,0.022,0.068
"P07","9",0.441,0.381,0.267,0.341
"P09","Del Frente de Todos y el peronismo",0.029,0.057,0.548,0.098
"P09","De Cambiemos",0.686,0.445,0.073,0.115
"P09","De los Liberales libertarios",0.211,0.303,0.101,0.112
"P09","De la Izquierda",0.012,0.011,0.047,0.04
"P09","No sabe",0.062,0.184,0.231,0.635
"P10","A Alberto Fernández",0.172,0.401,0.181,0.474
"P10","A Sergio Massa",0.23,0.392,0.202,0.162
"P10","A algún candidato del peronismo",0.26,0.15,0.161,0.252
"P10","A algún candidato del kirchnerismo",0.338,0.057,0.456,0.112
"P11","A Alberto Fernández",0.035,0.306,0.137,0.493
"P11","A Sergio Massa",0.231,0.441,0.138,0.162
"P11","A algún candidato del peronismo",0.47,0.175,0.081,0.12
"P11","A Cristina Fernández de Kirchner",0.264,0.078,0.644,0.225
"P12","A Horacio Rodriguez Larreta",0.118,0.34,0.403,0.389
"P12","A Mauricio Macri",0.376,0.377,0.291,0.367
"P12","A Patricia Bullrich",0.466,0.153,0.1,0.131
"P12","A Facundo Manes",0.036,0.101,0.145,0.084
"P12","A Gerardo Morales",0.004,0.029,0.061,0.029
"P13","Seguro lo votaria",0.181,0.295,0.194,0.252
"P13","Quizás lo votaría",0.297,0.302,0.272,0.552
"P13","Nunca lo votaría",0.522,0.403,0.534,0.196
"P14","Lo votaría",0.583,0.267,0.038,0.078
"P14","Puede que lo vote",0.249,0.394,0.068,0.169
"P14","Nunca lo votaría",0.108,0.242,0.816,0.281
"P14","No sabe",0.06,0.097,0.078,0.472
"P15","Lo votaría",0.066,0.056,0.225,0.092
"P15","Puede que lo vote",0.047,0.133,0.286,0.139
"P15","Nunca lo votaría",0.856,0.766,0.379,0.317
"P15","No sabe",0.031,0.045,0.11,0.452
"P16","Lo votaría",0.013,0.023,0.2,0.117
"P16","Puede que lo vote",0.014,0.077,0.277,0.1
"P16","Nunca lo votaría",0.949,0.876,0.428,0.45
"P16","No sabe",0.024,0.024,0.095,0.333
"P17","La votaría",0.027,0.035,0.509,0.176
"P17","Puede que la vote",0.01,0.042,0.111,0.066
"P17","Nunca la votaría",0.954,0.913,0.329,0.487
"P17","No sabe",0.009,0.01,0.051,0.271
"P18","Lo votaría",0.31,0.169,0.07,0.067
"P18","Puede que lo vote",0.397,0.404,0.105,0.19
"P18","Nunca lo votaría",0.251,0.356,0.768,0.198
"P18","No sabe",0.042,0.071,0.057,0.545
"P19","Lo votaría",0.19,0.085,0.037,0.051
"P19","Puede que lo vote",0.365,0.471,0.131,0.092
"P19","Nunca lo votaría",0.393,0.353,0.722,0.11
"P19","No sabe",0.052,0.091,0.11,0.747
"P21","Lo votaría",0.299,0.284,0.106,0.097
"P21","Puede que lo vote",0.212,0.335,0.076,0.087
"P21","Nunca lo votaría",0.434,0.326,0.781,0.215
"P21","No sabe",0.055,0.055,0.037,0.601
"P22","La votaría",0.266,0.149,0.036,0.027
"P22","Puede que la vote",0.38,0.367,0.07,0.137
"P22","Nunca la votaría",0.284,0.388,0.843,0.193
"P22","No sabe",0.07,0.096,0.051,0.643
"P23","Lo votaría",0.037,0.013,0.139,0.033
"P23","Puede que lo vote",0.034,0.119,0.337,0.069
"P23","Nunca lo votaría",0.905,0.838,0.464,0.444
"P23","No sabe",0.024,0.03,0.06,0.454
"P24","Lo votaría",0.077,0.035,0.025,0.012
"P24","Puede que lo vote",0.228,0.259,0.084,0.088
"P24","Nunca lo votaría",0.624,0.584,0.772,0.195
"P24","No sabe",0.071,0.122,0.119,0.705
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.564,0.246,0.03,0.109
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.12,0.202,0.063,0.126
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.005,0.018,0.084,0.099
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.019,0.047,0.567,0.105
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.19,0.329,0.117,0.198
"P25","Otros candidatos",0.102,0.158,0.139,0.363
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.018,0.054,0.626,0.27
