"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Alberto Fernández presidente – Daniel Scioli vice",0.294,0.264,0.323,0.229,0.319,0.303,0.292,0.339,0.27,0.279,0.307,0.267,0.607,0.059,0.049
"Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.373,0.375,0.37,0.343,0.351,0.372,0.455,0.303,0.399,0.413,0.37,0.378,0.115,0.69,0.35
"No sabe",0.333,0.361,0.307,0.428,0.33,0.325,0.253,0.358,0.331,0.308,0.323,0.355,0.278,0.251,0.601
