"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.247,0.233,0.26,0.133,0.223,0.276,0.388,0.218,0.248,0.28,0.242,0.257,0.105,0.468,0.276
"Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.249,0.22,0.278,0.187,0.263,0.282,0.243,0.294,0.233,0.223,0.257,0.233,0.498,0.073,0.061
"Javier Milei presidente – José Luis Espert por los liberales",0.238,0.302,0.176,0.435,0.247,0.162,0.103,0.24,0.257,0.204,0.242,0.232,0.12,0.254,0.288
"Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.041,0.036,0.046,0.078,0.036,0.031,0.024,0.042,0.039,0.042,0.038,0.046,0.045,0.012,0.065
"Otro candidato",0.225,0.209,0.24,0.167,0.231,0.249,0.242,0.206,0.223,0.251,0.221,0.232,0.232,0.193,0.31
