"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P17","Nunca la votaría",0.362,0.385,0.636,0.786,0.924,0.681
"P17","No sabe",0.022,0.026,0.029,0.05,0.004,0.097
"P18","Lo votaría",0.111,0.123,0.166,0.211,0.184,0.086
"P18","Puede que lo vote",0.118,0.218,0.285,0.309,0.311,0.243
"P18","Nunca lo votaría",0.729,0.616,0.461,0.42,0.451,0.484
"P18","No sabe",0.042,0.043,0.088,0.06,0.054,0.187
"P19","Lo votaría",0.055,0.044,0.109,0.093,0.153,0.072
"P19","Puede que lo vote",0.169,0.225,0.291,0.336,0.266,0.301
"P19","Nunca lo votaría",0.706,0.626,0.484,0.465,0.517,0.379
"P19","No sabe",0.07,0.105,0.116,0.106,0.064,0.248
"P20","La votaría",0.169,0.161,0.287,0.329,0.429,0.195
"P20","Puede que la vote",0.105,0.144,0.19,0.269,0.259,0.266
"P20","Nunca la votaría",0.709,0.667,0.485,0.371,0.277,0.397
"P20","No sabe",0.017,0.028,0.038,0.031,0.035,0.142
"P21","Lo votaría",0.173,0.126,0.129,0.223,0.408,0.265
"P21","Puede que lo vote",0.095,0.129,0.156,0.24,0.165,0.185
"P21","Nunca lo votaría",0.715,0.71,0.63,0.479,0.391,0.389
"P21","No sabe",0.017,0.035,0.085,0.058,0.036,0.161
"P22","La votaría",0.055,0.056,0.142,0.196,0.183,0.081
"P22","Puede que la vote",0.102,0.173,0.226,0.285,0.283,0.22
"P22","Nunca la votaría",0.812,0.727,0.537,0.436,0.47,0.502
"P22","No sabe",0.031,0.044,0.095,0.083,0.064,0.197
"P23","Lo votaría",0.17,0.122,0.05,0.065,0.049,0.108
"P23","Puede que lo vote",0.315,0.4,0.166,0.135,0.065,0.165
"P23","Nunca lo votaría",0.459,0.43,0.718,0.755,0.882,0.629
"P23","No sabe",0.056,0.048,0.066,0.045,0.004,0.098
"P24","Lo votaría",0.037,0.036,0.038,0.054,0.049,0.045
"P24","Puede que lo vote",0.109,0.141,0.168,0.211,0.176,0.155
"P24","Nunca lo votaría",0.785,0.717,0.65,0.628,0.713,0.521
"P24","No sabe",0.069,0.106,0.144,0.107,0.062,0.279
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.089,0.12,0.242,0.316,0.384,0.154
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.057,0.07,0.141,0.157,0.095,0.106
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.06,0.071,0.076,0.001,0.002,0.011
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.572,0.525,0.266,0.145,0.046,0.253
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.145,0.117,0.13,0.215,0.368,0.303
"P25","Otros candidatos",0.077,0.097,0.145,0.166,0.105,0.173
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.609,0.583,0.332,0.136,0.035,0.244
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.101,0.175,0.341,0.398,0.467,0.212
"P29","Javier Milei – José Luis Espert por los liberales",0.172,0.139,0.159,0.224,0.395,0.328
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.013,0.011,0.032,0.051,0.024,0.01
"P29","Otro candidato",0.105,0.092,0.136,0.191,0.079,0.206
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.148,0.218,0.303,0.362,0.287,0.202
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.419,0.425,0.201,0.083,0.096,0.139
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.185,0.144,0.2,0.251,0.429,0.322
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.031,0.024,0.046,0.055,0.021,0.015
"P31","Otro candidato",0.217,0.189,0.25,0.249,0.167,0.322
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.578,0.514,0.226,0.133,0.036,0.201
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.175,0.209,0.358,0.393,0.48,0.266
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.121,0.12,0.131,0.227,0.387,0.251
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.019,0.015,0.051,0.044,0.022,0.03
"P33","Otro candidato",0.107,0.142,0.234,0.203,0.075,0.252
"P35","Sergio Massa – Wado de Pedro por el Frente de Todos",0.406,0.464,0.24,0.221,0.125,0.172
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.276,0.243,0.291,0.237,0.236,0.171
"P35","Javier Milei – José Luis Espert por los liberales",0.18,0.134,0.179,0.283,0.454,0.324
"P35","Nicolás del Caño – Myriam Bregman por la izquierda",0.007,0.028,0.047,0.031,0.023,0.03
"P35","Otro candidato",0.131,0.131,0.243,0.228,0.162,0.303
"P37","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.369,0.388,0.326,0.301,0.178,0.172
"P37","Horacio Rodríguez Larreta- Gerardo Morales por Cambiemos",0.358,0.363,0.273,0.224,0.215,0.228
"P37","Javier Milei – José Luis Espert por los liberales",0.185,0.143,0.176,0.247,0.424,0.269
"P37","Nicolás del Caño – Myriam Bregman por la izquierda",0.007,0.014,0.042,0.032,0.024,0.037
"P37","Otro candidato",0.081,0.092,0.183,0.196,0.159,0.294
"P38","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.61,0.567,0.318,0.156,0.097,0.209
"P38","Mauricio Macri presidente – María Eugenia Vidal vice",0.255,0.288,0.427,0.513,0.579,0.35
"P38","No sabe",0.135,0.145,0.255,0.331,0.324,0.441
"P39","Alberto Fernández presidente – Daniel Scioli vice",0.542,0.493,0.256,0.075,0.038,0.175
"P39","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.209,0.286,0.416,0.502,0.591,0.25
"P39","No sabe",0.249,0.221,0.328,0.423,0.371,0.575
"P40","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.633,0.55,0.244,0.12,0.043,0.168
"P40","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.22,0.284,0.445,0.548,0.684,0.375
"P40","No sabe",0.147,0.166,0.311,0.332,0.273,0.457
"P41","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.639,0.58,0.331,0.167,0.049,0.236
"P41","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.222,0.262,0.415,0.525,0.595,0.271
"P41","No sabe",0.139,0.158,0.254,0.308,0.356,0.493
"P42","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.644,0.574,0.271,0.111,0.029,0.222
"P42","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.163,0.257,0.416,0.461,0.574,0.272
"P42","No sabe",0.193,0.169,0.313,0.428,0.397,0.506
"P43","Muy buena",0.166,0.081,0.035,0.005,0.019,0.048
"P43","Buena",0.25,0.304,0.124,0.056,0.01,0.113
"P43","Ni buena ni mala",0.216,0.202,0.232,0.079,0.042,0.114
"P43","Mala",0.112,0.114,0.145,0.247,0.043,0.067
"P43","Muy mala",0.248,0.288,0.459,0.612,0.872,0.534
"P43","No sabe",0.008,0.011,0.005,0.001,0.014,0.124
"P45","Muy de acuerdo",0.554,0.131,0.062,0.047,0.03,0.104
"P45","De acuerdo",0.182,0.449,0.135,0.077,0.02,0.077
"P45","Ni de acuerdo ni en desacuerdo",0.145,0.254,0.479,0.183,0.102,0.199
"P45","En desacuerdo",0.037,0.088,0.156,0.34,0.079,0.101
"P45","Muy en desacuerdo",0.081,0.073,0.144,0.338,0.749,0.263
"P45","No sabe",0.001,0.005,0.024,0.015,0.02,0.256
"P46","Si",0.645,0.452,0.163,0.118,0.037,0.187
"P46","No",0.247,0.3,0.497,0.663,0.875,0.406
"P46","No sabe",0.108,0.248,0.34,0.219,0.088,0.407
"P47","Muy buena",0.22,0.114,0.072,0.022,0.018,0.05
"P47","Buena",0.218,0.26,0.148,0.102,0.133,0.096
"P47","Ni buena ni mala",0.177,0.219,0.203,0.109,0.023,0.192
"P47","Mala",0.132,0.148,0.151,0.245,0.063,0.102
"P47","Muy mala",0.253,0.257,0.423,0.521,0.762,0.484
"P47","No sabe",0,0.002,0.003,0.001,0.001,0.076
"P48","Muy buena",0.481,0.399,0.209,0.096,0.035,0.127
"P48","Buena",0.121,0.141,0.08,0.026,0.007,0.042
"P48","Ni buena ni mala",0.063,0.064,0.082,0.059,0.013,0.091
"P48","Mala",0.058,0.071,0.09,0.134,0.024,0.087
"P48","Muy mala",0.268,0.322,0.532,0.684,0.92,0.588
"P48","No sabe",0.009,0.003,0.007,0.001,0.001,0.065
"P49","Muy buena",0.135,0.128,0.166,0.179,0.271,0.097
"P49","Buena",0.084,0.14,0.166,0.213,0.186,0.117
"P49","Ni buena ni mala",0.095,0.11,0.157,0.169,0.119,0.188
"P49","Mala",0.159,0.178,0.176,0.151,0.115,0.245
"P49","Muy mala",0.525,0.44,0.318,0.286,0.307,0.287
"P49","No sabe",0.002,0.004,0.017,0.002,0.002,0.066
"P50","Muy buena",0.08,0.087,0.134,0.166,0.225,0.109
"P50","Buena",0.107,0.167,0.22,0.27,0.221,0.166
"P50","Ni buena ni mala",0.15,0.191,0.236,0.197,0.208,0.259
"P50","Mala",0.208,0.165,0.172,0.127,0.092,0.16
"P50","Muy mala",0.449,0.373,0.209,0.223,0.251,0.207
"P50","No sabe",0.006,0.017,0.029,0.017,0.003,0.099
"P51","Muy buena",0.237,0.07,0.028,0.05,0.047,0.099
"P51","Buena",0.286,0.307,0.131,0.059,0.036,0.113
"P51","Ni buena ni mala",0.199,0.278,0.264,0.212,0.082,0.137
"P51","Mala",0.086,0.117,0.208,0.192,0.097,0.148
"P51","Muy mala",0.188,0.223,0.354,0.486,0.727,0.424
"P51","No sabe",0.004,0.005,0.015,0.001,0.011,0.079
"P52","Muy buena",0.158,0.157,0.266,0.278,0.417,0.186
"P52","Buena",0.12,0.14,0.165,0.249,0.231,0.19
"P52","Ni buena ni mala",0.126,0.119,0.153,0.143,0.088,0.172
"P52","Mala",0.098,0.114,0.129,0.099,0.049,0.188
"P52","Muy mala",0.496,0.457,0.263,0.227,0.207,0.16
"P52","No sabe",0.002,0.013,0.024,0.004,0.008,0.104
"P53","Muy buena",0.112,0.094,0.099,0.213,0.315,0.208
"P53","Buena",0.097,0.1,0.139,0.183,0.202,0.142
"P53","Ni buena ni mala",0.155,0.171,0.262,0.228,0.214,0.34
"P53","Mala",0.13,0.136,0.171,0.139,0.096,0.125
"P53","Muy mala",0.505,0.474,0.298,0.226,0.17,0.108
"P53","No sabe",0.001,0.025,0.031,0.011,0.003,0.077
"P54","Muy buena",0.067,0.096,0.159,0.23,0.266,0.086
"P54","Buena",0.098,0.122,0.207,0.211,0.231,0.189
"P54","Ni buena ni mala",0.108,0.142,0.182,0.178,0.164,0.261
"P54","Mala",0.155,0.149,0.155,0.144,0.091,0.15
"P54","Muy mala",0.571,0.483,0.282,0.231,0.245,0.225
"P54","No sabe",0.001,0.008,0.015,0.006,0.003,0.089
"P55","Muy buena",0.127,0.1,0.034,0.034,0.037,0.08
"P55","Buena",0.284,0.293,0.117,0.115,0.042,0.101
"P55","Ni buena ni mala",0.223,0.209,0.233,0.132,0.069,0.164
"P55","Mala",0.104,0.14,0.203,0.193,0.097,0.149
"P55","Muy mala",0.26,0.244,0.402,0.525,0.752,0.426
"P55","No sabe",0.002,0.014,0.011,0.001,0.003,0.08
"P56","Muy buena",0.064,0.055,0.098,0.109,0.132,0.064
"P56","Buena",0.14,0.165,0.207,0.193,0.169,0.132
"P56","Ni buena ni mala",0.335,0.383,0.362,0.278,0.275,0.345
"P56","Mala",0.201,0.19,0.157,0.149,0.081,0.132
"P56","Muy mala",0.23,0.157,0.114,0.234,0.317,0.092
"P56","No sabe",0.03,0.05,0.062,0.037,0.026,0.235
"P57","Muy buena",0.031,0.024,0.04,0.038,0.109,0.012
"P57","Buena",0.066,0.107,0.147,0.135,0.175,0.12
"P57","Ni buena ni mala",0.248,0.277,0.391,0.399,0.322,0.238
"P57","Mala",0.163,0.183,0.151,0.151,0.109,0.096
"P57","Muy mala",0.444,0.342,0.209,0.213,0.26,0.181
"P57","No sabe",0.048,0.067,0.062,0.064,0.025,0.353
