"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Si",0.283,0.271,0.294,0.258,0.28,0.302,0.288,0.305,0.27,0.277,0.291,0.266,0.543,0.079,0.223
"No",0.485,0.521,0.451,0.582,0.481,0.45,0.443,0.46,0.499,0.495,0.481,0.494,0.214,0.739,0.487
"No sabe",0.232,0.208,0.255,0.16,0.239,0.248,0.269,0.235,0.231,0.228,0.228,0.24,0.243,0.182,0.29
