"var","categoria","1","2","3","4","5","6","7","8","9"
"P04","Tengo trabajo estable",0.38,0.403,0.513,0.493,0.373,0.37,0.527,0.518,0.383
"P04","Realizo changas o trabajos de vez en cuando",0.201,0.189,0.155,0.243,0.251,0.179,0.138,0.166,0.242
"P04","No tengo trabajo",0.192,0.207,0.149,0.106,0.216,0.217,0.113,0.138,0.175
"P04","Soy jubilado o pensionado",0.227,0.201,0.183,0.158,0.16,0.234,0.222,0.178,0.2
"P05","1",0.401,0.314,0.139,0.137,0.169,0.172,0.158,0.185,0.437
"P05","2",0.054,0.154,0.041,0.021,0.055,0.025,0.043,0.097,0.052
"P05","3",0.021,0.051,0.207,0.118,0.056,0.061,0.144,0.141,0.055
"P05","4",0.033,0.067,0.08,0.193,0.054,0.146,0.177,0.081,0.045
"P05","5",0.101,0.098,0.146,0.255,0.474,0.243,0.204,0.167,0.116
"P05","6",0.024,0.035,0.138,0.075,0.055,0.155,0.062,0.068,0.008
"P05","7",0.053,0.07,0.166,0.127,0.04,0.12,0.146,0.05,0.01
"P05","8",0.049,0.105,0.05,0.019,0.035,0.046,0.021,0.118,0.03
"P05","9",0.264,0.106,0.033,0.055,0.062,0.032,0.045,0.093,0.247
"P07","1",0.568,0.443,0.424,0.42,0.288,0.293,0.158,0.191,0.306
"P07","2",0.028,0.169,0.038,0.051,0.022,0.096,0.042,0.039,0.017
"P07","3",0.017,0.06,0.138,0.014,0.031,0.078,0.055,0.028,0.01
"P07","4",0.005,0.017,0.022,0.153,0.024,0.015,0.056,0.016,0.005
"P07","5",0.039,0.059,0.116,0.067,0.229,0.123,0.139,0.096,0.085
"P07","6",0.003,0,0.033,0.012,0.019,0.044,0.041,0.078,0.013
"P07","7",0.006,0.01,0.034,0.028,0.047,0.081,0.196,0.064,0.024
"P07","8",0.005,0.018,0.018,0.03,0.035,0.091,0.051,0.207,0.025
"P07","9",0.329,0.224,0.177,0.225,0.305,0.179,0.262,0.281,0.515
"P09","Del Frente de Todos y el peronismo",0.522,0.462,0.398,0.367,0.232,0.152,0.198,0.184,0.15
"P09","De Cambiemos",0.201,0.215,0.213,0.163,0.267,0.41,0.489,0.395,0.364
"P09","De los Liberales libertarios",0.062,0.107,0.141,0.092,0.149,0.16,0.197,0.331,0.259
"P09","De la Izquierda",0.032,0.087,0.048,0.043,0.037,0.067,0.009,0.007,0.019
"P09","No sabe",0.183,0.129,0.2,0.335,0.315,0.211,0.107,0.083,0.208
"P10","A Alberto Fernández",0.208,0.241,0.02,0.104,0.186,0.159,0.113,0.121,0.363
"P10","A Sergio Massa",0.18,0.207,0.285,0.262,0.277,0.285,0.238,0.14,0.194
"P10","A algún candidato del peronismo",0.15,0.123,0.179,0.131,0.246,0.062,0.396,0.178,0.152
"P10","A algún candidato del kirchnerismo",0.462,0.429,0.516,0.503,0.291,0.494,0.253,0.561,0.291
"P11","A Alberto Fernández",0.143,0.233,0.006,0.114,0.155,0.121,0.081,0.11,0.287
"P11","A Sergio Massa",0.14,0.079,0.163,0.153,0.196,0.18,0.266,0.08,0.122
"P11","A algún candidato del peronismo",0.075,0.066,0.127,0.06,0.138,0.04,0.191,0.136,0.142
"P11","A Cristina Fernández de Kirchner",0.642,0.622,0.704,0.673,0.511,0.659,0.462,0.674,0.449
"P12","A Horacio Rodriguez Larreta",0.235,0.128,0.306,0.157,0.306,0.322,0.163,0.259,0.187
"P12","A Mauricio Macri",0.427,0.394,0.331,0.144,0.26,0.251,0.355,0.371,0.427
"P12","A Patricia Bullrich",0.197,0.394,0.239,0.505,0.311,0.275,0.386,0.324,0.332
"P12","A Facundo Manes",0.099,0.039,0.124,0.183,0.102,0.112,0.089,0.046,0.036
"P12","A Gerardo Morales",0.042,0.045,0,0.011,0.021,0.04,0.007,0,0.018
"P13","Seguro lo votaria",0.385,0.229,0.266,0.072,0.197,0.12,0.074,0.226,0.231
"P13","Quizás lo votaría",0.239,0.247,0.394,0.304,0.285,0.3,0.404,0.337,0.301
"P13","Nunca lo votaría",0.376,0.524,0.34,0.624,0.518,0.58,0.522,0.437,0.468
"P14","Lo votaría",0.142,0.233,0.114,0.113,0.148,0.193,0.345,0.332,0.328
"P14","Puede que lo vote",0.095,0.11,0.122,0.161,0.194,0.253,0.314,0.285,0.214
"P14","Nunca lo votaría",0.682,0.577,0.74,0.592,0.502,0.44,0.26,0.306,0.354
"P14","No sabe",0.081,0.08,0.024,0.134,0.156,0.114,0.081,0.077,0.104
"P15","Lo votaría",0.204,0.201,0.179,0.149,0.13,0.086,0.096,0.12,0.104
"P15","Puede que lo vote",0.273,0.237,0.276,0.277,0.186,0.131,0.118,0.118,0.126
"P15","Nunca lo votaría",0.412,0.411,0.473,0.458,0.552,0.623,0.731,0.723,0.706
"P15","No sabe",0.111,0.151,0.072,0.116,0.132,0.16,0.055,0.039,0.064
"P16","Lo votaría",0.192,0.159,0.064,0.099,0.086,0.091,0.041,0.083,0.093
"P16","Puede que lo vote",0.267,0.208,0.328,0.225,0.166,0.137,0.07,0.08,0.071
"P16","Nunca lo votaría",0.446,0.535,0.537,0.545,0.638,0.704,0.857,0.811,0.791
"P16","No sabe",0.095,0.098,0.071,0.131,0.11,0.068,0.032,0.026,0.045
"P17","La votaría",0.512,0.426,0.382,0.306,0.196,0.193,0.106,0.152,0.161
"P17","Puede que la vote",0.084,0.094,0.108,0.115,0.096,0.081,0.024,0.033,0.034
"P17","Nunca la votaría",0.365,0.439,0.486,0.502,0.619,0.671,0.841,0.785,0.783
"P17","No sabe",0.039,0.041,0.024,0.077,0.089,0.055,0.029,0.03,0.022
"P18","Lo votaría",0.119,0.109,0.11,0.12,0.116,0.23,0.195,0.187,0.176
"P18","Puede que lo vote",0.133,0.191,0.166,0.243,0.248,0.309,0.404,0.304,0.296
"P18","Nunca lo votaría",0.675,0.644,0.649,0.495,0.494,0.348,0.35,0.452,0.465
"P18","No sabe",0.073,0.056,0.075,0.142,0.142,0.113,0.051,0.057,0.063
"P19","Lo votaría",0.056,0.067,0.047,0.098,0.087,0.182,0.111,0.101,0.089
"P19","Puede que lo vote",0.168,0.129,0.241,0.268,0.284,0.332,0.37,0.311,0.266
"P19","Nunca lo votaría",0.63,0.721,0.597,0.506,0.456,0.383,0.415,0.513,0.527
"P19","No sabe",0.146,0.083,0.115,0.128,0.173,0.103,0.104,0.075,0.118
"P20","La votaría",0.143,0.189,0.088,0.136,0.161,0.241,0.415,0.414,0.368
"P20","Puede que la vote",0.085,0.137,0.184,0.159,0.201,0.284,0.318,0.262,0.24
"P20","Nunca la votaría",0.716,0.648,0.684,0.646,0.529,0.378,0.23,0.266,0.348
"P20","No sabe",0.056,0.026,0.044,0.059,0.109,0.097,0.037,0.058,0.044
"P21","Lo votaría",0.084,0.183,0.162,0.109,0.145,0.183,0.164,0.323,0.321
"P21","Puede que lo vote",0.112,0.087,0.072,0.093,0.174,0.156,0.285,0.173,0.2
"P21","Nunca lo votaría",0.725,0.681,0.724,0.702,0.579,0.536,0.498,0.427,0.411
"P21","No sabe",0.079,0.049,0.042,0.096,0.102,0.125,0.053,0.077,0.068
"P22","La votaría",0.077,0.1,0.056,0.072,0.097,0.101,0.168,0.113,0.168
"P22","Puede que la vote",0.113,0.126,0.131,0.115,0.199,0.328,0.342,0.322,0.27
"P22","Nunca la votaría",0.728,0.688,0.734,0.688,0.576,0.435,0.425,0.462,0.463
"P22","No sabe",0.082,0.086,0.079,0.125,0.128,0.136,0.065,0.103,0.099
"P23","Lo votaría",0.143,0.079,0.106,0.084,0.057,0.071,0.053,0.077,0.053
"P23","Puede que lo vote",0.331,0.335,0.297,0.195,0.186,0.107,0.131,0.066,0.121
"P23","Nunca lo votaría",0.456,0.496,0.508,0.576,0.659,0.713,0.798,0.83,0.79
"P23","No sabe",0.07,0.09,0.089,0.145,0.098,0.109,0.018,0.027,0.036
"P24","Lo votaría",0.034,0.039,0.028,0.041,0.03,0.077,0.049,0.045,0.041
"P24","Puede que lo vote",0.116,0.184,0.097,0.151,0.155,0.176,0.226,0.171,0.162
"P24","Nunca lo votaría",0.715,0.627,0.758,0.601,0.634,0.56,0.637,0.66,0.675
"P24","No sabe",0.135,0.15,0.117,0.207,0.181,0.187,0.088,0.124,0.122
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.132,0.176,0.099,0.149,0.149,0.186,0.353,0.274,0.314
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.064,0.037,0.126,0.101,0.14,0.209,0.156,0.147,0.1
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.078,0.098,0.029,0.038,0.05,0.047,0.021,0.038,0.038
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.529,0.436,0.488,0.402,0.245,0.157,0.119,0.118,0.172
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.08,0.117,0.123,0.111,0.182,0.161,0.23,0.321,0.28
"P25","Otros candidatos",0.117,0.136,0.135,0.199,0.234,0.24,0.121,0.102,0.096
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.589,0.529,0.52,0.416,0.288,0.18,0.15,0.142,0.192
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.167,0.196,0.177,0.208,0.25,0.332,0.468,0.387,0.364
"P29","Javier Milei – José Luis Espert por los liberales",0.101,0.133,0.096,0.138,0.204,0.17,0.257,0.363,0.325
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.045,0.021,0.119,0.033,0.034,0.048,0.003,0,0.003
"P29","Otro candidato",0.098,0.121,0.088,0.205,0.224,0.27,0.122,0.108,0.116
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.187,0.155,0.229,0.252,0.251,0.343,0.361,0.337,0.267
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.43,0.443,0.306,0.307,0.183,0.088,0.104,0.122,0.136
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.134,0.147,0.1,0.129,0.238,0.176,0.309,0.385,0.372
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.064,0.052,0.132,0.061,0.04,0.052,0.007,0,0.013
"P31","Otro candidato",0.185,0.203,0.233,0.251,0.288,0.341,0.219,0.156,0.212
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.474,0.431,0.507,0.39,0.267,0.15,0.116,0.138,0.145
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.204,0.2,0.174,0.214,0.266,0.371,0.525,0.394,0.405
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.087,0.148,0.109,0.14,0.17,0.158,0.236,0.356,0.306
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.053,0.066,0.1,0.039,0.05,0.055,0.004,0.002,0.012
"P33","Otro candidato",0.182,0.155,0.11,0.217,0.247,0.266,0.119,0.11,0.132
"P35","Sergio Massa – Wado de Pedro por el Frente de Todos",0.434,0.305,0.38,0.33,0.238,0.204,0.205,0.132,0.17
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.209,0.261,0.243,0.267,0.277,0.286,0.274,0.277,0.258
"P35","Javier Milei – José Luis Espert por los liberales",0.129,0.16,0.141,0.137,0.187,0.203,0.299,0.439,0.365
"P35","Nicolás del Caño – Myriam Bregman por la izquierda",0.045,0.07,0.105,0.072,0.047,0.047,0.002,0.002,0.018
"P35","Otro candidato",0.183,0.204,0.131,0.194,0.251,0.26,0.22,0.15,0.189
"P37","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.408,0.361,0.387,0.305,0.241,0.294,0.257,0.271,0.239
"P37","Horacio Rodríguez Larreta- Gerardo Morales por Cambiemos",0.345,0.264,0.287,0.333,0.307,0.252,0.223,0.222,0.232
"P37","Javier Milei – José Luis Espert por los liberales",0.11,0.142,0.191,0.154,0.158,0.21,0.302,0.399,0.37
"P37","Nicolás del Caño – Myriam Bregman por la izquierda",0.031,0.069,0.042,0.049,0.049,0.058,0,0,0.017
"P37","Otro candidato",0.106,0.164,0.093,0.159,0.245,0.186,0.218,0.108,0.142
"P38","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.591,0.542,0.512,0.423,0.312,0.244,0.135,0.159,0.181
"P38","Mauricio Macri presidente – María Eugenia Vidal vice",0.231,0.274,0.201,0.314,0.35,0.461,0.701,0.615,0.519
"P38","No sabe",0.178,0.184,0.287,0.263,0.338,0.295,0.164,0.226,0.3
"P39","Alberto Fernández presidente – Daniel Scioli vice",0.519,0.456,0.38,0.302,0.257,0.157,0.119,0.124,0.116
"P39","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.222,0.308,0.213,0.371,0.358,0.538,0.548,0.552,0.486
"P39","No sabe",0.259,0.236,0.407,0.327,0.385,0.305,0.333,0.324,0.398
"P40","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.513,0.544,0.528,0.4,0.292,0.185,0.147,0.128,0.139
"P40","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.243,0.325,0.231,0.292,0.362,0.492,0.726,0.676,0.561
"P40","No sabe",0.244,0.131,0.241,0.308,0.346,0.323,0.127,0.196,0.3
"P41","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.595,0.545,0.534,0.512,0.327,0.192,0.146,0.169,0.175
"P41","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.232,0.296,0.251,0.324,0.365,0.57,0.544,0.52,0.504
"P41","No sabe",0.173,0.159,0.215,0.164,0.308,0.238,0.31,0.311,0.321
"P42","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.536,0.558,0.472,0.385,0.329,0.153,0.147,0.147,0.161
"P42","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.209,0.283,0.195,0.307,0.346,0.538,0.517,0.508,0.486
"P42","No sabe",0.255,0.159,0.333,0.308,0.325,0.309,0.336,0.345,0.353
"P43","Muy buena",0.12,0.12,0.028,0.052,0.039,0.02,0.028,0.047,0.034
"P43","Buena",0.284,0.177,0.206,0.247,0.113,0.051,0.069,0.079,0.064
"P43","Ni buena ni mala",0.187,0.279,0.323,0.202,0.225,0.139,0.074,0.086,0.094
"P43","Mala",0.134,0.119,0.184,0.226,0.16,0.146,0.075,0.09,0.079
"P43","Muy mala",0.263,0.296,0.259,0.264,0.43,0.644,0.736,0.698,0.716
"P43","No sabe",0.012,0.009,0,0.009,0.033,0,0.018,0,0.013
"P44","Muy de acuerdo",0.235,0.204,0.201,0.182,0.165,0.101,0.247,0.15,0.144
"P44","De acuerdo",0.23,0.301,0.239,0.202,0.158,0.125,0.201,0.231,0.11
"P44","Ni de acuerdo ni en desacuerdo",0.275,0.243,0.327,0.328,0.34,0.537,0.303,0.299,0.248
"P44","En desacuerdo",0.095,0.06,0.147,0.145,0.144,0.105,0.097,0.083,0.153
"P44","Muy en desacuerdo",0.112,0.182,0.062,0.112,0.125,0.055,0.093,0.147,0.267
"P44","No sabe",0.053,0.01,0.024,0.031,0.068,0.077,0.059,0.09,0.078
"P45","Muy de acuerdo",0.232,0.203,0.196,0.167,0.189,0.065,0.075,0.103,0.094
"P45","De acuerdo",0.275,0.277,0.357,0.204,0.137,0.099,0.111,0.094,0.08
"P45","Ni de acuerdo ni en desacuerdo",0.224,0.204,0.27,0.32,0.31,0.454,0.304,0.282,0.233
"P45","En desacuerdo",0.097,0.099,0.093,0.08,0.113,0.164,0.133,0.198,0.173
