"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"1",0.279,0.24,0.314,0.2,0.283,0.317,0.317,0.351,0.258,0.219,0.285,0.265,0.417,0.169,0.163
"2",0.053,0.044,0.062,0.05,0.062,0.049,0.044,0.06,0.052,0.047,0.052,0.055,0.063,0.039,0.06
"3",0.031,0.035,0.028,0.027,0.034,0.03,0.034,0.022,0.032,0.043,0.033,0.028,0.042,0.022,0.064
"4",0.047,0.048,0.046,0.055,0.048,0.043,0.036,0.043,0.052,0.043,0.046,0.048,0.048,0.029,0.074
"5",0.207,0.22,0.195,0.25,0.211,0.181,0.178,0.18,0.22,0.22,0.199,0.225,0.183,0.185,0.213
"6",0.042,0.043,0.042,0.038,0.045,0.04,0.045,0.04,0.042,0.044,0.044,0.038,0.031,0.043,0.038
"7",0.049,0.057,0.041,0.048,0.04,0.06,0.054,0.024,0.042,0.092,0.048,0.051,0.029,0.081,0.053
"8",0.052,0.058,0.046,0.061,0.046,0.061,0.041,0.038,0.05,0.073,0.048,0.06,0.031,0.085,0.052
"9",0.24,0.255,0.226,0.271,0.231,0.219,0.251,0.242,0.252,0.219,0.245,0.23,0.156,0.347,0.283
