"var","categoria","1","2","3","4","5","6","7","8","9"
"P04","Tengo trabajo estable",0.414,0.25,0.353,0.379,0.383,0.426,0.602,0.43,0.377
"P04","Realizo changas o trabajos de vez en cuando",0.204,0.386,0.142,0.145,0.261,0.194,0.144,0.2,0.21
"P04","No tengo trabajo",0.173,0.18,0.382,0.171,0.196,0.215,0.077,0.121,0.19
"P04","Soy jubilado o pensionado",0.209,0.184,0.123,0.305,0.16,0.165,0.177,0.249,0.223
"P06","1",0.368,0.259,0.093,0.141,0.138,0.157,0.269,0.301,0.45
"P06","2",0.055,0.143,0.043,0.054,0.026,0.044,0.068,0.124,0.035
"P06","3",0.014,0.023,0.105,0.038,0.023,0.101,0.095,0.035,0.006
"P06","4",0.021,0.017,0.088,0.138,0.058,0.082,0.107,0.02,0.016
"P06","5",0.115,0.197,0.187,0.172,0.479,0.265,0.151,0.162,0.078
"P06","6",0.024,0.018,0.041,0.095,0.05,0.153,0.092,0.043,0.008
"P06","7",0.025,0.036,0.113,0.132,0.048,0.07,0.128,0.022,0.013
"P06","8",0.032,0.088,0.118,0.064,0.042,0.083,0.047,0.135,0.03
"P06","9",0.346,0.219,0.212,0.166,0.136,0.045,0.043,0.158,0.364
"P07","1",0.329,0.318,0.292,0.245,0.304,0.504,0.518,0.525,0.542
"P07","2",0.032,0.064,0.053,0.08,0.025,0.034,0.063,0.05,0.016
"P07","3",0.01,0.014,0.062,0.053,0.035,0.076,0.081,0.042,0.007
"P07","4",0.01,0.023,0.056,0.078,0.024,0.016,0.015,0.011,0.003
"P07","5",0.1,0.087,0.155,0.103,0.177,0.09,0.086,0.075,0.036
"P07","6",0.009,0.012,0.036,0.031,0.027,0.044,0.01,0.003,0.009
"P07","7",0.033,0.065,0.04,0.064,0.046,0.014,0.068,0.022,0.009
"P07","8",0.024,0.065,0.078,0.033,0.048,0.047,0.03,0.052,0.006
"P07","9",0.453,0.352,0.228,0.313,0.314,0.175,0.129,0.22,0.372
"P09","Del Frente de Todos y el peronismo",0.233,0.304,0.157,0.184,0.189,0.414,0.585,0.545,0.506
"P09","De Cambiemos",0.399,0.286,0.397,0.445,0.254,0.202,0.138,0.146,0.134
"P09","De los Liberales libertarios",0.198,0.219,0.28,0.156,0.151,0.113,0.075,0.094,0.096
"P09","De la Izquierda",0.014,0.026,0.002,0.024,0.03,0.029,0.047,0.037,0.082
"P09","No sabe",0.156,0.165,0.164,0.191,0.376,0.242,0.155,0.178,0.182
"P10","A Alberto Fernández",0.356,0.215,0.057,0.116,0.102,0.044,0.114,0.144,0.245
"P10","A Sergio Massa",0.285,0.219,0.217,0.3,0.242,0.231,0.176,0.181,0.144
"P10","A algún candidato del peronismo",0.117,0.208,0.366,0.118,0.284,0.159,0.149,0.09,0.173
"P10","A algún candidato del kirchnerismo",0.242,0.358,0.36,0.466,0.372,0.566,0.561,0.585,0.438
"P11","A Alberto Fernández",0.267,0.161,0.043,0.121,0.09,0.031,0.083,0.141,0.181
"P11","A Sergio Massa",0.211,0.126,0.197,0.139,0.18,0.15,0.157,0.061,0.103
"P11","A algún candidato del peronismo",0.139,0.09,0.365,0.104,0.133,0.074,0.041,0.05,0.068
"P11","A Cristina Fernández de Kirchner",0.383,0.623,0.395,0.636,0.597,0.745,0.719,0.748,0.648
"P12","A Horacio Rodriguez Larreta",0.2,0.172,0.285,0.268,0.284,0.21,0.175,0.267,0.219
"P12","A Mauricio Macri",0.417,0.461,0.298,0.374,0.235,0.429,0.114,0.203,0.463
"P12","A Patricia Bullrich",0.33,0.302,0.336,0.238,0.357,0.188,0.382,0.262,0.174
"P12","A Facundo Manes",0.035,0.065,0.07,0.064,0.103,0.156,0.329,0.171,0.116
"P12","A Gerardo Morales",0.018,0,0.011,0.056,0.021,0.017,0,0.097,0.028
"P13","Seguro lo votaria",0.265,0.236,0.116,0.121,0.191,0.076,0.144,0.509,0.408
"P13","Quizás lo votaría",0.292,0.353,0.255,0.36,0.304,0.299,0.359,0.215,0.248
"P13","Nunca lo votaría",0.443,0.411,0.629,0.519,0.505,0.625,0.497,0.276,0.344
"P14","Lo votaría",0.307,0.242,0.249,0.283,0.163,0.128,0.091,0.142,0.143
"P14","Puede que lo vote",0.218,0.218,0.274,0.207,0.197,0.1,0.119,0.085,0.084
"P14","Nunca lo votaría",0.406,0.455,0.373,0.37,0.464,0.681,0.731,0.694,0.681
"P14","No sabe",0.069,0.085,0.104,0.14,0.176,0.091,0.059,0.079,0.092
"P15","Lo votaría",0.144,0.184,0.125,0.113,0.094,0.172,0.163,0.184,0.198
"P15","Puede que lo vote",0.144,0.183,0.108,0.181,0.176,0.253,0.344,0.298,0.258
"P15","Nunca lo votaría",0.634,0.554,0.725,0.628,0.589,0.45,0.337,0.374,0.455
"P15","No sabe",0.078,0.079,0.042,0.078,0.141,0.125,0.156,0.144,0.089
"P16","Lo votaría",0.122,0.12,0.049,0.058,0.071,0.082,0.137,0.181,0.206
"P16","Puede que lo vote",0.103,0.163,0.096,0.092,0.151,0.294,0.318,0.296,0.254
"P16","Nunca lo votaría",0.717,0.65,0.835,0.797,0.675,0.534,0.424,0.403,0.446
"P16","No sabe",0.058,0.067,0.02,0.053,0.103,0.09,0.121,0.12,0.094
"P17","La votaría",0.201,0.244,0.131,0.164,0.165,0.375,0.552,0.576,0.536
"P17","Puede que la vote",0.042,0.111,0.043,0.077,0.088,0.107,0.107,0.052,0.082
"P17","Nunca la votaría",0.721,0.606,0.816,0.723,0.671,0.462,0.274,0.33,0.344
"P17","No sabe",0.036,0.039,0.01,0.036,0.076,0.056,0.067,0.042,0.038
"P18","Lo votaría",0.192,0.149,0.129,0.187,0.127,0.149,0.083,0.119,0.092
"P18","Puede que lo vote",0.258,0.278,0.281,0.345,0.289,0.196,0.124,0.177,0.12
"P18","Nunca lo votaría",0.483,0.494,0.499,0.388,0.438,0.568,0.706,0.642,0.728
"P18","No sabe",0.067,0.079,0.091,0.08,0.146,0.087,0.087,0.062,0.06
"P19","Lo votaría",0.079,0.107,0.097,0.085,0.109,0.116,0.067,0.033,0.056
"P19","Puede que lo vote",0.275,0.209,0.319,0.344,0.275,0.259,0.194,0.208,0.128
"P19","Nunca lo votaría",0.522,0.558,0.501,0.394,0.467,0.516,0.593,0.624,0.689
"P19","No sabe",0.124,0.126,0.083,0.177,0.149,0.109,0.146,0.135,0.127
"P20","La votaría",0.331,0.245,0.42,0.254,0.209,0.175,0.106,0.112,0.104
"P20","Puede que la vote",0.228,0.163,0.203,0.305,0.2,0.153,0.084,0.123,0.111
"P20","Nunca la votaría",0.401,0.506,0.343,0.361,0.505,0.593,0.756,0.693,0.714
"P20","No sabe",0.04,0.086,0.034,0.08,0.086,0.079,0.054,0.072,0.071
