"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"A Tolosa Paz por el Frente de todos",0.298,0.262,0.333,0.408,0.283,0.314,0.174,0.394,0.246,0.255,0.627,0.023,0.079
"A Santilli y Manes por Juntos",0.467,0.491,0.445,0.342,0.414,0.544,0.638,0.423,0.471,0.518,0.206,0.875,0.507
"A Del Caño por el Frente de Izquierda",0.043,0.052,0.035,0.033,0.055,0.026,0.052,0.039,0.049,0.041,0.045,0.011,0
"A Espert por Avanza libertad",0.051,0.09,0.014,0.05,0.076,0.038,0.017,0.03,0.05,0.078,0.013,0.059,0.079
"A Randazo por “Vamos con vos""",0.013,0.013,0.011,0,0.01,0.033,0.008,0.012,0.015,0.01,0.008,0.01,0.051
"A Hotton por “+Valores”",0.019,0.007,0.03,0.02,0.039,0,0,0.022,0.009,0.029,0.016,0,0
"Votaría en blanco o anularía",0.109,0.085,0.132,0.147,0.123,0.045,0.111,0.08,0.16,0.069,0.085,0.022,0.284
