"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.324,0.307,0.339,0.29,0.381,0.297,0.289,0.227,0.287,0.381,0.668,0.036,0.231
"Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.399,0.363,0.429,0.342,0.32,0.487,0.496,0.366,0.509,0.339,0.162,0.652,0.384
"Ramiro Marra por la Libertad Avanza",0.139,0.19,0.096,0.234,0.142,0.09,0.097,0.204,0.084,0.153,0.059,0.193,0.192
"Vanina Biasi por el Frente de Izquierda",0.027,0.024,0.03,0.016,0.044,0.033,0.002,0,0.026,0.037,0.034,0,0.091
"Otros",0.037,0.039,0.036,0.036,0.046,0.021,0.04,0.083,0.026,0.029,0.033,0.043,0.058
"En blanco",0.032,0.033,0.031,0.041,0.027,0.03,0.033,0.05,0.025,0.03,0.023,0.03,0.044
"No sabe",0.042,0.044,0.039,0.041,0.04,0.042,0.043,0.07,0.043,0.031,0.021,0.046,0
