"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P07","Del Frente de Todos y el peronismo",0.668,0.521,0.167,0.246
"P07","De Cambiemos",0.11,0.24,0.433,0.294
"P07","De los Liberales libertarios",0.076,0.099,0.224,0.102
"P07","De la Izquierda",0.033,0.026,0.035,0.026
"P07","Otros",0.072,0.054,0.064,0.066
"P07","No sabe",0.041,0.06,0.077,0.266
"P08","A Alberto Fernández",0.152,0.148,0.111,0
"P08","A Sergio Massa",0.3,0.161,0.105,0
"P08","A algún candidato del peronismo",0.04,0.315,0.282,0
"P08","A algún candidato del kirchnerismo",0.508,0.376,0.502,1
"P09","A Alberto Fernández",0.058,0.026,0.098,0
"P09","A Sergio Massa",0.244,0.096,0.048,0
"P09","A algún candidato del peronismo",0.053,0.227,0.24,0
"P09","A Cristina Fernández de Kirchner",0.645,0.651,0.614,1
"P10","A Horacio Rodriguez Larreta",0.202,0.189,0.209,0.218
"P10","A Mauricio Macri",0.067,0.225,0.267,0.475
"P10","A Patricia Bullrich",0.469,0.502,0.46,0.307
"P10","A Facundo Manes",0,0.084,0.038,0
"P10","A Gerardo Morales",0.262,0,0.026,0
"P11","A Juntos por el Cambio",0.179,0.173,0.426,0.141
"P11","Al Frente de Todos",0.407,0.211,0.095,0.049
"P11","A Hacemos por Córdoba",0.228,0.354,0.215,0.412
"P11","A los liberales libertarios de Milei",0.068,0.095,0.108,0.028
"P11","A Encuentro Vecinal Córdoba",0.034,0.022,0.034,0.038
"P11","Al Frente de Izquierda",0.019,0.065,0.038,0.139
"P11","No sabe",0.065,0.08,0.084,0.193
"P12","A Rodrigo De Loredo con el apoyo de Mauricio Macri, Patricia Bullrich, Martín Lousteau y el radicalismo",0.367,0.478,0.628,0.325
"P12","A Luis Juez con el apoyo de Horacio Rodríguez Larreta",0.098,0.49,0.312,0.498
"P12","No sabe",0.535,0.032,0.06,0.177
"P13","A Rodrigo De Loredo por Juntos por el Cambio",0.167,0.178,0.447,0.212
"P13","A Martín Llaryora por Hacemos por Córdoba",0.423,0.477,0.25,0.474
"P13","Al candidato del Frente de Todos",0.26,0.195,0.051,0.049
"P13","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.044,0.038,0.077,0.028
"P13","A Aurelio Garcia Elorrio por Encuentro Vecinal Cordoba",0.037,0.021,0.051,0
"P13","Al candidato del Frente de Izquierda",0.014,0.028,0.029,0.087
"P13","Votaría en blanco",0.01,0.013,0.033,0.066
"P13","No sabe",0.045,0.05,0.062,0.084
"P15","A Luis Juez por Juntos por el Cambio",0.115,0.235,0.441,0.153
"P15","A Martín Llaryora por Hacemos por Córdoba",0.443,0.469,0.279,0.496
"P15","Al candidato del Frente de Todos",0.246,0.142,0.042,0.049
"P15","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.063,0.045,0.085,0.028
"P15","A Aurelio García Elorrio por Encuentro Vecinal Córdoba",0.03,0.027,0.057,0.038
"P15","Al candidato del Frente de Izquierda",0.012,0.028,0.025,0.087
"P15","Votaría en blanco",0.026,0.015,0.019,0.065
"P15","No sabe",0.065,0.039,0.052,0.084
"P17","Luis Juez gobernador – Rodrigo De Loredo vicegobernador por Juntos por el Cambio",0.155,0.248,0.484,0.109
"P17","Martín Llaryora gobernador – Alejandra Vigo vicegobernadora por Hacemos por Córdoba",0.373,0.398,0.23,0.396
"P17","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.281,0.173,0.049,0.049
"P17","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.065,0.043,0.072,0.028
"P17","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.043,0.021,0.044,0.038
"P17","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0,0.036,0.028,0.087
"P17","Votaría en blanco",0.019,0.012,0.035,0.117
"P17","No sabe",0.064,0.069,0.058,0.176
"P18","Rodrigo De Loredo gobernador – Luis Juez vicegobernador por Juntos por el Cambio",0.155,0.184,0.453,0.109
"P18","Martín Llaryora gobernador – Alejandra Vigo vicegobernadora por Hacemos por Córdoba",0.4,0.435,0.21,0.349
"P18","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.296,0.183,0.051,0.049
"P18","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.011,0.048,0.095,0.028
"P18","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.041,0.025,0.048,0.038
"P18","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.023,0.041,0.031,0.087
"P18","Votaría en blanco",0.019,0.019,0.027,0.164
"P18","No sabe",0.055,0.065,0.085,0.176
