"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P07","Del Frente de Todos y el peronismo",0.18,0.257,0.362,0.231
"P07","De Cambiemos",0.424,0.425,0.243,0.366
"P07","De los Liberales libertarios",0.205,0.158,0.219,0.192
"P07","De la Izquierda",0.023,0.016,0.056,0.026
"P07","Otros",0.101,0.051,0.056,0.055
"P07","No sabe",0.067,0.093,0.064,0.13
"P08","A Alberto Fernández",0.184,0.159,0.113,0.18
"P08","A Sergio Massa",0.217,0.167,0.178,0.178
"P08","A algún candidato del peronismo",0.325,0.332,0.138,0.339
"P08","A algún candidato del kirchnerismo",0.274,0.342,0.571,0.303
"P09","A Alberto Fernández",0.086,0.159,0.071,0.145
"P09","A Sergio Massa",0.174,0.129,0.103,0.126
"P09","A algún candidato del peronismo",0.325,0.267,0.107,0.262
"P09","A Cristina Fernández de Kirchner",0.415,0.445,0.719,0.467
"P10","A Horacio Rodriguez Larreta",0.206,0.227,0.235,0.281
"P10","A Mauricio Macri",0.3,0.35,0.31,0.303
"P10","A Patricia Bullrich",0.389,0.325,0.401,0.348
"P10","A Facundo Manes",0.078,0.048,0.029,0.052
"P10","A Gerardo Morales",0.027,0.05,0.025,0.016
"P11","A Juntos por el Cambio",0.336,0.348,0.253,0.338
"P11","Al Frente de Todos",0.126,0.132,0.23,0.143
"P11","A Hacemos por Córdoba",0.255,0.285,0.22,0.199
"P11","A los liberales libertarios de Milei",0.113,0.104,0.165,0.137
"P11","A Encuentro Vecinal Córdoba",0.067,0.021,0.009,0.022
"P11","Al Frente de Izquierda",0.042,0.028,0.063,0.026
"P11","No sabe",0.061,0.082,0.06,0.135
"P12","A Rodrigo De Loredo con el apoyo de Mauricio Macri, Patricia Bullrich, Martín Lousteau y el radicalismo",0.669,0.635,0.743,0.627
"P12","A Luis Juez con el apoyo de Horacio Rodríguez Larreta",0.286,0.278,0.219,0.249
"P12","No sabe",0.045,0.087,0.038,0.124
"P13","A Rodrigo De Loredo por Juntos por el Cambio",0.401,0.374,0.313,0.351
"P13","A Martín Llaryora por Hacemos por Córdoba",0.31,0.331,0.231,0.312
"P13","Al candidato del Frente de Todos",0.069,0.085,0.198,0.104
"P13","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.064,0.084,0.127,0.111
"P13","A Aurelio Garcia Elorrio por Encuentro Vecinal Cordoba",0.082,0.01,0.009,0
"P13","Al candidato del Frente de Izquierda",0.008,0.024,0.05,0.018
"P13","Votaría en blanco",0.023,0.037,0.027,0.026
"P13","No sabe",0.043,0.055,0.045,0.078
"P15","A Luis Juez por Juntos por el Cambio",0.375,0.38,0.261,0.316
"P15","A Martín Llaryora por Hacemos por Córdoba",0.328,0.351,0.281,0.372
"P15","Al candidato del Frente de Todos",0.056,0.073,0.199,0.119
"P15","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.082,0.09,0.128,0.107
"P15","A Aurelio García Elorrio por Encuentro Vecinal Córdoba",0.092,0.008,0.007,0
"P15","Al candidato del Frente de Izquierda",0.018,0.025,0.055,0.013
"P15","Votaría en blanco",0.015,0.023,0.026,0.008
"P15","No sabe",0.034,0.05,0.043,0.065
"P17","Luis Juez gobernador – Rodrigo De Loredo vicegobernador por Juntos por el Cambio",0.463,0.402,0.301,0.37
"P17","Martín Llaryora gobernador – Alejandra Vigo vicegobernadora por Hacemos por Córdoba",0.239,0.333,0.19,0.318
"P17","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.051,0.077,0.215,0.091
"P17","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.078,0.083,0.137,0.095
"P17","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.068,0.018,0.01,0
"P17","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.013,0.02,0.061,0.029
"P17","Votaría en blanco",0.025,0.011,0.036,0.024
"P17","No sabe",0.063,0.056,0.05,0.073
"P18","Rodrigo De Loredo gobernador – Luis Juez vicegobernador por Juntos por el Cambio",0.423,0.385,0.285,0.374
"P18","Martín Llaryora gobernador – Alejandra Vigo vicegobernadora por Hacemos por Córdoba",0.26,0.328,0.207,0.322
"P18","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.067,0.076,0.212,0.1
"P18","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.078,0.085,0.141,0.106
"P18","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.076,0.015,0.008,0
"P18","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.012,0.032,0.056,0.025
"P18","Votaría en blanco",0.021,0.028,0.036,0.023
"P18","No sabe",0.063,0.051,0.055,0.05
"P19","Luis Juez gobernador – Rodrigo De Loredo vicegobernador por Juntos por el Cambio",0.399,0.416,0.282,0.386
"P19","Martín Llaryora gobernador – Natalia de la Sota vicegobernadora por Hacemos por Córdoba",0.293,0.318,0.211,0.292
"P19","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.052,0.072,0.218,0.092
"P19","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.092,0.087,0.149,0.101
"P19","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.071,0.011,0.007,0.002
"P19","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.011,0.02,0.054,0.035
"P19","Votaría en blanco",0.021,0.039,0.034,0.02
"P19","No sabe",0.061,0.037,0.045,0.072
"P20","Rodrigo De Loredo gobernador – Luis Juez vicegobernador por Juntos por el Cambio",0.412,0.394,0.293,0.358
"P20","Martín Llaryora gobernador – Natalia de la Sota vicegobernadora por Hacemos por Córdo-ba",0.29,0.32,0.213,0.344
"P20","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.05,0.066,0.194,0.1
"P20","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.084,0.091,0.151,0.114
"P20","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.071,0.011,0.007,0.003
"P20","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.009,0.019,0.052,0.013
"P20","Votaría en blanco",0.018,0.043,0.04,0.021
"P20","No sabe",0.066,0.056,0.05,0.047
"P21","Lo votaría",0.394,0.326,0.249,0.302
"P21","Puede que lo vote",0.283,0.267,0.138,0.283
"P21","Nunca lo votaría",0.315,0.407,0.613,0.405
"P21","No sabe",0.008,0,0,0.01
"P22","Lo votaría",0.292,0.342,0.228,0.337
"P22","Puede que lo vote",0.241,0.2,0.212,0.187
"P22","Nunca lo votaría",0.459,0.458,0.56,0.466
"P22","No sabe",0.008,0,0,0.01
"P23","Lo votaría",0.316,0.347,0.226,0.294
"P23","Puede que lo vote",0.234,0.202,0.164,0.182
"P23","Nunca lo votaría",0.443,0.451,0.61,0.507
"P23","No sabe",0.007,0,0,0.017
"P24","Lo votaría",0.1,0.102,0.186,0.119
"P24","Puede que lo vote",0.2,0.169,0.144,0.184
"P24","Nunca lo votaría",0.691,0.729,0.669,0.677
"P24","No sabe",0.009,0,0.001,0.02
"P25","Positiva",0.551,0.432,0.3,0.41
"P25","Neutra",0.289,0.401,0.228,0.257
"P25","Negativa",0.139,0.15,0.452,0.177
"P25","No sabe",0.021,0.017,0.02,0.156
"P26","Positiva",0.496,0.455,0.3,0.446
"P26","Neutra",0.21,0.235,0.099,0.144
"P26","Negativa",0.287,0.302,0.587,0.342
"P26","No sabe",0.007,0.008,0.014,0.068
"P27","Positiva",0.559,0.428,0.26,0.392
"P27","Neutra",0.194,0.355,0.169,0.286
"P27","Negativa",0.243,0.208,0.567,0.239
"P27","No sabe",0.004,0.009,0.004,0.083
"P29","Positiva",0.261,0.141,0.162,0.12
"P29","Neutra",0.091,0.263,0.1,0.12
"P29","Negativa",0.641,0.587,0.738,0.532
"P29","No sabe",0.007,0.009,0,0.228
"P30","Positiva",0.18,0.213,0.348,0.222
"P30","Neutra",0.069,0.095,0.045,0.07
"P30","Negativa",0.741,0.686,0.602,0.656
"P30","No sabe",0.01,0.006,0.005,0.052
"P31","Positiva",0.368,0.403,0.311,0.374
"P31","Neutra",0.172,0.184,0.106,0.099
"P31","Negativa",0.456,0.405,0.58,0.482
"P31","No sabe",0.004,0.008,0.003,0.045
"P32","Positiva",0.409,0.353,0.207,0.298
"P32","Neutra",0.257,0.32,0.152,0.238
"P32","Negativa",0.324,0.311,0.636,0.35
"P32","No sabe",0.01,0.016,0.005,0.114
"P33","Positiva",0.226,0.211,0.221,0.167
"P33","Neutra",0.144,0.241,0.146,0.145
"P33","Negativa",0.623,0.543,0.605,0.596
"P33","No sabe",0.007,0.005,0.028,0.092
"P34","Positiva",0.48,0.483,0.297,0.414
"P34","Neutra",0.184,0.196,0.065,0.106
"P34","Negativa",0.326,0.321,0.627,0.408
"P34","No sabe",0.01,0,0.011,0.072
"P35","Positiva",0.476,0.478,0.292,0.453
"P35","Neutra",0.245,0.238,0.127,0.262
"P35","Negativa",0.273,0.277,0.571,0.228
"P35","No sabe",0.006,0.007,0.01,0.057
"P36","Positiva",0.368,0.298,0.277,0.322
"P36","Neutra",0.291,0.312,0.111,0.265
"P36","Negativa",0.315,0.373,0.609,0.3
"P36","No sabe",0.026,0.017,0.003,0.113
"P37","Positiva",0.371,0.289,0.177,0.247
"P37","Neutra",0.336,0.406,0.25,0.259
"P37","Negativa",0.257,0.268,0.554,0.25
"P37","No sabe",0.036,0.037,0.019,0.244
"P38","Positiva",0.263,0.177,0.125,0.177
"P38","Neutra",0.362,0.451,0.206,0.198
"P38","Negativa",0.259,0.287,0.585,0.252
"P38","No sabe",0.116,0.085,0.084,0.373
"P39","Positiva",0.312,0.243,0.15,0.164
"P39","Neutra",0.361,0.466,0.289,0.23
"P39","Negativa",0.226,0.23,0.483,0.196
"P39","No sabe",0.101,0.061,0.078,0.41
