"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P07","Del Frente de Todos y el peronismo",0.111,0.083,0.215,0.347,0.467,0.174
"P07","De Cambiemos",0.61,0.662,0.42,0.277,0.154,0.29
"P07","De los Liberales libertarios",0.16,0.125,0.189,0.212,0.221,0.235
"P07","De la Izquierda",0.012,0.023,0.02,0.013,0.054,0.032
"P07","Otros",0.042,0.05,0.074,0.07,0.041,0.112
"P07","No sabe",0.065,0.057,0.082,0.081,0.063,0.157
"P08","A Alberto Fernández",0.102,0.164,0.291,0.133,0.073,0.1
"P08","A Sergio Massa",0.391,0.34,0.17,0.128,0.149,0.136
"P08","A algún candidato del peronismo",0.507,0.319,0.348,0.256,0.137,0.552
"P08","A algún candidato del kirchnerismo",0,0.177,0.191,0.483,0.641,0.212
"P09","A Alberto Fernández",0.12,0.233,0.235,0.084,0.037,0.025
"P09","A Sergio Massa",0.053,0.136,0.155,0.079,0.114,0.08
"P09","A algún candidato del peronismo",0.649,0.304,0.299,0.168,0.088,0.567
"P09","A Cristina Fernández de Kirchner",0.178,0.327,0.311,0.669,0.761,0.328
"P10","A Horacio Rodriguez Larreta",0.274,0.226,0.203,0.347,0.108,0.265
"P10","A Mauricio Macri",0.236,0.25,0.328,0.22,0.32,0.454
"P10","A Patricia Bullrich",0.333,0.411,0.404,0.354,0.465,0.233
"P10","A Facundo Manes",0.049,0.08,0.048,0.034,0.075,0.048
"P10","A Gerardo Morales",0.108,0.033,0.017,0.045,0.032,0
"P11","A Juntos por el Cambio",0.609,0.571,0.358,0.252,0.14,0.201
"P11","Al Frente de Todos",0.102,0.094,0.113,0.173,0.294,0.083
"P11","A Hacemos por Córdoba",0.12,0.176,0.3,0.257,0.204,0.324
"P11","A los liberales libertarios de Milei",0.078,0.069,0.096,0.147,0.206,0.147
"P11","A Encuentro Vecinal Córdoba",0.005,0.02,0.032,0.044,0.02,0.052
"P11","Al Frente de Izquierda",0.051,0.009,0.03,0.054,0.074,0.023
"P11","No sabe",0.035,0.061,0.071,0.073,0.062,0.17
"P12","A Rodrigo De Loredo con el apoyo de Mauricio Macri, Patricia Bullrich, Martín Lousteau y el radicalismo",0.774,0.681,0.62,0.549,0.733,0.595
"P12","A Luis Juez con el apoyo de Horacio Rodríguez Larreta",0.196,0.271,0.289,0.336,0.199,0.297
"P12","No sabe",0.03,0.048,0.091,0.115,0.068,0.108
"P13","A Rodrigo De Loredo por Juntos por el Cambio",0.703,0.619,0.407,0.225,0.175,0.284
"P13","A Martín Llaryora por Hacemos por Córdoba",0.115,0.202,0.347,0.324,0.242,0.4
"P13","Al candidato del Frente de Todos",0.082,0.025,0.066,0.133,0.28,0.035
"P13","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.024,0.024,0.072,0.124,0.164,0.117
"P13","A Aurelio Garcia Elorrio por Encuentro Vecinal Cordoba",0.024,0.038,0.017,0.035,0.02,0.041
"P13","Al candidato del Frente de Izquierda",0.015,0.015,0.021,0.019,0.055,0.02
"P13","Votaría en blanco",0.017,0.025,0.016,0.085,0.02,0.026
"P13","No sabe",0.02,0.052,0.054,0.055,0.044,0.077
"P15","A Luis Juez por Juntos por el Cambio",0.531,0.574,0.395,0.267,0.156,0.282
"P15","A Martín Llaryora por Hacemos por Córdoba",0.244,0.247,0.38,0.338,0.247,0.425
"P15","Al candidato del Frente de Todos",0.03,0.027,0.057,0.123,0.279,0.037
"P15","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.044,0.04,0.086,0.091,0.182,0.107
"P15","A Aurelio García Elorrio por Encuentro Vecinal Córdoba",0.05,0.044,0.023,0.037,0.014,0.031
