"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P05","Mucho",0.707,0.509,0.365,0.389
"P05","Bastante",0.151,0.38,0.306,0.145
"P05","Poco",0.078,0.085,0.262,0.171
"P05","Nada",0.035,0.019,0.045,0.207
"P05","No sabe",0.029,0.007,0.022,0.088
"P08","Unión por la Patria",0.315,0.283,0.287,0.2
"P08","Juntos por el Cambio",0.396,0.485,0.378,0.231
"P08","Liberales",0.115,0.104,0.116,0.135
"P08","Izquierda",0.058,0.035,0.045,0.076
"P08","Otro",0.043,0.021,0.038,0.076
"P08","No sabe",0.073,0.072,0.136,0.282
"P09","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.215,0.203,0.217,0.158
"P09","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.078,0.103,0.089,0.076
"P09","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.274,0.348,0.234,0.144
"P09","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.133,0.14,0.14,0.113
"P09","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.188,0.117,0.132,0.221
"P09","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.033,0.023,0.031,0.033
"P09","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.008,0.008,0.031,0.01
"P09","Otros",0.029,0.018,0.039,0.073
"P09","En blanco",0.015,0.012,0.034,0.072
"P09","No sabe",0.027,0.028,0.053,0.1
"P12","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.234,0.267,0.253,0.268
"P12","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.308,0.324,0.241,0.18
"P12","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.169,0.199,0.229,0.117
"P12","Ramiro Marra por la Libertad Avanza",0.108,0.094,0.107,0.154
