"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Leandro Santoro por Unión por la Patria",0.344,0.324,0.36,0.351,0.386,0.337,0.273,0.233,0.318,0.392,0.726,0.103,0.309
"Jorge Macri por Juntos por el Cambio",0.489,0.512,0.47,0.457,0.421,0.551,0.563,0.512,0.475,0.491,0.124,0.782,0.372
"En blanco",0.116,0.126,0.107,0.132,0.146,0.077,0.094,0.185,0.121,0.092,0.117,0.076,0.231
"No sabe",0.051,0.038,0.063,0.06,0.047,0.035,0.07,0.07,0.086,0.025,0.033,0.039,0.088
