"var","categoria","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza","En blanco","No sabe"
"P05","Mucho",0.521,0.57,0.676,0.535
"P05","Bastante",0.353,0.25,0.218,0.255
"P05","Poco",0.101,0.096,0.089,0.115
"P05","Nada",0.014,0.053,0.013,0.066
"P05","No sabe",0.011,0.031,0.004,0.029
"P06","Siempre",0.321,0.263,0.215,0.224
"P06","Casi siempre",0.418,0.358,0.459,0.448
"P06","Casi nunca",0.234,0.252,0.269,0.206
"P06","Nunca, pero esta es una excepción",0.027,0.127,0.057,0.122
"P08","Unión por la Patria",0.147,0.192,0.657,0.436
"P08","Juntos por el Cambio",0.77,0.205,0.175,0.227
"P08","Liberales",0.04,0.507,0.037,0.054
"P08","Izquierda",0.008,0.009,0.066,0.071
"P08","Otro",0.017,0.026,0.024,0.038
"P08","No sabe",0.018,0.061,0.041,0.174
"P09","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.07,0.084,0.524,0.381
"P09","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.028,0.014,0.25,0.154
"P09","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.624,0.122,0.02,0.058
"P09","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.192,0.086,0.089,0.098
"P09","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.052,0.654,0.014,0.07
"P09","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.006,0.004,0.052,0.071
"P09","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.01,0.01,0.014,0.046
"P09","Otros",0.01,0.006,0.018,0.025
"P09","En blanco",0,0.004,0.012,0
"P09","No sabe",0.008,0.016,0.007,0.097
"P12","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.078,0.085,0.624,0.496
"P12","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.532,0.214,0.038,0.117
"P12","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.255,0.157,0.151,0.142
"P12","Ramiro Marra por la Libertad Avanza",0.064,0.397,0.04,0.009
"P12","Vanina Biasi por el Frente de Izquierda",0.026,0.075,0.066,0.04
"P12","Otros",0.017,0.033,0.029,0.058
"P12","En blanco",0.017,0.02,0.027,0.013
"P12","No sabe",0.011,0.019,0.025,0.125
"P18","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.078,0.118,0.415,0.367
"P18","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.062,0.046,0.276,0.18
"P18","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.415,0.402,0.058,0.104
"P18","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.239,0.093,0.109,0.1
"P18","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.152,0.28,0.028,0.037
"P18","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.002,0.002,0.051,0.078
"P18","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.004,0.026,0.009,0.036
"P18","Otros",0.013,0.013,0.017,0.042
"P18","En blanco",0.014,0.01,0.019,0
"P18","No sabe",0.021,0.01,0.018,0.056
"P21","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.078,0.133,0.454,0.404
"P21","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.399,0.242,0.046,0.08
"P21","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.284,0.173,0.161,0.154
"P21","Ramiro Marra por la Libertad Avanza",0.103,0.283,0.023,0.05
"P21","Vanina Biasi por el Frente de Izquierda",0.026,0.039,0.154,0.042
"P21","Otros",0.021,0.058,0.073,0.14
"P21","En blanco",0.045,0.034,0.053,0.021
"P21","No sabe",0.044,0.038,0.036,0.109
"P25","Totalmente seguro",0.709,0.701,0.7,0.601
"P25","Bastante seguro",0.188,0.173,0.204,0.137
"P25","Algo seguro",0.068,0.102,0.06,0.094
"P25","Para nada seguro",0.035,0.024,0.036,0.168
"P26","Tiene Decidido que va a ir a votar",0.916,0.89,0.936,0.865
"P26","Tiene dudas sobre si va a ir a votar",0.051,0.055,0.036,0.089
"P26","Tiene Decidido que no va a ir a votar",0.033,0.055,0.028,0.046
"P27","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.106,0.119,0.735,0.509
"P27","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.773,0.142,0.02,0.076
"P27","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.047,0.628,0.037,0.037
"P27","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.015,0.016,0.073,0.118
"P27","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.011,0.01,0.029,0.107
"P27","Otros",0.021,0.033,0.044,0.045
"P27","En blanco",0.007,0.006,0.024,0.012
"P27","No sabe",0.02,0.046,0.038,0.096
"P28","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.098,0.107,0.732,0.508
"P28","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.614,0.152,0.09,0.102
"P28","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.156,0.658,0.018,0.058
"P28","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.014,0.016,0.07,0.112
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.007,0.01,0.028,0.058
"P28","Otros",0.038,0.022,0.032,0.07
"P28","En blanco",0.037,0.008,0.012,0.011
"P28","No sabe",0.036,0.027,0.018,0.081
"P29","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.104,0.123,0.736,0.555
"P29","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.703,0.243,0.049,0.109
"P29","Ramiro Marra por la Libertad Avanza",0.104,0.469,0.035,0.009
"P29","Vanina Biasi por el Frente de Izquierda",0.006,0.018,0.037,0.07
"P29","Otros",0.044,0.064,0.088,0.085
"P29","En blanco",0.018,0.039,0.033,0.021
"P29","No sabe",0.021,0.044,0.022,0.151
"P30","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.087,0.112,0.711,0.539
"P30","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.595,0.225,0.146,0.16
"P30","Ramiro Marra por la Libertad Avanza",0.106,0.56,0.029,0.059
"P30","Vanina Biasi por el Frente de Izquierda",0.004,0.007,0.031,0.037
"P30","Otros",0.088,0.035,0.034,0.058
"P30","En blanco",0.054,0.012,0.03,0.028
"P30","No sabe",0.066,0.049,0.019,0.119
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.178,0.131,0.777,0.524
"P33","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.782,0.594,0.04,0.083
"P33","En blanco",0.025,0.188,0.16,0.025
"P33","No sabe",0.015,0.087,0.023,0.368
"P35","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.173,0.156,0.761,0.568
"P35","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.665,0.366,0.084,0.1
"P35","En blanco",0.108,0.354,0.128,0.029
"P35","No sabe",0.054,0.124,0.027,0.303
"P36","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.648,0.153,0.25,0.168
"P36","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.23,0.79,0.027,0.071
"P36","En blanco",0.062,0.032,0.656,0.129
"P36","No sabe",0.06,0.025,0.067,0.632
"P37","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.176,0.137,0.782,0.527
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.41,0.787,0.021,0.061
"P37","En blanco",0.233,0.04,0.192,0.032
"P37","No sabe",0.181,0.036,0.005,0.38
"P38","Leandro Santoro por Unión por la Patria",0.146,0.126,0.748,0.554
"P38","Jorge Macri por Juntos por el Cambio",0.768,0.631,0.046,0.105
"P38","En blanco",0.058,0.182,0.202,0.04
"P38","No sabe",0.028,0.061,0.004,0.301
"P39","Leandro Santoro por Unión por la Patria",0.119,0.115,0.732,0.509
"P39","Martin Lousteau por Juntos por el Cambio",0.68,0.454,0.147,0.149
"P39","En blanco",0.133,0.379,0.112,0.052
"P39","No sabe",0.068,0.052,0.009,0.29
"P40","Lo votaría",0.115,0.119,0.74,0.53
"P40","Puede que lo vote",0.125,0.155,0.091,0.063
"P40","Nunca lo votaría",0.739,0.663,0.14,0.283
"P40","No sabe",0.021,0.063,0.029,0.124
"P41","Lo votaría",0.1,0.085,0.527,0.36
"P41","Puede que lo vote",0.045,0.103,0.177,0.104
"P41","Nunca lo votaría",0.847,0.767,0.258,0.409
"P41","No sabe",0.008,0.045,0.038,0.127
"P42","Lo votaría",0.744,0.283,0.065,0.089
"P42","Puede que lo vote",0.095,0.323,0.069,0.101
"P42","Nunca lo votaría",0.154,0.327,0.829,0.668
"P42","No sabe",0.007,0.067,0.037,0.142
"P43","Lo votaría",0.519,0.188,0.1,0.089
"P43","Puede que lo vote",0.288,0.222,0.117,0.081
"P43","Nunca lo votaría",0.176,0.536,0.751,0.649
