"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P20","Firme y decidido",0.112,0.106,0.28,0.34,0.362,0.452
"P21","Si",0.718,0.555,0.38,0.287,0.349,0.744
"P21","No",0.115,0.22,0.316,0.479,0.413,0.188
"P21","No sabe",0.167,0.225,0.304,0.234,0.238,0.068
"P22","Si",0.602,0.415,0.291,0.205,0.355,0.392
"P22","No",0.169,0.235,0.289,0.504,0.543,0.125
"P22","No sabe",0.229,0.35,0.42,0.291,0.102,0.483
"P25","Muy de acuerdo",0.381,0.2,0.415,0.412,0.573,0.485
"P25","De acuerdo",0.125,0.258,0.106,0.166,0.248,0
"P25","Ni de acuerdo ni en desacuerdo",0.135,0.089,0.212,0.117,0.044,0.17
"P25","En desacuerdo",0.085,0.191,0.126,0.051,0.065,0
"P25","Muy en desacuerdo",0.271,0.251,0.119,0.199,0.058,0.331
"P25","No sabe",0.003,0.011,0.022,0.055,0.012,0.014
"P26","Muy de acuerdo",0.391,0.21,0.398,0.454,0.637,0.484
"P26","De acuerdo",0.106,0.212,0.101,0.099,0.108,0
"P26","Ni de acuerdo ni en desacuerdo",0.097,0.128,0.206,0.104,0.04,0.171
"P26","En desacuerdo",0.091,0.16,0.126,0.087,0.053,0
"P26","Muy en desacuerdo",0.288,0.277,0.128,0.235,0.141,0.345
"P26","No sabe",0.027,0.013,0.041,0.021,0.021,0
"P27","Muy buena",0.354,0.155,0.118,0.061,0.158,0
"P27","Buena",0.257,0.418,0.189,0.157,0.19,0.028
"P27","Ni buena ni mala",0.252,0.304,0.419,0.345,0.251,0.804
"P27","Mala",0.051,0.054,0.173,0.238,0.176,0.039
"P27","Muy mala",0.065,0.055,0.086,0.199,0.216,0.129
"P27","No sabe",0.021,0.014,0.015,0,0.009,0
"P28","Muy buena",0.206,0.102,0.087,0.032,0.055,0.016
"P28","Buena",0.191,0.33,0.137,0.115,0.047,0.067
"P28","Ni buena ni mala",0.325,0.303,0.427,0.29,0.205,0.269
"P28","Mala",0.129,0.187,0.14,0.318,0.126,0
"P28","Muy mala",0.105,0.031,0.157,0.226,0.401,0.42
"P28","No sabe",0.044,0.047,0.052,0.019,0.166,0.228
"P29","Muy buena",0.155,0.124,0.039,0.009,0.074,0.016
"P29","Buena",0.091,0.227,0.161,0.149,0.037,0.393
"P29","Ni buena ni mala",0.262,0.248,0.319,0.144,0.144,0.412
"P29","Mala",0.293,0.294,0.181,0.371,0.157,0
"P29","Muy mala",0.177,0.103,0.248,0.318,0.5,0.179
"P29","No sabe",0.022,0.004,0.052,0.009,0.088,0
"P30","Muy buena",0.131,0.104,0.044,0.026,0.013,0
"P30","Buena",0.14,0.182,0.092,0.106,0.208,0.392
"P30","Ni buena ni mala",0.439,0.416,0.444,0.326,0.313,0.181
"P30","Mala",0.135,0.207,0.161,0.251,0.052,0
"P30","Muy mala",0.125,0.055,0.191,0.291,0.317,0.094
"P30","No sabe",0.03,0.036,0.068,0,0.097,0.333
"P31","Muy buena",0.197,0.124,0.077,0.087,0.18,0.144
"P31","Buena",0.167,0.275,0.119,0.199,0.054,0.049
"P31","Ni buena ni mala",0.301,0.3,0.327,0.224,0.089,0.083
"P31","Mala",0.169,0.186,0.143,0.181,0.094,0.362
"P31","Muy mala",0.133,0.096,0.293,0.301,0.46,0.028
"P31","No sabe",0.033,0.019,0.041,0.008,0.123,0.334
"P32","Muy buena",0.297,0.28,0.142,0.142,0.158,0.086
"P32","Buena",0.065,0.133,0.088,0.064,0.041,0
"P32","Ni buena ni mala",0.149,0.157,0.169,0.074,0.011,0.271
"P32","Mala",0.191,0.162,0.143,0.163,0.011,0.223
"P32","Muy mala",0.29,0.247,0.44,0.535,0.748,0.42
"P32","No sabe",0.008,0.021,0.018,0.022,0.031,0
"P33","Muy buena",0.158,0.138,0.121,0.098,0.3,0.482
"P33","Buena",0.121,0.209,0.151,0.156,0.144,0.025
"P33","Ni buena ni mala",0.144,0.12,0.332,0.19,0.197,0.271
"P33","Mala",0.197,0.216,0.183,0.246,0.115,0.137
"P33","Muy mala",0.376,0.268,0.195,0.289,0.232,0.085
"P33","No sabe",0.004,0.049,0.018,0.021,0.012,0
"P34","Muy buena",0.205,0.133,0.079,0.174,0.107,0
"P34","Buena",0.157,0.271,0.164,0.101,0.024,0.058
"P34","Ni buena ni mala",0.155,0.183,0.177,0.05,0.039,0.434
"P34","Mala",0.172,0.112,0.158,0.174,0.049,0.086
"P34","Muy mala",0.306,0.251,0.404,0.481,0.781,0.422
"P34","No sabe",0.005,0.05,0.018,0.02,0,0
"P35","Muy buena",0.303,0.265,0.363,0.373,0.609,0.481
"P35","Buena",0.1,0.165,0.155,0.102,0.094,0.164
"P35","Ni buena ni mala",0.081,0.104,0.188,0.081,0.025,0.016
"P35","Mala",0.142,0.165,0.085,0.135,0.061,0
"P35","Muy mala",0.37,0.301,0.19,0.283,0.211,0.339
"P35","No sabe",0.004,0,0.019,0.026,0,0
"P36","Muy buena",0.306,0.166,0.277,0.306,0.402,0.48
"P36","Buena",0.136,0.278,0.235,0.247,0.291,0.164
"P36","Ni buena ni mala",0.121,0.102,0.183,0.073,0.034,0.016
"P36","Mala",0.086,0.133,0.104,0.14,0.041,0
"P36","Muy mala",0.347,0.321,0.18,0.219,0.232,0.34
"P36","No sabe",0.004,0,0.021,0.015,0,0
"P37","Muy buena",0.201,0.107,0.136,0.351,0.34,0.369
"P37","Buena",0.152,0.252,0.182,0.149,0.092,0.164
"P37","Ni buena ni mala",0.217,0.179,0.35,0.221,0.232,0.042
"P37","Mala",0.094,0.225,0.138,0.074,0.046,0
"P37","Muy mala",0.33,0.223,0.158,0.181,0.223,0.34
"P37","No sabe",0.006,0.014,0.036,0.024,0.067,0.085
"P38","Muy buena",0.35,0.275,0.352,0.518,0.751,0.426
"P38","Buena",0.107,0.224,0.14,0.128,0.062,0.141
"P38","Ni buena ni mala",0.145,0.095,0.256,0.089,0.036,0.015
"P38","Mala",0.096,0.165,0.064,0.066,0.029,0
"P38","Muy mala",0.299,0.234,0.159,0.189,0.122,0.332
"P38","No sabe",0.003,0.007,0.029,0.01,0,0.086
"P39","Muy buena",0.201,0.104,0.125,0.157,0.177,0
"P39","Buena",0.165,0.267,0.14,0.199,0.157,0.029
"P39","Ni buena ni mala",0.337,0.33,0.444,0.368,0.312,0.203
"P39","Mala",0.123,0.161,0.093,0.136,0.108,0.445
"P39","Muy mala",0.155,0.098,0.115,0.131,0.246,0.323
"P39","No sabe",0.019,0.04,0.083,0.009,0,0
"P40","Muy buena",0.165,0.126,0.181,0.175,0.202,0.029
"P40","Buena",0.129,0.188,0.174,0.207,0.094,0.412
"P40","Ni buena ni mala",0.238,0.195,0.293,0.279,0.219,0.2
"P40","Mala",0.12,0.187,0.103,0.127,0.067,0
"P40","Muy mala",0.335,0.253,0.176,0.207,0.291,0.359
"P40","No sabe",0.013,0.051,0.073,0.005,0.127,0
"P41","Muy buena",0.167,0.08,0.112,0.151,0.351,0
"P41","Buena",0.091,0.2,0.211,0.229,0.151,0.468
"P41","Ni buena ni mala",0.342,0.262,0.368,0.321,0.107,0.173
"P41","Mala",0.11,0.204,0.094,0.098,0.054,0
"P41","Muy mala",0.236,0.161,0.105,0.179,0.249,0.359
"P41","No sabe",0.054,0.093,0.11,0.022,0.088,0
