"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P08","Siempre",0.267,0.157,0.149,0.178,0.193,0.229
"P08","Casi siempre",0.327,0.541,0.282,0.356,0.454,0.346
"P08","Casi nunca",0.304,0.229,0.416,0.372,0.287,0.385
"P08","Nunca, pero esta es una excepción",0.102,0.073,0.153,0.094,0.066,0.04
"P09","Muy buena",0.318,0.119,0.056,0.036,0.128,0.04
"P09","Buena",0.253,0.347,0.203,0.231,0.108,0.129
"P09","Ni buena ni mala",0.303,0.425,0.475,0.404,0.279,0.279
"P09","Mala",0.089,0.079,0.222,0.217,0.183,0.215
"P09","Muy mala",0.028,0.018,0.02,0.097,0.272,0.072
"P09","No sabe",0.009,0.012,0.024,0.015,0.03,0.265
"P10","Muy buena",0.414,0.108,0.121,0.089,0.147,0.088
"P10","Buena",0.302,0.449,0.269,0.233,0.242,0.057
"P10","Ni buena ni mala",0.222,0.349,0.356,0.34,0.197,0.348
"P10","Mala",0.034,0.05,0.148,0.26,0.191,0.228
"P10","Muy mala",0.018,0.034,0.079,0.042,0.202,0.017
"P10","No sabe",0.01,0.01,0.027,0.036,0.021,0.262
"P11","Muy de acuerdo",0.249,0.101,0.095,0.068,0.063,0.162
"P11","De acuerdo",0.199,0.339,0.138,0.124,0.169,0
"P11","Ni de acuerdo ni en desacuerdo",0.352,0.282,0.45,0.421,0.155,0.38
"P11","En desacuerdo",0.037,0.062,0.124,0.208,0.029,0.129
"P11","Muy en desacuerdo",0.013,0.008,0.075,0.043,0.334,0.206
"P11","No sabe",0.15,0.208,0.118,0.136,0.25,0.123
"P14","Muy de acuerdo",0.286,0.134,0.077,0.014,0.061,0
"P14","De acuerdo",0.117,0.184,0.085,0.073,0.012,0.113
"P14","Ni de acuerdo ni en desacuerdo",0.274,0.346,0.427,0.343,0.111,0.127
"P14","En desacuerdo",0.158,0.247,0.239,0.356,0.238,0
"P14","Muy en desacuerdo",0.124,0.05,0.107,0.144,0.482,0.061
"P14","No sabe",0.041,0.039,0.065,0.07,0.096,0.699
"P16","Si",0.612,0.426,0.338,0.34,0.266,0.053
"P16","No",0.206,0.28,0.303,0.413,0.534,0.303
"P16","No sabe",0.182,0.294,0.359,0.247,0.2,0.644
"P17","Muy de acuerdo",0.52,0.264,0.27,0.271,0.327,0.109
"P17","De acuerdo",0.217,0.357,0.186,0.229,0.22,0.417
"P17","Ni de acuerdo ni en desacuerdo",0.173,0.221,0.355,0.26,0.155,0.051
"P17","En desacuerdo",0.044,0.087,0.101,0.192,0.054,0.288
"P17","Muy en desacuerdo",0.023,0.032,0.047,0.014,0.209,0.073
"P17","No sabe",0.023,0.039,0.041,0.034,0.035,0.062
"P18","Muy de acuerdo",0.286,0.035,0.08,0.052,0.1,0
"P18","De acuerdo",0.261,0.386,0.204,0.163,0.149,0.15
"P18","Ni de acuerdo ni en desacuerdo",0.283,0.302,0.363,0.299,0.17,0.279
"P18","En desacuerdo",0.105,0.14,0.161,0.406,0.331,0.046
"P18","Muy en desacuerdo",0.037,0.051,0.135,0.051,0.226,0.362
"P18","No sabe",0.028,0.086,0.057,0.029,0.024,0.163
"P19","Muy de acuerdo",0.421,0.17,0.154,0.237,0.269,0.124
"P19","De acuerdo",0.12,0.33,0.129,0.137,0.145,0.131
"P19","Ni de acuerdo ni en desacuerdo",0.264,0.269,0.357,0.146,0.126,0.252
"P19","En desacuerdo",0.103,0.094,0.152,0.351,0.089,0
"P19","Muy en desacuerdo",0.063,0.074,0.166,0.114,0.311,0.393
"P19","No sabe",0.029,0.063,0.042,0.015,0.06,0.1
"P20","Autoritaria",0.514,0.364,0.236,0.262,0.192,0.335
"P20","Inexperta negociando",0.135,0.248,0.136,0.128,0.006,0.003
"P20","Indecisa",0.078,0.063,0.102,0.003,0.07,0.065
"P20","Prudente",0.111,0.176,0.138,0.12,0.101,0.142
"P20","Hábil negociando",0.05,0.043,0.108,0.147,0.269,0.003
