"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P08","Siempre",0.162,0.195,0.275,0.276
"P08","Casi siempre",0.415,0.396,0.374,0.366
"P08","Casi nunca",0.334,0.285,0.264,0.161
"P08","Nunca, pero esta es una excepción",0.089,0.124,0.087,0.197
"P09","Positiva",0.477,0.363,0.419,0.157
"P09","Neutra",0.288,0.421,0.414,0.185
"P09","Negativa",0.212,0.197,0.151,0.494
"P09","No sabe",0.023,0.019,0.016,0.164
"P10","Positiva",0.518,0.521,0.573,0.34
"P10","Neutra",0.262,0.283,0.29,0.415
"P10","Negativa",0.193,0.183,0.107,0.215
"P10","No sabe",0.027,0.013,0.03,0.03
"P11","Muy de acuerdo",0.148,0.082,0.164,0
"P11","De acuerdo",0.185,0.181,0.231,0.278
"P11","Ni de acuerdo ni en desacuerdo",0.321,0.451,0.34,0.269
"P11","En desacuerdo",0.104,0.068,0.05,0.03
"P11","Muy en desacuerdo",0.101,0.039,0.021,0
"P11","No sabe",0.141,0.179,0.194,0.423
"P14","Muy de acuerdo",0.139,0.144,0.189,0.071
"P14","De acuerdo",0.085,0.087,0.136,0.05
"P14","Ni de acuerdo ni en desacuerdo",0.266,0.334,0.316,0.564
"P14","En desacuerdo",0.272,0.236,0.164,0.033
"P14","Muy en desacuerdo",0.18,0.125,0.114,0.133
"P14","No sabe",0.058,0.074,0.081,0.149
"P15","Muy de acuerdo",0.359,0.355,0.439,0.117
"P15","De acuerdo",0.198,0.159,0.252,0.133
"P15","Ni de acuerdo ni en desacuerdo",0.158,0.282,0.151,0.329
"P15","En desacuerdo",0.196,0.14,0.102,0.173
"P15","Muy en desacuerdo",0.072,0.062,0.045,0.2
"P15","No sabe",0.017,0.002,0.011,0.048
"P16","Si",0.531,0.397,0.432,0.157
"P16","No",0.256,0.323,0.299,0.145
"P16","No sabe",0.213,0.28,0.269,0.698
"P17","Muy de acuerdo",0.359,0.323,0.358,0.157
"P17","De acuerdo",0.278,0.231,0.26,0.152
"P17","Ni de acuerdo ni en desacuerdo",0.205,0.259,0.221,0.438
"P17","En desacuerdo",0.111,0.084,0.068,0.116
"P17","Muy en desacuerdo",0.014,0.065,0.062,0.093
"P17","No sabe",0.033,0.038,0.031,0.044
"P18","Muy de acuerdo",0.113,0.059,0.219,0.087
"P18","De acuerdo",0.207,0.226,0.357,0.202
"P18","Ni de acuerdo ni en desacuerdo",0.246,0.384,0.255,0.272
"P18","En desacuerdo",0.233,0.226,0.087,0.264
"P18","Muy en desacuerdo",0.14,0.071,0.047,0.067
"P18","No sabe",0.061,0.034,0.035,0.108
"P19","Muy de acuerdo",0.241,0.139,0.427,0.197
"P19","De acuerdo",0.155,0.188,0.179,0.149
