"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P08","Siempre",0.352,0.188,0.205,0.151,0.103,0.025
"P08","Casi siempre",0.326,0.506,0.37,0.416,0.298,0.417
"P08","Casi nunca",0.248,0.251,0.312,0.305,0.4,0.43
"P08","Nunca, pero esta es una excepción",0.074,0.055,0.113,0.128,0.199,0.128
"P09","Muy buena",0.375,0.092,0.136,0.068,0.042,0.019
"P09","Buena",0.22,0.369,0.301,0.21,0.121,0.147
"P09","Ni buena ni mala",0.289,0.322,0.45,0.431,0.287,0.585
"P09","Mala",0.091,0.138,0.104,0.199,0.322,0.082
"P09","Muy mala",0.013,0.066,0.003,0.092,0.166,0.016
"P09","No sabe",0.012,0.013,0.006,0,0.062,0.151
"P10","Muy buena",0.407,0.164,0.219,0.118,0.07,0.073
"P10","Buena",0.273,0.505,0.328,0.194,0.202,0.482
"P10","Ni buena ni mala",0.242,0.19,0.362,0.371,0.257,0.219
"P10","Mala",0.067,0.092,0.05,0.22,0.213,0.059
"P10","Muy mala",0.005,0.027,0.026,0.083,0.213,0.016
"P10","No sabe",0.006,0.022,0.015,0.014,0.045,0.151
"P11","Muy de acuerdo",0.288,0.146,0.149,0.069,0.014,0.055
"P11","De acuerdo",0.179,0.347,0.263,0.098,0.035,0.049
"P11","Ni de acuerdo ni en desacuerdo",0.317,0.294,0.414,0.432,0.302,0.147
"P11","En desacuerdo",0.069,0.075,0.065,0.176,0.059,0
"P11","Muy en desacuerdo",0.02,0.023,0.009,0.042,0.299,0.016
"P11","No sabe",0.127,0.115,0.1,0.183,0.291,0.733
"P14","Muy de acuerdo",0.297,0.152,0.213,0.021,0.015,0.022
"P14","De acuerdo",0.093,0.199,0.069,0.137,0.042,0.067
"P14","Ni de acuerdo ni en desacuerdo",0.298,0.32,0.386,0.297,0.166,0.164
"P14","En desacuerdo",0.165,0.233,0.187,0.345,0.247,0.29
"P14","Muy en desacuerdo",0.124,0.061,0.068,0.147,0.383,0.156
"P14","No sabe",0.023,0.035,0.077,0.053,0.147,0.301
"P15","Muy de acuerdo",0.57,0.266,0.384,0.269,0.206,0.273
"P15","De acuerdo",0.127,0.403,0.216,0.136,0.133,0.329
"P15","Ni de acuerdo ni en desacuerdo",0.11,0.15,0.274,0.21,0.288,0.21
"P15","En desacuerdo",0.119,0.112,0.079,0.341,0.139,0.051
"P15","Muy en desacuerdo",0.069,0.06,0.035,0.044,0.193,0.107
"P15","No sabe",0.005,0.009,0.012,0,0.041,0.03
"P16","Si",0.577,0.428,0.426,0.37,0.378,0.294
"P16","No",0.227,0.35,0.277,0.386,0.379,0.114
"P16","No sabe",0.196,0.222,0.297,0.244,0.243,0.592
"P17","Muy de acuerdo",0.569,0.29,0.286,0.307,0.211,0.315
"P17","De acuerdo",0.189,0.434,0.24,0.176,0.208,0.122
"P17","Ni de acuerdo ni en desacuerdo",0.158,0.182,0.399,0.196,0.159,0.172
"P17","En desacuerdo",0.055,0.04,0.033,0.274,0.168,0.027
"P17","Muy en desacuerdo",0.021,0.034,0.03,0.022,0.172,0.049
"P17","No sabe",0.008,0.02,0.012,0.025,0.082,0.315
"P18","Muy de acuerdo",0.325,0.054,0.114,0.074,0.048,0.026
"P18","De acuerdo",0.272,0.497,0.252,0.088,0.092,0.089
"P18","Ni de acuerdo ni en desacuerdo",0.214,0.24,0.488,0.247,0.213,0.158
"P18","En desacuerdo",0.135,0.148,0.11,0.498,0.132,0.129
"P18","Muy en desacuerdo",0.023,0.01,0.026,0.078,0.474,0.056
"P18","No sabe",0.031,0.051,0.01,0.015,0.041,0.542
