"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P08","Siempre",0.255,0.208,0.212,0.09
"P08","Casi siempre",0.381,0.31,0.38,0.284
"P08","Casi nunca",0.221,0.392,0.357,0.51
"P08","Nunca, pero esta es una excepción",0.143,0.09,0.051,0.116
"P09","Positiva",0.619,0.296,0.217,0.212
"P09","Neutra",0.245,0.54,0.382,0.58
"P09","Negativa",0.116,0.151,0.387,0.076
"P09","No sabe",0.02,0.013,0.014,0.132
"P10","Positiva",0.678,0.413,0.339,0.271
"P10","Neutra",0.232,0.46,0.262,0.343
"P10","Negativa",0.065,0.115,0.387,0.124
"P10","No sabe",0.025,0.012,0.012,0.262
"P11","Muy de acuerdo",0.328,0.114,0.028,0.05
"P11","De acuerdo",0.356,0.247,0.089,0.12
"P11","Ni de acuerdo ni en desacuerdo",0.221,0.494,0.228,0.136
"P11","En desacuerdo",0.015,0.041,0.325,0.023
"P11","Muy en desacuerdo",0.008,0.009,0.218,0
"P11","No sabe",0.072,0.095,0.112,0.671
"P12","Positiva",0.853,0.18,0.063,0.077
"P12","Neutra",0.118,0.656,0.11,0.288
"P12","Negativa",0.015,0.134,0.77,0.041
"P12","No sabe",0.014,0.03,0.057,0.594
"P14","Muy de acuerdo",0.312,0.084,0.017,0.053
"P14","De acuerdo",0.21,0.051,0.037,0.024
"P14","Ni de acuerdo ni en desacuerdo",0.303,0.484,0.177,0.329
"P14","En desacuerdo",0.13,0.223,0.438,0.159
"P14","Muy en desacuerdo",0.028,0.101,0.297,0.116
"P14","No sabe",0.017,0.057,0.034,0.319
"P15","Muy de acuerdo",0.444,0.275,0.238,0.35
"P15","De acuerdo",0.279,0.214,0.188,0.349
"P15","Ni de acuerdo ni en desacuerdo",0.173,0.361,0.221,0.017
"P15","En desacuerdo",0.078,0.104,0.161,0.096
"P15","Muy en desacuerdo",0.01,0.046,0.172,0.159
"P15","No sabe",0.016,0,0.02,0.029
"P16","Si",0.539,0.345,0.416,0.165
"P16","No",0.226,0.331,0.368,0.273
"P16","No sabe",0.235,0.324,0.216,0.562
"P17","Muy de acuerdo",0.427,0.336,0.347,0.097
"P17","De acuerdo",0.29,0.209,0.177,0.208
"P17","Ni de acuerdo ni en desacuerdo",0.173,0.3,0.187,0.258
"P17","En desacuerdo",0.062,0.087,0.132,0.221
"P17","Muy en desacuerdo",0.027,0.051,0.069,0.019
"P17","No sabe",0.021,0.017,0.088,0.197
"P18","Muy de acuerdo",0.264,0.065,0.081,0.097
"P18","De acuerdo",0.258,0.182,0.151,0.021
"P18","Ni de acuerdo ni en desacuerdo",0.271,0.514,0.219,0.294
"P18","En desacuerdo",0.144,0.136,0.322,0.188
"P18","Muy en desacuerdo",0.019,0.07,0.147,0.21
"P18","No sabe",0.044,0.033,0.08,0.19
"P19","Muy de acuerdo",0.334,0.209,0.185,0.166
"P19","De acuerdo",0.191,0.219,0.13,0.224
"P19","Ni de acuerdo ni en desacuerdo",0.255,0.34,0.159,0.176
"P19","En desacuerdo",0.151,0.1,0.264,0.327
"P19","Muy en desacuerdo",0.034,0.094,0.212,0.101
"P19","No sabe",0.035,0.038,0.05,0.006
"P20","Autoritaria",0.482,0.321,0.225,0.124
"P20","Inexperta negociando",0.206,0.152,0.086,0.298
"P20","Indecisa",0.091,0.131,0.05,0.06
"P20","Prudente",0.095,0.124,0.171,0.271
"P20","Hábil negociando",0.029,0.07,0.147,0.006
"P20","Firme y decidido",0.097,0.202,0.321,0.241
"P21","Si",0.746,0.424,0.356,0.404
"P21","No",0.148,0.169,0.405,0.161
"P21","No sabe",0.106,0.407,0.239,0.435
"P22","Si",0.59,0.325,0.261,0.48
"P22","No",0.17,0.206,0.445,0.077
"P22","No sabe",0.24,0.469,0.294,0.443
"P23","Si",0.71,0.352,0.068,0.028
"P23","No",0.119,0.218,0.859,0.596
"P23","No sabe",0.171,0.43,0.073,0.376
"P24","Si",0.498,0.17,0.012,0.232
"P24","No",0.146,0.367,0.926,0.283
"P24","No sabe",0.356,0.463,0.062,0.485
"P25","Muy de acuerdo",0.315,0.349,0.459,0.504
"P25","De acuerdo",0.145,0.13,0.209,0.068
"P25","Ni de acuerdo ni en desacuerdo",0.187,0.171,0.104,0.075
"P25","En desacuerdo",0.139,0.157,0.075,0
"P25","Muy en desacuerdo",0.205,0.19,0.153,0.264
"P25","No sabe",0.009,0.003,0,0.089
"P26","Muy de acuerdo",0.343,0.345,0.496,0.519
"P26","De acuerdo",0.11,0.16,0.15,0.07
"P26","Ni de acuerdo ni en desacuerdo",0.109,0.137,0.109,0.077
"P26","En desacuerdo",0.182,0.151,0.067,0
"P26","Muy en desacuerdo",0.237,0.169,0.174,0.243
"P26","No sabe",0.019,0.038,0.004,0.091
"P27","Positiva",0.582,0.432,0.308,0.333
"P27","Neutra",0.262,0.342,0.332,0.419
"P27","Negativa",0.155,0.189,0.357,0.078
"P27","No sabe",0.001,0.037,0.003,0.17
"P28","Positiva",0.788,0.191,0.054,0
"P28","Neutra",0.175,0.571,0.058,0.722
"P28","Negativa",0.034,0.212,0.885,0.103
"P28","No sabe",0.003,0.026,0.003,0.175
"P29","Positiva",0.52,0.156,0.055,0.171
"P29","Neutra",0.289,0.295,0.112,0.154
"P29","Negativa",0.19,0.514,0.82,0.567
"P29","No sabe",0.001,0.035,0.013,0.108
"P30","Positiva",0.34,0.222,0.041,0.077
"P30","Neutra",0.431,0.422,0.317,0.586
"P30","Negativa",0.199,0.316,0.618,0.229
"P30","No sabe",0.03,0.04,0.024,0.108
"P31","Positiva",0.357,0.233,0.108,0.268
"P31","Neutra",0.352,0.34,0.206,0.296
"P31","Negativa",0.284,0.394,0.677,0.305
"P31","No sabe",0.007,0.033,0.009,0.131
"P32","Positiva",0.419,0.298,0.152,0.15
"P32","Neutra",0.124,0.101,0.057,0.19
"P32","Negativa",0.433,0.589,0.784,0.66
"P32","No sabe",0.024,0.012,0.007,0
"P33","Positiva",0.283,0.271,0.377,0.549
"P33","Neutra",0.139,0.234,0.16,0.283
"P33","Negativa",0.548,0.469,0.455,0.168
"P33","No sabe",0.03,0.026,0.008,0
"P34","Positiva",0.408,0.298,0.197,0.047
"P34","Neutra",0.156,0.148,0.064,0.294
"P34","Negativa",0.398,0.542,0.735,0.659
"P34","No sabe",0.038,0.012,0.004,0
"P35","Positiva",0.407,0.462,0.537,0.592
"P35","Neutra",0.14,0.162,0.053,0.23
"P35","Negativa",0.453,0.362,0.4,0.178
"P35","No sabe",0,0.014,0.01,0
"P36","Positiva",0.432,0.467,0.644,0.595
"P36","Neutra",0.109,0.152,0.058,0.13
"P36","Negativa",0.459,0.355,0.294,0.275
"P36","No sabe",0,0.026,0.004,0
"P37","Positiva",0.319,0.312,0.454,0.455
"P37","Neutra",0.234,0.272,0.278,0.222
"P37","Negativa",0.442,0.365,0.26,0.143
"P37","No sabe",0.005,0.051,0.008,0.18
"P38","Positiva",0.43,0.478,0.627,0.663
"P38","Neutra",0.186,0.187,0.128,0.104
"P38","Negativa",0.382,0.308,0.233,0.233
"P38","No sabe",0.002,0.027,0.012,0
"P39","Positiva",0.395,0.307,0.24,0.365
"P39","Neutra",0.327,0.425,0.44,0.517
"P39","Negativa",0.26,0.218,0.302,0.091
"P39","No sabe",0.018,0.05,0.018,0.027
"P40","Positiva",0.366,0.295,0.352,0.341
"P40","Neutra",0.151,0.367,0.282,0.419
"P40","Negativa",0.456,0.312,0.362,0.167
"P40","No sabe",0.027,0.026,0.004,0.073
"P41","Positiva",0.318,0.336,0.309,0.384
"P41","Neutra",0.245,0.363,0.378,0.375
"P41","Negativa",0.411,0.233,0.286,0.045
"P41","No sabe",0.026,0.068,0.027,0.196
