"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P26","Ni de acuerdo ni en desacuerdo",0.015,0.179,0.633,0.033,0.001,0.103
"P26","En desacuerdo",0.004,0.034,0.115,0.744,0.026,0
"P26","Muy en desacuerdo",0.014,0.016,0.028,0.145,0.971,0.109
"P26","No sabe",0,0.033,0.076,0.013,0.001,0.53
"P27","Muy buena",0.207,0.132,0.277,0.29,0.19,0.077
"P27","Buena",0.19,0.385,0.184,0.312,0.278,0.29
"P27","Ni buena ni mala",0.318,0.282,0.433,0.259,0.278,0.558
"P27","Mala",0.148,0.14,0.082,0.083,0.069,0
"P27","Muy mala",0.126,0.059,0.018,0.056,0.144,0.051
"P27","No sabe",0.011,0.002,0.006,0,0.041,0.024
"P28","Muy buena",0.11,0.095,0.073,0.189,0.161,0.205
"P28","Buena",0.132,0.258,0.17,0.353,0.152,0.289
"P28","Ni buena ni mala",0.283,0.223,0.47,0.262,0.425,0.258
"P28","Mala",0.203,0.233,0.151,0.161,0.088,0.146
"P28","Muy mala",0.243,0.109,0.036,0.018,0.119,0.078
"P28","No sabe",0.029,0.082,0.1,0.017,0.055,0.024
"P29","Muy buena",0.088,0.086,0.067,0.23,0.08,0.074
"P29","Buena",0.089,0.197,0.207,0.224,0.095,0.301
"P29","Ni buena ni mala",0.206,0.258,0.357,0.181,0.286,0.07
"P29","Mala",0.292,0.226,0.249,0.305,0.271,0.258
"P29","Muy mala",0.315,0.199,0.082,0.057,0.241,0
"P29","No sabe",0.01,0.034,0.038,0.003,0.027,0.297
"P30","Muy buena",0.08,0.102,0.056,0.142,0.075,0.021
"P30","Buena",0.132,0.179,0.17,0.228,0.063,0.257
"P30","Ni buena ni mala",0.328,0.409,0.541,0.383,0.461,0.466
"P30","Mala",0.193,0.133,0.156,0.186,0.147,0.078
"P30","Muy mala",0.248,0.131,0.02,0.024,0.197,0
"P30","No sabe",0.019,0.046,0.057,0.037,0.057,0.178
"P31","Muy buena",0.131,0.072,0.156,0.207,0.141,0.458
"P31","Buena",0.081,0.201,0.134,0.254,0.291,0.255
"P31","Ni buena ni mala",0.182,0.284,0.397,0.328,0.339,0.165
"P31","Mala",0.198,0.172,0.22,0.151,0.105,0
"P31","Muy mala",0.373,0.206,0.058,0.038,0.101,0
"P31","No sabe",0.035,0.065,0.035,0.022,0.023,0.122
"P32","Muy buena",0.083,0.079,0.09,0.474,0.541,0
"P32","Buena",0.018,0.082,0.068,0.176,0.142,0.028
"P32","Ni buena ni mala",0.036,0.129,0.263,0.134,0.206,0.477
"P32","Mala",0.191,0.184,0.216,0.164,0.075,0.031
"P32","Muy mala",0.647,0.526,0.329,0.045,0.034,0.352
"P32","No sabe",0.025,0,0.034,0.007,0.002,0.112
"P33","Muy buena",0.306,0.11,0.05,0.083,0.029,0.119
"P33","Buena",0.191,0.334,0.126,0.055,0.007,0.377
"P33","Ni buena ni mala",0.239,0.202,0.366,0.089,0.04,0.118
"P33","Mala",0.166,0.166,0.298,0.516,0.082,0.059
"P33","Muy mala",0.087,0.138,0.128,0.253,0.838,0.215
"P33","No sabe",0.011,0.05,0.032,0.004,0.004,0.112
"P34","Muy buena",0.115,0.08,0.074,0.274,0.26,0
"P34","Buena",0.038,0.107,0.11,0.283,0.35,0.58
"P34","Ni buena ni mala",0.02,0.15,0.306,0.202,0.221,0.11
"P34","Mala",0.18,0.194,0.247,0.096,0.045,0.045
"P34","Muy mala",0.626,0.469,0.237,0.083,0.124,0.208
"P34","No sabe",0.021,0,0.026,0.062,0,0.057
"P35","Muy buena",0.762,0.303,0.036,0.012,0.019,0.454
"P35","Buena",0.093,0.361,0.209,0.044,0.007,0
"P35","Ni buena ni mala",0.025,0.111,0.407,0.144,0.028,0.144
"P35","Mala",0.045,0.079,0.152,0.569,0.078,0.044
"P35","Muy mala",0.073,0.14,0.162,0.231,0.857,0.302
"P35","No sabe",0.002,0.006,0.034,0,0.011,0.056
"P36","Muy buena",0.572,0.351,0.093,0.013,0.001,0.353
"P36","Buena",0.306,0.375,0.296,0.021,0.006,0
"P36","Ni buena ni mala",0.077,0.149,0.344,0.134,0.011,0.26
"P36","Mala",0.024,0.077,0.14,0.535,0.026,0.028
"P36","Muy mala",0.021,0.034,0.093,0.292,0.956,0.303
"P36","No sabe",0,0.014,0.034,0.005,0,0.056
"P37","Muy buena",0.463,0.163,0.039,0.007,0,0.338
"P37","Buena",0.255,0.395,0.106,0.036,0.002,0.116
"P37","Ni buena ni mala",0.215,0.283,0.566,0.218,0.06,0.203
"P37","Mala",0.038,0.083,0.149,0.53,0.08,0.015
"P37","Muy mala",0.017,0.033,0.101,0.204,0.847,0.212
"P37","No sabe",0.012,0.043,0.039,0.005,0.011,0.116
"P38","Muy buena",0.821,0.405,0.12,0.012,0.005,0.469
"P38","Buena",0.102,0.388,0.19,0.13,0.003,0.031
"P38","Ni buena ni mala",0.064,0.111,0.474,0.222,0.062,0.202
"P38","Mala",0.007,0.064,0.087,0.436,0.101,0
"P38","Muy mala",0.001,0.026,0.098,0.189,0.821,0.214
"P38","No sabe",0.005,0.006,0.031,0.011,0.008,0.084
"P39","Muy buena",0.262,0.16,0.108,0.106,0.027,0.341
"P39","Buena",0.217,0.348,0.176,0.123,0.053,0.158
"P39","Ni buena ni mala",0.345,0.391,0.523,0.354,0.285,0.203
"P39","Mala",0.094,0.059,0.101,0.255,0.198,0
"P39","Muy mala",0.066,0.031,0.06,0.099,0.393,0
"P39","No sabe",0.016,0.011,0.032,0.063,0.044,0.298
"P40","Muy buena",0.364,0.109,0.025,0.05,0,0.339
"P40","Buena",0.294,0.237,0.085,0.064,0,0
"P40","Ni buena ni mala",0.218,0.396,0.608,0.117,0.054,0.316
"P40","Mala",0.065,0.108,0.122,0.474,0.082,0.016
"P40","Muy mala",0.044,0.033,0.1,0.26,0.858,0.213
"P40","No sabe",0.015,0.117,0.06,0.035,0.006,0.116
"P41","Muy buena",0.356,0.062,0.009,0.007,0,0.341
"P41","Buena",0.265,0.299,0.082,0.061,0.012,0
"P41","Ni buena ni mala",0.256,0.421,0.653,0.318,0.15,0.251
"P41","Mala",0.042,0.078,0.12,0.371,0.157,0.112
"P41","Muy mala",0.052,0.042,0.068,0.149,0.593,0
"P41","No sabe",0.029,0.098,0.068,0.094,0.088,0.296
