"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P08","Siempre",0.192,0.145,0.195,0.229,0.289,0.053
"P08","Casi siempre",0.369,0.463,0.305,0.405,0.383,0.264
"P08","Casi nunca",0.341,0.303,0.277,0.285,0.262,0.333
"P08","Nunca, pero esta es una excepción",0.098,0.089,0.223,0.081,0.066,0.35
"P09","Muy buena",0.215,0.092,0.142,0.128,0.173,0.032
"P09","Buena",0.226,0.38,0.2,0.327,0.237,0.08
"P09","Ni buena ni mala",0.249,0.35,0.539,0.422,0.423,0.506
"P09","Mala",0.216,0.116,0.073,0.095,0.125,0.115
"P09","Muy mala",0.078,0.032,0.029,0.023,0.025,0
"P09","No sabe",0.016,0.03,0.017,0.005,0.017,0.267
"P10","Muy buena",0.235,0.24,0.229,0.167,0.227,0.083
"P10","Buena",0.212,0.444,0.335,0.55,0.304,0.215
"P10","Ni buena ni mala",0.276,0.187,0.383,0.171,0.315,0.321
"P10","Mala",0.162,0.075,0.018,0.04,0.108,0.145
"P10","Muy mala",0.098,0.036,0.015,0.07,0.011,0
"P10","No sabe",0.017,0.018,0.02,0.002,0.035,0.236
"P11","Muy de acuerdo",0.175,0.154,0.093,0.154,0.132,0.032
"P11","De acuerdo",0.137,0.261,0.163,0.353,0.206,0.021
"P11","Ni de acuerdo ni en desacuerdo",0.325,0.225,0.566,0.265,0.371,0.599
"P11","En desacuerdo",0.107,0.097,0.033,0.107,0.037,0.102
"P11","Muy en desacuerdo",0.112,0.03,0.018,0.004,0.015,0
"P11","No sabe",0.144,0.233,0.127,0.117,0.239,0.246
"P14","Muy de acuerdo",0.15,0.143,0.214,0.317,0.121,0.063
"P14","De acuerdo",0.046,0.136,0.164,0.148,0.125,0.07
"P14","Ni de acuerdo ni en desacuerdo",0.278,0.265,0.349,0.303,0.365,0
"P14","En desacuerdo",0.26,0.224,0.154,0.182,0.184,0.373
"P14","Muy en desacuerdo",0.204,0.098,0.101,0.033,0.125,0.225
"P14","No sabe",0.062,0.134,0.018,0.017,0.08,0.269
"P15","Muy de acuerdo",0.397,0.3,0.388,0.303,0.486,0.072
"P15","De acuerdo",0.11,0.325,0.135,0.359,0.236,0.135
"P15","Ni de acuerdo ni en desacuerdo",0.223,0.131,0.315,0.232,0.109,0.259
"P15","En desacuerdo",0.163,0.152,0.128,0.07,0.136,0.483
"P15","Muy en desacuerdo",0.093,0.092,0.02,0.036,0.016,0.042
"P15","No sabe",0.014,0,0.014,0,0.017,0.009
"P16","Si",0.544,0.4,0.396,0.445,0.382,0.26
"P16","No",0.274,0.28,0.252,0.357,0.331,0.32
"P16","No sabe",0.182,0.32,0.352,0.198,0.287,0.42
"P17","Muy de acuerdo",0.383,0.261,0.308,0.398,0.419,0.049
"P17","De acuerdo",0.228,0.331,0.205,0.281,0.248,0.182
"P17","Ni de acuerdo ni en desacuerdo",0.173,0.256,0.377,0.247,0.171,0.437
"P17","En desacuerdo",0.145,0.043,0.064,0.036,0.078,0.02
"P17","Muy en desacuerdo",0.044,0.05,0.025,0.036,0.049,0.042
"P17","No sabe",0.027,0.059,0.021,0.002,0.035,0.27
"P18","Muy de acuerdo",0.146,0.091,0.051,0.183,0.23,0.032
"P18","De acuerdo",0.121,0.286,0.256,0.565,0.362,0.01
"P18","Ni de acuerdo ni en desacuerdo",0.259,0.255,0.472,0.157,0.273,0.497
"P18","En desacuerdo",0.293,0.165,0.162,0.053,0.06,0
"P18","Muy en desacuerdo",0.169,0.069,0.033,0.011,0.036,0.062
"P18","No sabe",0.012,0.134,0.026,0.031,0.039,0.399
"P19","Muy de acuerdo",0.275,0.153,0.16,0.28,0.477,0.01
"P19","De acuerdo",0.093,0.295,0.166,0.281,0.163,0.115
"P19","Ni de acuerdo ni en desacuerdo",0.219,0.205,0.437,0.312,0.195,0.125
"P19","En desacuerdo",0.225,0.096,0.161,0.1,0.045,0.338
"P19","Muy en desacuerdo",0.172,0.123,0.05,0.002,0.102,0.207
"P19","No sabe",0.016,0.128,0.026,0.025,0.018,0.205
"P20","Autoritaria",0.148,0.192,0.275,0.615,0.82,0.456
"P20","Inexperta negociando",0.056,0.218,0.285,0.145,0.169,0.131
"P20","Indecisa",0.055,0.05,0.173,0.114,0.003,0.023
"P20","Prudente",0.144,0.294,0.103,0.113,0.007,0.07
"P20","Hábil negociando",0.196,0.028,0.054,0.002,0.001,0.062
"P20","Firme y decidido",0.401,0.218,0.11,0.011,0,0.258
"P21","Si",0.47,0.403,0.566,0.687,0.647,0.434
"P21","No",0.358,0.302,0.121,0.178,0.148,0
"P21","No sabe",0.172,0.295,0.313,0.135,0.205,0.566
"P22","Si",0.381,0.375,0.47,0.479,0.494,0.244
"P22","No",0.395,0.411,0.073,0.161,0.189,0
"P22","No sabe",0.224,0.214,0.457,0.36,0.317,0.756
"P26","Muy de acuerdo",0.913,0.233,0.018,0.006,0.001,0.258
"P26","De acuerdo",0.054,0.505,0.13,0.059,0,0
