"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.434,0.405,0.459,0.423,0.452,0.438,0.399,0.469,0.43,0.396,0.754,0.14,0.409,0.362,0.456,0.482,0.474,0.821,0.835,0.094,0.182,0.102
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.325,0.322,0.329,0.247,0.287,0.392,0.458,0.294,0.303,0.398,0.093,0.634,0.337,0.364,0.271,0.267,0.331,0.1,0.105,0.849,0.618,0.316
"En blanco",0.127,0.159,0.098,0.22,0.12,0.073,0.064,0.099,0.156,0.117,0.081,0.115,0.133,0.141,0.16,0.126,0.098,0.038,0.018,0.03,0.061,0.409
"No sabe",0.114,0.114,0.114,0.11,0.141,0.097,0.079,0.138,0.111,0.089,0.072,0.111,0.121,0.133,0.113,0.125,0.097,0.041,0.042,0.027,0.139,0.173
