"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Unión por la Patria",0.327,0.304,0.347,0.299,0.338,0.353,0.312,0.334,0.313,0.339,0.596,0.09,0.292,0.261,0.301,0.322,0.396,0.658,0.622,0.041,0.158,0.052
"Juntos por el Cambio",0.293,0.253,0.329,0.209,0.249,0.362,0.449,0.284,0.289,0.309,0.15,0.512,0.339,0.319,0.286,0.262,0.279,0.184,0.102,0.839,0.575,0.096
"De los liberales libertarios",0.238,0.307,0.176,0.318,0.258,0.176,0.137,0.234,0.244,0.234,0.148,0.307,0.228,0.24,0.269,0.264,0.216,0.115,0.159,0.095,0.15,0.712
"De la Izquierda",0.041,0.036,0.046,0.049,0.048,0.027,0.03,0.039,0.045,0.038,0.034,0.016,0.056,0.051,0.041,0.042,0.033,0.021,0.095,0.01,0.04,0.046
"Hacemos por nuestro país",0.037,0.036,0.037,0.049,0.038,0.032,0.018,0.034,0.039,0.037,0.025,0.04,0.042,0.061,0.03,0.03,0.021,0.014,0.014,0,0.051,0.025
"Otro",0.039,0.042,0.037,0.055,0.042,0.023,0.029,0.043,0.044,0.028,0.028,0.023,0.024,0.046,0.038,0.063,0.031,0.005,0.008,0.007,0.004,0.039
"En blanco",0.025,0.022,0.028,0.021,0.027,0.027,0.025,0.032,0.026,0.015,0.019,0.012,0.019,0.022,0.035,0.017,0.024,0.003,0,0.008,0.022,0.03
