"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Unión por la Patria",0.311,0.293,0.327,0.284,0.322,0.335,0.296,0.309,0.3,0.328,0.575,0.088,0.279,0.244,0.284,0.312,0.38,0.641,0.614,0.04,0.158,0.052
"Juntos por el Cambio",0.283,0.246,0.316,0.203,0.243,0.35,0.429,0.273,0.28,0.3,0.145,0.501,0.332,0.31,0.28,0.254,0.267,0.182,0.102,0.829,0.549,0.09
"De los liberales libertarios",0.227,0.295,0.165,0.308,0.243,0.165,0.131,0.213,0.238,0.227,0.136,0.299,0.227,0.229,0.256,0.225,0.21,0.115,0.159,0.087,0.15,0.691
"De la Izquierda",0.038,0.033,0.042,0.043,0.045,0.026,0.027,0.034,0.041,0.037,0.031,0.015,0.052,0.047,0.033,0.042,0.032,0.021,0.095,0.01,0.04,0.031
"Hacemos por nuestro país",0.034,0.034,0.034,0.043,0.037,0.031,0.017,0.033,0.034,0.037,0.022,0.04,0.04,0.057,0.029,0.02,0.02,0.014,0.014,0,0.051,0.024
"Otro",0.035,0.037,0.034,0.049,0.037,0.022,0.026,0.037,0.04,0.026,0.029,0.023,0.024,0.04,0.034,0.061,0.029,0.005,0.008,0.006,0.004,0.039
"En blanco",0.023,0.021,0.025,0.02,0.025,0.024,0.022,0.029,0.025,0.013,0.018,0.011,0.018,0.02,0.034,0.012,0.021,0.003,0,0.008,0.021,0.03
"No sabe",0.049,0.041,0.057,0.05,0.048,0.047,0.052,0.072,0.042,0.032,0.044,0.023,0.028,0.053,0.05,0.074,0.041,0.019,0.008,0.02,0.027,0.043
