"var","categoria","Si","No"
"P05","Mucho",0.376,0.474
"P05","Bastante",0.356,0.329
"P05","Poco",0.19,0.129
"P05","Nada",0.05,0.034
"P05","No sabe",0.028,0.034
"P06","Siempre",0.183,0.223
"P06","Casi siempre",0.305,0.336
"P06","Casi nunca",0.371,0.319
"P06","Nunca, pero esta es una excepción",0.141,0.122
"P09","Unión por la Patria",0.126,0.282
"P09","Juntos por el Cambio ",0.304,0.406
"P09","De los Liberales libertarios",0.224,0.186
"P09","De la Izquierda",0.085,0.031
"P09","Hacemos por nuestro país",0.092,0.014
"P09","En blanco",0.094,0.027
"P09","No sabe",0.075,0.054
"P12","Sergio Massa a presidente, Axel Kicillof a gobernador y Federico Meca a intendente por Unión por la Patria.",0.202,0.31
"P12","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Ramón Lanus a intendente por Juntos por el Cambio",0.227,0.435
"P12","Javier Milei a presidente, Carolina Piparo a gobernadora y Rodolfo Paolucci a intendente por la Libertad Avanza",0.311,0.191
"P12","Myriam Bregman a presidenta, Rubén Sobrero a gobernador y Camila Paiz a intendenta por el Frente de Izquierda",0.074,0.013
"P12","Juan Schiaretti a presidente por Hacemos por Nuestro País",0.056,0.01
"P12","En blanco",0.068,0.011
"P12","No sabe",0.062,0.03
"P15","Si",1,0.306
"P15","No",0,0.694
"P16","Sergio Massa a presidente por Unión por la Patria.",0.165,0.203
"P16","Patricia Bullrich a presidenta por Juntos por el Cambio",0.325,0.406
"P16","Javier Milei a presidente por la Libertad Avanza",0.329,0.268
"P16","Myriam Bregman a presidenta por el Frente de Izquierda",0.04,0.036
"P16","Juan Schiaretti a presidente por Hacemos por Nuestro País",0.054,0.038
"P16","En blanco",0.049,0.007
"P16","No sabe",0.038,0.042
"P19","Axel Kicillof a gobernador por Unión por la Patria.",0.149,0.193
"P19","Néstor Grindetti a gobernador por Juntos por el Cambio",0.406,0.448
"P19","Carolina Piparo a gobernadora por la Libertad Avanza",0.231,0.248
"P19","Rubén Sobrero a gobernador por el Frente de Izquierda",0.044,0.011
"P19","En blanco",0.012,0.034
"P19","No sabe",0.158,0.066
"P22","Federico Meca a intendente por Unión por la Patria.",0.173,0.127
"P22","Ramón Lanus a intendente por Juntos por el Cambio",0.472,0.534
"P22","Rodolfo Paolucci a intendente por la Libertad Avanza",0.204,0.158
"P22","Camila Paiz a intendenta por el Frente de Izquierda",0.027,0.04
"P22","En blanco",0.019,0.057
"P22","No sabe",0.105,0.084
"P25","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.555,0.347
"P25","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.197,0.297
"P25","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.168,0.255
"P25","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.017,0.031
"P25","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.016,0.029
"P25","No sabe",0.047,0.041
"P26","Totalmente seguro.",0.61,0.751
"P26","Bastante seguro",0.156,0.141
"P26","Algo seguro",0.141,0.068
"P26","Para nada seguro",0.093,0.04
"P27","Tiene Decidido que va a ir a votar.",0.902,0.92
"P27","Tiene dudas sobre si va a ir a  votar",0.087,0.056
"P27","Tiene Decidido que no va a ir a votar",0.011,0.024
"P28","Si",0.485,0.398
"P28","No",0.515,0.602
"PRESIDENTE","Sergio Massa a presidente por Unión por la Patria.",0.165,0.311
"PRESIDENTE","Patricia Bullrich a presidenta por Juntos por el Cambio",0.331,0.423
"PRESIDENTE","Javier Milei a presidente por la Libertad Avanza",0.318,0.197
"PRESIDENTE","Myriam Bregman a presidenta por el Frente de Izquierda",0.04,0.022
"PRESIDENTE","Juan Schiaretti a presidente por Hacemos por Nuestro País",0.059,0.015
"PRESIDENTE","En blanco",0.05,0.009
"PRESIDENTE","No sabe",0.037,0.023
"GOBERNADOR","Axel Kicillof a gobernador por Unión por la Patria.",0.152,0.31
"GOBERNADOR","Néstor Grindetti a gobernador por Juntos por el Cambio",0.404,0.434
"GOBERNADOR","Carolina Piparo a gobernadora por la Libertad Avanza",0.224,0.192
"GOBERNADOR","Rubén Sobrero a gobernador por el Frente de Izquierda",0.045,0.014
"GOBERNADOR","En blanco",0.012,0.021
"GOBERNADOR","No sabe",0.163,0.029
"INTENDENTE","Federico Meca a intendente por Unión por la Patria.",0.176,0.291
"INTENDENTE","Ramón Lanus a intendente por Juntos por el Cambio",0.483,0.461
"INTENDENTE","Rodolfo Paolucci a intendente por la Libertad Avanza",0.185,0.161
"INTENDENTE","Camila Paiz a intendenta por el Frente de Izquierda",0.025,0.023
"INTENDENTE","En blanco",0.021,0.027
"INTENDENTE","No sabe",0.11,0.037
"CORTA_PRESIDENTE","Si",0.461,0.051
"CORTA_PRESIDENTE","No",0.539,0.949
"CORTA_INTENDENTE","Si",0.714,0.127
"CORTA_INTENDENTE","No",0.286,0.873
