"var","categoria","Si","No"
"P05","Mucho",0.372,0.482
"P05","Bastante",0.376,0.321
"P05","Poco",0.168,0.132
"P05","Nada",0.051,0.033
"P05","No sabe",0.033,0.032
"P06","Siempre",0.185,0.225
"P06","Casi siempre",0.277,0.347
"P06","Casi nunca",0.357,0.319
"P06","Nunca, pero esta es una excepción",0.181,0.109
"P09","Unión por la Patria",0.149,0.286
"P09","Juntos por el Cambio ",0.248,0.43
"P09","De los Liberales libertarios",0.276,0.168
"P09","De la Izquierda",0.078,0.029
"P09","Hacemos por nuestro país",0.079,0.013
"P09","En blanco",0.065,0.031
"P09","No sabe",0.105,0.043
"P12","Sergio Massa a presidente, Axel Kicillof a gobernador y Federico Meca a intendente por Unión por la Patria.",0.226,0.31
"P12","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Ramón Lanus a intendente por Juntos por el Cambio",0.171,0.466
"P12","Javier Milei a presidente, Carolina Piparo a gobernadora y Rodolfo Paolucci a intendente por la Libertad Avanza",0.372,0.164
"P12","Myriam Bregman a presidenta, Rubén Sobrero a gobernador y Camila Paiz a intendenta por el Frente de Izquierda",0.052,0.016
"P12","Juan Schiaretti a presidente por Hacemos por Nuestro País",0.058,0.006
"P12","En blanco",0.046,0.014
"P12","No sabe",0.075,0.024
"P15","Si",1,0.261
"P15","No",0,0.739
"P16","Sergio Massa a presidente por Unión por la Patria.",0.208,0.166
"P16","Patricia Bullrich a presidenta por Juntos por el Cambio",0.237,0.522
"P16","Javier Milei a presidente por la Libertad Avanza",0.366,0.212
"P16","Myriam Bregman a presidenta por el Frente de Izquierda",0.042,0.032
"P16","Juan Schiaretti a presidente por Hacemos por Nuestro País",0.062,0.026
"P16","En blanco",0.029,0.018
"P16","No sabe",0.056,0.024
"P19","Axel Kicillof a gobernador por Unión por la Patria.",0.199,0.156
"P19","Néstor Grindetti a gobernador por Juntos por el Cambio",0.345,0.517
"P19","Carolina Piparo a gobernadora por la Libertad Avanza",0.279,0.207
"P19","Rubén Sobrero a gobernador por el Frente de Izquierda",0.027,0.02
"P19","En blanco",0.024,0.027
"P19","No sabe",0.126,0.073
"P22","Federico Meca a intendente por Unión por la Patria.",0.119,0.164
"P22","Ramón Lanus a intendente por Juntos por el Cambio",0.454,0.561
"P22","Rodolfo Paolucci a intendente por la Libertad Avanza",0.172,0.175
"P22","Camila Paiz a intendenta por el Frente de Izquierda",0.05,0.023
"P22","En blanco",0.057,0.033
"P22","No sabe",0.148,0.044
"P25","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.52,0.343
"P25","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.152,0.313
"P25","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.211,0.25
"P25","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.024,0.03
"P25","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.049,0.022
"P25","No sabe",0.044,0.042
"P26","Totalmente seguro.",0.639,0.753
"P26","Bastante seguro",0.168,0.138
"P26","Algo seguro",0.117,0.069
"P26","Para nada seguro",0.076,0.04
"P27","Tiene Decidido que va a ir a votar.",0.905,0.921
"P27","Tiene dudas sobre si va a ir a  votar",0.083,0.054
"P27","Tiene Decidido que no va a ir a votar",0.012,0.025
"P28","Si",0.394,0.413
"P28","No",0.606,0.587
"PRESIDENTE","Sergio Massa a presidente por Unión por la Patria.",0.206,0.308
"PRESIDENTE","Patricia Bullrich a presidenta por Juntos por el Cambio",0.236,0.456
"PRESIDENTE","Javier Milei a presidente por la Libertad Avanza",0.366,0.175
"PRESIDENTE","Myriam Bregman a presidenta por el Frente de Izquierda",0.044,0.02
"PRESIDENTE","Juan Schiaretti a presidente por Hacemos por Nuestro País",0.067,0.01
"PRESIDENTE","En blanco",0.028,0.013
"PRESIDENTE","No sabe",0.053,0.018
"GOBERNADOR","Axel Kicillof a gobernador por Unión por la Patria.",0.204,0.308
"GOBERNADOR","Néstor Grindetti a gobernador por Juntos por el Cambio",0.341,0.452
"GOBERNADOR","Carolina Piparo a gobernadora por la Libertad Avanza",0.284,0.174
"GOBERNADOR","Rubén Sobrero a gobernador por el Frente de Izquierda",0.027,0.016
"GOBERNADOR","En blanco",0.024,0.018
"GOBERNADOR","No sabe",0.12,0.032
"INTENDENTE","Federico Meca a intendente por Unión por la Patria.",0.121,0.31
"INTENDENTE","Ramón Lanus a intendente por Juntos por el Cambio",0.463,0.464
"INTENDENTE","Rodolfo Paolucci a intendente por la Libertad Avanza",0.158,0.166
"INTENDENTE","Camila Paiz a intendenta por el Frente de Izquierda",0.051,0.017
"INTENDENTE","En blanco",0.055,0.02
"INTENDENTE","No sabe",0.152,0.023
"CORTA_PRESIDENTE","Si",0.385,0.047
"CORTA_PRESIDENTE","No",0.615,0.953
"CORTA_GOBERNADOR","Si",0.562,0.07
"CORTA_GOBERNADOR","No",0.438,0.93
