"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P06","Siempre",0.362,0.164,0.095,0.114,0.159
"P06","Casi siempre",0.309,0.449,0.174,0.143,0.062
"P06","Casi nunca",0.231,0.274,0.359,0.286,0.412
"P06","Nunca, pero esta es una excepción",0.098,0.113,0.372,0.457,0.367
"P09","De Unión por la Patria",0.358,0.221,0.109,0.107,0.192
"P09","De Juntos por el Cambio",0.34,0.391,0.362,0.285,0.209
"P09","De los liberales libertarios",0.121,0.15,0.162,0.154,0.109
"P09","De la Izquierda",0.049,0.026,0.03,0.014,0.019
"P09","Hacemos por Nuestro País",0.021,0.018,0.015,0.018,0.006
"P09","otro",0.043,0.039,0.073,0.042,0.125
"P09","En blanco",0.035,0.039,0.081,0.225,0.056
"P09","No sabe",0.033,0.116,0.168,0.155,0.284
"P10","Unidos para Cambiar Santa Fe",0.308,0.268,0.15,0.158,0.265
"P10","Juntos Avancemos",0.287,0.279,0.227,0.249,0.115
"P10","De los liberales libertarios",0.115,0.114,0.163,0.149,0.088
"P10","De la Izquierda",0.068,0.042,0.027,0.034,0.035
"P10","En blanco",0.058,0.054,0.092,0.166,0.212
"P10","No sabe",0.164,0.243,0.341,0.244,0.285
"P11","Carolina Losada a gobernadora y Federico Angelini a vicegobernador por Unidos para Cambiar Santa Fe",0.182,0.259,0.29,0.155,0.182
"P11","Maximiliano Pullaro a gobernador y Gisela Scaglia a vicegobernadora por Unidos para Cambiar Santa Fe",0.174,0.202,0.191,0.226,0.156
"P11","Mónica Fein a gobernadora y Eugenio Fernández a vicegobernador por Unidos para Cambiar Santa Fe",0.061,0.11,0.058,0.055,0.059
"P11","Marcelo Lewandowski a gobernador y Silvina Patricia Frana a vicegobernadora por Juntos Avancemos",0.204,0.149,0.109,0.143,0.078
"P11","Marcos Cleri a gobernador y Alejandra del Huerto Obeid a vicegobernadora por Juntos Avancemos",0.109,0.055,0.036,0.064,0.126
"P11","Leandro Busatto a gobernador y Alejandra Gómez Sáenz a vicegobernadora por Juntos Avancemos",0.071,0.04,0.054,0.04,0.059
"P11","Eduardo Toniolli a gobernador y Leticia Quagliaro a vicegobernadora por Juntos Avancemos",0.043,0.026,0.019,0.015,0.027
"P11","Alguno de los candidatos a gobernador y vicegobernador de la Izquierda",0.042,0.021,0.012,0.003,0.003
"P11","En blanco",0.057,0.031,0.062,0.13,0.135
"P11","No sabe",0.057,0.107,0.169,0.169,0.175
"P15","Lo votaría",0.151,0.051,0.072,0.105,0.093
"P15","Puede que lo vote",0.139,0.162,0.149,0.146,0.181
"P15","Nunca lo votaría",0.414,0.345,0.33,0.406,0.213
"P15","No sabe",0.296,0.442,0.449,0.343,0.513
"P16","La votaría",0.221,0.194,0.19,0.155,0.108
